policy,seed,episode,phase,steps,reward,success,time_s
sarsa,42,0,,36,782.040000,1,0.001
sarsa,42,1,,29,807.110000,1,0.001
sarsa,42,2,,20,652.400000,1,0.001
sarsa,42,3,,35,770.750000,1,0.001
sarsa,42,4,,15,652.050000,1,0.000
sarsa,42,5,,30,883.100000,1,0.001
sarsa,42,6,,40,1122.100000,1,0.001
sarsa,42,7,,40,746.800000,0,0.001
sarsa,42,8,,25,839.550000,1,0.001
sarsa,42,9,,32,755.580000,1,0.001
sarsa,42,10,,40,561.900000,0,0.001
sarsa,42,11,,40,650.100000,0,0.001
sarsa,42,12,,40,647.600000,0,0.001
sarsa,42,13,,40,638.700000,0,0.001
sarsa,42,14,,40,577.000000,0,0.001
sarsa,42,15,,32,660.380000,1,0.001
sarsa,42,16,,21,581.890000,1,0.001
sarsa,42,17,,40,594.200000,0,0.001
sarsa,42,18,,40,478.200000,0,0.001
sarsa,42,19,,40,516.900000,0,0.001
sarsa,42,20,,20,578.400000,1,0.000
sarsa,42,21,,40,638.800000,0,0.001
sarsa,42,22,,22,1007.580000,1,0.001
sarsa,42,23,,26,530.040000,1,0.001
sarsa,42,24,,40,785.000000,0,0.001
sarsa,42,25,,40,694.800000,0,0.001
sarsa,42,26,,37,769.630000,1,0.001
sarsa,42,27,,40,468.100000,0,0.001
sarsa,42,28,,40,578.700000,0,0.001
sarsa,42,29,,20,579.800000,1,0.001
sarsa,42,30,,38,1070.820000,1,0.001
sarsa,42,31,,40,667.400000,0,0.001
sarsa,42,32,,30,699.100000,1,0.001
sarsa,42,33,,31,709.990000,1,0.001
sarsa,42,34,,40,693.000000,0,0.001
sarsa,42,35,,23,767.370000,1,0.001
sarsa,42,36,,40,965.500000,0,0.001
sarsa,42,37,,40,639.300000,0,0.001
sarsa,42,38,,34,922.860000,1,0.001
sarsa,42,39,,40,802.000000,0,0.001
sarsa,42,40,,27,682.430000,1,0.001
sarsa,42,41,,40,710.700000,0,0.001
sarsa,42,42,,25,765.650000,1,0.001
sarsa,42,43,,28,882.920000,1,0.001
sarsa,42,44,,40,898.000000,0,0.001
sarsa,42,45,,39,844.310000,1,0.001
sarsa,42,46,,34,810.160000,1,0.001
sarsa,42,47,,19,578.910000,1,0.000
sarsa,42,48,,28,973.920000,1,0.001
sarsa,42,49,,38,1033.820000,1,0.001
sarsa,42,50,,40,591.300000,0,0.001
sarsa,42,51,,27,864.030000,1,0.001
sarsa,42,52,,24,748.960000,1,0.001
sarsa,42,53,,39,1112.410000,1,0.001
sarsa,42,54,,40,637.100000,0,0.001
sarsa,42,55,,32,665.480000,1,0.001
sarsa,42,56,,27,1033.530000,1,0.001
sarsa,42,57,,33,656.870000,1,0.001
sarsa,42,58,,40,380.900000,0,0.001
sarsa,42,59,,36,673.240000,1,0.001
sarsa,42,60,,19,975.010000,1,0.001
sarsa,42,61,,37,728.030000,1,0.001
sarsa,42,62,,32,885.080000,1,0.001
sarsa,42,63,,40,547.300000,0,0.001
sarsa,42,64,,40,477.400000,0,0.001
sarsa,42,65,,39,956.810000,1,0.001
sarsa,42,66,,16,635.640000,1,0.000
sarsa,42,67,,25,584.350000,1,0.001
sarsa,42,68,,35,840.750000,1,0.001
sarsa,42,69,,27,1063.630000,1,0.001
sarsa,42,70,,32,825.180000,1,0.001
sarsa,42,71,,27,652.530000,1,0.001
sarsa,42,72,,40,520.800000,0,0.001
sarsa,42,73,,35,842.150000,1,0.001
sarsa,42,74,,40,382.300000,0,0.001
sarsa,42,75,,23,707.470000,1,0.001
sarsa,42,76,,28,530.220000,1,0.001
sarsa,42,77,,28,657.320000,1,0.001
sarsa,42,78,,32,825.480000,1,0.001
sarsa,42,79,,27,751.930000,1,0.001
sarsa,42,80,,40,843.200000,0,0.001
sarsa,42,81,,36,822.840000,1,0.001
sarsa,42,82,,32,755.380000,1,0.001
sarsa,42,83,,37,999.130000,1,0.001
sarsa,42,84,,38,881.020000,1,0.001
sarsa,42,85,,29,612.010000,1,0.001
sarsa,42,86,,29,693.710000,1,0.001
sarsa,42,87,,35,994.550000,1,0.001
sarsa,42,88,,19,541.510000,1,0.000
sarsa,42,89,,29,750.510000,1,0.001
sarsa,42,90,,23,526.270000,1,0.001
sarsa,42,91,,39,590.910000,1,0.001
sarsa,42,92,,26,824.940000,1,0.001
sarsa,42,93,,40,692.600000,0,0.001
sarsa,42,94,,38,953.920000,1,0.001
sarsa,42,95,,19,524.310000,1,0.001
sarsa,42,96,,40,737.600000,0,0.001
