policy,seed,episode,phase,steps,reward,success,time_s
sarsa,42,0,,40,837.900000,0,0.001
sarsa,42,1,,18,580.920000,1,0.001
sarsa,42,2,,22,697.380000,1,0.001
sarsa,42,3,,26,936.540000,1,0.001
sarsa,42,4,,40,578.200000,0,0.001
sarsa,42,5,,40,582.500000,0,0.001
sarsa,42,6,,40,867.400000,0,0.001
sarsa,42,7,,40,643.700000,0,0.001
sarsa,42,8,,32,960.180000,1,0.001
sarsa,42,9,,40,785.600000,0,0.001
sarsa,42,10,,40,633.400000,0,0.001
sarsa,42,11,,40,870.500000,0,0.001
sarsa,42,12,,40,598.700000,0,0.001
sarsa,42,13,,40,918.300000,0,0.001
sarsa,42,14,,40,737.000000,0,0.001
sarsa,42,15,,22,579.280000,1,0.001
sarsa,42,16,,40,714.600000,0,0.001
sarsa,42,17,,32,714.680000,1,0.001
sarsa,42,18,,40,672.000000,0,0.001
sarsa,42,19,,30,656.700000,1,0.001
sarsa,42,20,,26,696.140000,1,0.001
sarsa,42,21,,24,596.660000,1,0.001
sarsa,42,22,,14,540.460000,1,0.000
sarsa,42,23,,16,633.540000,1,0.000
sarsa,42,24,,40,705.500000,0,0.001
sarsa,42,25,,40,640.100000,0,0.001
sarsa,42,26,,40,975.900000,0,0.001
sarsa,42,27,,35,601.650000,1,0.001
sarsa,42,28,,21,652.290000,1,0.001
sarsa,42,29,,29,1064.110000,1,0.001
sarsa,42,30,,40,819.700000,0,0.001
sarsa,42,31,,32,726.780000,1,0.001
sarsa,42,32,,40,677.200000,0,0.001
sarsa,42,33,,26,880.440000,1,0.001
sarsa,42,34,,40,747.300000,0,0.001
sarsa,42,35,,40,692.800000,0,0.001
sarsa,42,36,,21,525.790000,1,0.001
sarsa,42,37,,38,772.820000,1,0.001
sarsa,42,38,,22,712.480000,1,0.001
sarsa,42,39,,37,1125.530000,1,0.001
sarsa,42,40,,24,693.860000,1,0.001
sarsa,42,41,,40,768.600000,0,0.001
sarsa,42,42,,15,578.250000,1,0.000
sarsa,42,43,,40,510.600000,0,0.001
sarsa,42,44,,36,708.840000,1,0.001
sarsa,42,45,,40,639.600000,0,0.001
sarsa,42,46,,21,750.090000,1,0.001
sarsa,42,47,,40,512.500000,0,0.001
sarsa,42,48,,13,521.970000,1,0.000
sarsa,42,49,,37,995.230000,1,0.001
sarsa,42,50,,25,808.450000,1,0.001
sarsa,42,51,,40,892.800000,0,0.001
sarsa,42,52,,20,524.400000,1,0.001
sarsa,42,53,,40,469.200000,0,0.001
sarsa,42,54,,40,692.200000,0,0.001
sarsa,42,55,,40,820.100000,0,0.001
sarsa,42,56,,24,749.060000,1,0.001
sarsa,42,57,,40,1082.900000,0,0.001
