episode,return,steps,avg_mastery,mastered_soft,mastered_hard,epsilon
0,63.00000000000007,120,1.0,0,0,0.34825
1,133.89999999999995,120,2.3333333333333335,0,0,0.34650875
2,54.8000000000001,120,1.3333333333333333,0,0,0.34477620625
3,133.09999999999994,120,1.6666666666666667,0,0,0.34305232521875
4,73.75000000000009,120,2.0,0,0,0.34133706359265625
5,89.50000000000004,120,2.0,0,0,0.33963037827469295
6,50.850000000000065,120,2.0,0,0,0.3379322263833195
7,91.80000000000003,120,1.3333333333333333,0,0,0.3362425652514029
8,69.68,61,3.0,1,1,0.3345613524251459
9,53.350000000000065,120,1.3333333333333333,0,0,0.3328885456630202
10,78.15000000000009,120,2.0,0,0,0.33122410293470506
11,94.00000000000009,120,1.0,0,0,0.32956798242003155
12,104.45000000000007,120,1.0,0,0,0.3279201425079314
13,44.45000000000001,120,1.0,0,0,0.32628054179539173
14,42.750000000000085,120,2.0,0,0,0.3246491390864148
15,90.44999999999999,120,1.6666666666666667,0,0,0.3230258933909827
16,121.3000000000001,120,2.6666666666666665,1,0,0.3214107639240278
17,151.54999999999984,120,2.0,0,0,0.31980371010440767
18,131.5,120,2.0,0,0,0.31820469155388564
19,81.40000000000018,120,1.0,0,0,0.31661366809611624
20,97.30000000000013,120,1.0,0,0,0.31503059975563563
21,64.65000000000013,120,2.0,0,0,0.31345544675685744
22,97.60000000000002,120,2.3333333333333335,0,0,0.31188816952307313
23,86.58000000000011,111,3.0,1,1,0.31032872867545774
24,117.0499999999999,120,2.0,0,0,0.30877708503208046
25,85.15000000000008,120,1.6666666666666667,0,0,0.30723319960692
26,52.40000000000008,120,1.0,0,0,0.30569703360888545
27,122.29999999999997,120,2.3333333333333335,0,0,0.304168548440841
28,107.99999999999991,120,2.0,0,0,0.3026477056986368
29,64.95000000000013,120,1.3333333333333333,0,0,0.30113446717014364
30,124.34999999999985,120,2.3333333333333335,0,0,0.29962879483429294
31,113.10000000000004,120,2.6666666666666665,1,0,0.29813065086012147
32,81.95000000000005,120,2.0,0,0,0.2966399976058209
33,71.30000000000007,70,3.0,1,1,0.2951567976177918
34,93.4500000000001,120,1.3333333333333333,0,0,0.29368101362970284
35,87.80000000000011,120,1.0,0,0,0.29221260856155434
36,107.8600000000001,117,3.0,1,1,0.29075154551874655
37,96.89999999999999,120,1.6666666666666667,0,0,0.28929778779115284
38,72.00000000000011,120,1.3333333333333333,0,0,0.28785129885219707
39,55.50000000000009,120,1.0,0,0,0.2864120423579361
40,105.00000000000007,120,1.6666666666666667,0,0,0.28497998214614645
41,76.90000000000006,120,1.3333333333333333,0,0,0.2835550822354157
42,84.9000000000001,120,1.3333333333333333,0,0,0.2821373068242386
43,115.70000000000013,120,2.6666666666666665,1,0,0.2807266202901174
44,55.60000000000015,120,1.6666666666666667,0,0,0.2793229871886668
45,97.74000000000004,108,3.0,1,1,0.2779263722527235
46,95.75000000000001,120,2.0,0,0,0.27653674039145987
47,52.70000000000009,120,2.0,0,0,0.27515405668950255
48,103.05000000000004,120,1.6666666666666667,0,0,0.273778286406055
49,87.85,120,2.0,0,0,0.2724093949740247
50,131.54999999999995,120,1.3333333333333333,0,0,0.2710473479991546
51,132.59999999999982,120,2.3333333333333335,0,0,0.2696921112591588
52,138.7499999999998,120,2.0,0,0,0.26834365070286303
53,132.50000000000006,120,1.3333333333333333,0,0,0.2670019324493487
54,112.54999999999998,120,2.0,0,0,0.26566692278710197
55,114.46999999999998,89,3.0,1,1,0.26433858817316647
56,94.94999999999992,120,2.0,0,0,0.26301689523230065
57,81.90000000000009,120,1.3333333333333333,0,0,0.26170181075613913
58,86.25,120,1.6666666666666667,0,0,0.2603933017023584
59,116.69999999999987,120,2.0,0,0,0.25909133519384664
60,85.29999999999994,120,1.0,0,0,0.2577958785178774
61,85.69999999999996,120,2.0,0,0,0.256506899125288
62,85.70000000000013,120,1.0,0,0,0.2552243646296616
63,103.59999999999995,120,1.3333333333333333,0,0,0.2539482428065133
64,119.79999999999993,120,2.6666666666666665,1,0,0.25267850159248073
65,112.0499999999999,120,2.0,0,0,0.2514151090845183
66,87.9500000000001,120,1.0,0,0,0.2501580335390957
67,157.50000000000006,120,2.0,0,0,0.24890724337140024
68,134.65000000000012,120,1.6666666666666667,0,0,0.24766270715454325
69,80.44999999999997,120,1.3333333333333333,0,0,0.24642439361877053
70,85.30000000000011,120,2.0,0,0,0.24519227165067667
71,79.5700000000001,69,3.0,1,1,0.24396631029242327
72,106.24999999999999,120,1.6666666666666667,0,0,0.24274647874096114
73,106.00000000000004,120,1.0,0,0,0.24153274634725633
74,108.15000000000008,120,1.3333333333333333,0,0,0.24032508261552005
75,140.1,120,2.3333333333333335,0,0,0.23912345720244244
76,114.82000000000008,99,3.0,1,1,0.2379278399164302
77,86.55000000000015,120,1.0,0,0,0.23673820071684806
78,96.2000000000001,120,1.0,0,0,0.23555450971326383
79,74.80000000000013,120,1.3333333333333333,0,0,0.2343767371646975
80,79.05000000000007,120,1.3333333333333333,0,0,0.233204853478874
