episode,reward,steps,acc,mode,seed
1,100.0000000000001,40.0,0.075,aggregated,7
2,59.3,7.0,0.5714285714285714,aggregated,7
3,67.5,5.0,0.6,aggregated,7
4,128.00000000000006,40.0,0.075,aggregated,7
5,87.69999999999999,23.0,0.08695652173913043,aggregated,7
6,165.00000000000014,40.0,0.075,aggregated,7
7,80.79999999999998,12.0,0.25,aggregated,7
8,132.00000000000009,40.0,0.025,aggregated,7
9,163.00000000000014,40.0,0.175,aggregated,7
10,139.0000000000001,40.0,0.025,aggregated,7
11,158.0000000000001,40.0,0.05,aggregated,7
12,164.00000000000006,30.0,0.06666666666666667,aggregated,7
13,153.00000000000014,40.0,0.05,aggregated,7
14,141.0000000000001,40.0,0.0,aggregated,7
15,160.0000000000001,40.0,0.025,aggregated,7
16,167.0000000000001,40.0,0.025,aggregated,7
17,104.5,15.0,0.13333333333333333,aggregated,7
18,203.0000000000001,40.0,0.05,aggregated,7
19,172.0000000000001,40.0,0.05,aggregated,7
20,89.09999999999998,19.0,0.10526315789473684,aggregated,7
21,178.7000000000001,33.0,0.06060606060606061,aggregated,7
22,104.5,15.0,0.13333333333333333,aggregated,7
23,118.00000000000006,40.0,0.025,aggregated,7
24,137.40000000000006,26.0,0.07692307692307693,aggregated,7
25,50.7,3.0,0.6666666666666666,aggregated,7
26,83.49999999999999,15.0,0.13333333333333333,aggregated,7
27,148.00000000000014,40.0,0.025,aggregated,7
28,118.5,25.0,0.08,aggregated,7
29,162.0000000000001,40.0,0.0,aggregated,7
30,101.9,11.0,0.36363636363636365,aggregated,7
31,157.00000000000014,40.0,0.0,aggregated,7
32,162.00000000000014,40.0,0.025,aggregated,7
33,73.0,10.0,0.2,aggregated,7
34,77.89999999999999,11.0,0.18181818181818182,aggregated,7
35,169.00000000000014,40.0,0.0,aggregated,7
36,134.00000000000009,40.0,0.0,aggregated,7
37,94.1,19.0,0.15789473684210525,aggregated,7
38,155.00000000000014,40.0,0.0,aggregated,7
39,160.00000000000014,40.0,0.05,aggregated,7
40,206.0000000000001,40.0,0.05,aggregated,7
41,150.10000000000002,29.0,0.10344827586206896,aggregated,7
42,90.49999999999999,15.0,0.13333333333333333,aggregated,7
43,124.10000000000002,19.0,0.15789473684210525,aggregated,7
44,70.19999999999999,8.0,0.25,aggregated,7
45,88.39999999999999,16.0,0.125,aggregated,7
46,75.3,7.0,0.5714285714285714,aggregated,7
47,121.30000000000001,17.0,0.11764705882352941,aggregated,7
