episode,reward,steps,acc,mode,seed
1,78.8,12.0,0.4166666666666667,full,2
2,69.5,15.0,0.26666666666666666,full,2
3,139.00000000000009,40.0,0.05,full,2
4,160.00000000000014,40.0,0.05,full,2
5,218.00000000000014,40.0,0.4,full,2
6,65.4,6.0,0.5,full,2
7,63.199999999999996,8.0,0.25,full,2
8,116.5,25.0,0.12,full,2
9,203.30000000000013,37.0,0.10810810810810811,full,2
10,146.0000000000001,40.0,0.025,full,2
11,84.89999999999999,11.0,0.18181818181818182,full,2
12,139.0000000000001,40.0,0.025,full,2
13,145.10000000000002,29.0,0.06896551724137931,full,2
14,153.0000000000001,40.0,0.025,full,2
15,127.00000000000009,40.0,0.0,full,2
16,148.00000000000014,40.0,0.0,full,2
17,121.30000000000001,17.0,0.11764705882352941,full,2
18,55.5,5.0,0.4,full,2
19,77.9,11.0,0.18181818181818182,full,2
20,67.5,5.0,0.6,full,2
21,65.3,7.0,0.42857142857142855,full,2
22,155.00000000000014,40.0,0.0,full,2
23,166.0000000000001,40.0,0.0,full,2
24,51.3,7.0,0.2857142857142857,full,2
25,203.30000000000013,37.0,0.08108108108108109,full,2
26,80.0,10.0,0.2,full,2
27,106.6,14.0,0.14285714285714285,full,2
28,41.7,3.0,0.6666666666666666,full,2
29,53.4,6.0,0.3333333333333333,full,2
30,155.00000000000014,40.0,0.0,full,2
31,187.10000000000014,39.0,0.05128205128205128,full,2
32,127.00000000000011,40.0,0.0,full,2
33,162.0000000000001,40.0,0.0,full,2
34,148.00000000000009,40.0,0.05,full,2
35,149.40000000000003,26.0,0.11538461538461539,full,2
36,131.0000000000001,40.0,0.025,full,2
37,153.00000000000014,40.0,0.05,full,2
38,155.00000000000014,40.0,0.0,full,2
39,183.00000000000014,40.0,0.025,full,2
40,131.10000000000002,19.0,0.10526315789473684,full,2
41,141.0000000000001,40.0,0.0,full,2
42,195.00000000000014,40.0,0.025,full,2
43,167.00000000000014,40.0,0.025,full,2
44,153.00000000000009,40.0,0.025,full,2
45,167.60000000000008,34.0,0.08823529411764706,full,2
46,145.10000000000005,29.0,0.06896551724137931,full,2
47,206.00000000000014,40.0,0.05,full,2
48,150.60000000000005,24.0,0.08333333333333333,full,2
49,112.19999999999999,18.0,0.1111111111111111,full,2
50,85.6,14.0,0.14285714285714285,full,2
51,148.00000000000014,40.0,0.0,full,2
52,80.89999999999999,11.0,0.36363636363636365,full,2
53,112.9,21.0,0.09523809523809523,full,2
54,166.70000000000007,33.0,0.06060606060606061,full,2
55,132.0000000000001,40.0,0.05,full,2
56,162.0000000000001,40.0,0.0,full,2
57,157.0000000000001,40.0,0.025,full,2
58,126.20000000000002,18.0,0.1111111111111111,full,2
59,65.89999999999999,11.0,0.18181818181818182,full,2
60,160.0000000000001,40.0,0.025,full,2
61,169.0000000000001,40.0,0.0,full,2
62,186.00000000000014,40.0,0.05,full,2
63,80.69999999999999,13.0,0.15384615384615385,full,2
64,169.00000000000014,40.0,0.025,full,2
65,167.00000000000014,40.0,0.025,full,2
66,176.00000000000014,40.0,0.0,full,2
67,141.60000000000005,24.0,0.08333333333333333,full,2
68,73.0,10.0,0.2,full,2
69,74.39999999999999,16.0,0.125,full,2
70,60.4,6.0,0.3333333333333333,full,2
71,160.00000000000014,40.0,0.025,full,2
72,180.1000000000001,39.0,0.05128205128205128,full,2
73,136.10000000000002,19.0,0.15789473684210525,full,2
74,113.6,24.0,0.08333333333333333,full,2
75,162.00000000000014,40.0,0.0,full,2
76,127.60000000000002,24.0,0.08333333333333333,full,2
77,127.00000000000011,40.0,0.0,full,2
78,85.6,14.0,0.14285714285714285,full,2
79,143.70000000000005,23.0,0.08695652173913043,full,2
80,148.00000000000014,40.0,0.0,full,2
81,163.30000000000007,27.0,0.07407407407407407,full,2
82,106.6,14.0,0.14285714285714285,full,2
83,88.39999999999998,16.0,0.1875,full,2
84,106.00000000000007,40.0,0.0,full,2
85,148.0000000000001,40.0,0.025,full,2
86,61.099999999999994,9.0,0.2222222222222222,full,2
87,162.00000000000014,40.0,0.0,full,2
88,112.9,21.0,0.09523809523809523,full,2
89,167.0000000000001,40.0,0.05,full,2
90,205.30000000000013,37.0,0.05405405405405406,full,2
91,186.00000000000014,40.0,0.075,full,2
92,134.0000000000001,40.0,0.0,full,2
93,136.00000000000009,40.0,0.0,full,2
94,62.4,6.0,0.3333333333333333,full,2
95,174.0000000000001,40.0,0.025,full,2
96,134.0000000000001,40.0,0.025,full,2
97,62.5,5.0,0.4,full,2
98,102.4,16.0,0.125,full,2
99,148.00000000000014,40.0,0.0,full,2
100,55.5,5.0,0.4,full,2
101,73.0,10.0,0.2,full,2
102,133.90000000000003,21.0,0.09523809523809523,full,2
103,222.20000000000013,38.0,0.10526315789473684,full,2
104,162.0000000000001,40.0,0.0,full,2
105,143.00000000000009,40.0,0.0,full,2
106,57.1,9.0,0.3333333333333333,full,2
107,101.69999999999999,13.0,0.15384615384615385,full,2
108,195.00000000000014,40.0,0.05,full,2
109,134.00000000000009,40.0,0.0,full,2
110,50.6,4.0,0.5,full,2
111,75.1,9.0,0.2222222222222222,full,2
112,91.89999999999999,11.0,0.18181818181818182,full,2
113,156.40000000000006,26.0,0.11538461538461539,full,2
114,148.0000000000001,40.0,0.0,full,2
115,155.0000000000001,40.0,0.0,full,2
116,119.4,16.0,0.25,full,2
117,155.0000000000001,40.0,0.0,full,2
118,167.00000000000014,40.0,0.025,full,2
119,183.00000000000014,40.0,0.25,full,2
120,78.1,9.0,0.5555555555555556,full,2
121,174.0000000000001,40.0,0.025,full,2
122,143.0000000000001,40.0,0.0,full,2
123,73.0,10.0,0.2,full,2
124,115.0,20.0,0.1,full,2
125,134.0000000000001,40.0,0.0,full,2
126,169.0000000000001,40.0,0.0,full,2
