episode,reward,steps,mode,seed
0,1125.760000000001,44,random,4
1,926.32,38,random,4
2,948.7800000000004,42,random,4
3,528.7899999999997,21,random,4
4,867.0100000000004,39,random,4
5,783.9800000000002,32,random,4
6,659.7299999999997,27,random,4
7,1047.87,43,random,4
8,1295.4700000000007,43,random,4
9,693.45,35,random,4
10,672.0699999999999,33,random,4
11,821.7700000000002,23,random,4
12,768.6399999999998,26,random,4
13,1083.400000000001,80,random,4
14,1112.8500000000004,55,random,4
15,672.0299999999999,37,random,4
16,693.0500000000001,25,random,4
17,811.1599999999996,44,random,4
18,724.8900000000001,31,random,4
19,868.6200000000006,48,random,4
20,826.8500000000001,35,random,4
21,471.68999999999994,31,random,4
22,775.2599999999998,34,random,4
23,482.44,26,random,4
24,708.3900000000001,31,random,4
25,755.1899999999998,31,random,4
26,1088.0300000000009,47,random,4
27,765.2300000000002,27,random,4
28,1070.0400000000009,46,random,4
29,526.5299999999999,17,random,4
30,1053.8700000000003,33,random,4
31,1387.099999999999,70,random,4
32,1148.7700000000004,53,random,4
33,653.0600000000001,24,random,4
34,954.2800000000004,52,random,4
35,724.6400000000001,26,random,4
36,1182.7100000000005,39,random,4
37,1261.730000000001,57,random,4
38,691.16,14,random,4
39,1794.6599999999976,74,random,4
40,825.2400000000002,36,random,4
41,807.4,30,random,4
42,923.3700000000003,43,random,4
43,861.8400000000001,26,random,4
44,976.5000000000005,50,random,4
45,1244.3000000000006,60,random,4
46,869.3599999999998,34,random,4
47,1008.8700000000002,63,random,4
48,885.3600000000002,34,random,4
49,835.6700000000003,33,random,4
50,787.4100000000004,39,random,4
51,952.1600000000004,34,random,4
52,941.0700000000004,33,random,4
53,673.2600000000001,44,random,4
54,817.79,41,random,4
55,1483.6799999999994,72,random,4
56,860.9,20,random,4
57,749.8100000000003,19,random,4
58,1044.37,43,random,4
59,652.53,17,random,4
60,467.8399999999999,16,random,4
61,1148.2300000000012,67,random,4
62,1210.940000000001,46,random,4
63,444.9699999999999,23,random,4
64,1282.19,61,random,4
65,1206.3199999999997,48,random,4
66,849.4999999999998,40,random,4
67,1060.9900000000002,41,random,4
68,1183.0400000000009,56,random,4
69,1639.4999999999984,100,random,4
70,482.5899999999999,21,random,4
71,752.4900000000002,21,random,4
72,1346.8800000000006,52,random,4
73,554.8000000000001,20,random,4
74,482.8299999999999,27,random,4
75,711.33,27,random,4
76,724.7800000000002,32,random,4
77,638.76,24,random,4
78,486.80999999999983,29,random,4
79,1237.1000000000008,60,random,4
80,1107.1699999999998,53,random,4
81,882.1100000000004,29,random,4
82,1011.3300000000004,37,random,4
83,1068.6,40,random,4
84,699.8599999999996,34,random,4
85,595.3499999999999,15,random,4
86,660.34,36,random,4
87,639.3899999999996,21,random,4
88,1316.6100000000006,49,random,4
89,952.4900000000004,31,random,4
90,939.6900000000004,31,random,4
91,1401.0399999999986,66,random,4
92,849.4199999999996,38,random,4
93,851.85,45,random,4
94,729.8900000000001,41,random,4
95,546.4299999999998,27,random,4
96,1212.7599999999998,54,random,4
97,523.5699999999999,13,random,4
98,1187.2100000000005,39,random,4
99,579.9600000000003,24,random,4
100,1213.3599999999997,44,random,4
101,974.89,31,random,4
102,705.31,19,random,4
103,862.3800000000005,42,random,4
104,523.87,23,random,4
105,842.1300000000005,27,random,4
106,937.3300000000004,27,random,4
107,1039.17,33,random,4
108,1048.34,26,random,4
109,1149.4700000000007,53,random,4
110,1604.4599999999978,74,random,4
111,1321.29,51,random,4
112,667.8199999999999,28,random,4
113,639.2999999999997,20,random,4
114,844.51,39,random,4
115,753.9599999999999,24,random,4
116,827.01,29,random,4
117,1575.789999999999,61,random,4
118,1331.8499999999997,65,random,4
119,898.5100000000002,49,random,4
120,619.7199999999996,28,random,4
121,1048.9500000000005,35,random,4
122,771.6600000000002,34,random,4
123,732.17,33,random,4
124,764.35,25,random,4
125,579.98,22,random,4
126,965.3700000000003,33,random,4
127,864.7400000000007,46,random,4
128,734.2599999999998,34,random,4
129,748.1300000000002,27,random,4
130,937.11,29,random,4
131,769.4900000000002,31,random,4
132,784.8100000000004,39,random,4
133,580.37,23,random,4
134,866.5500000000001,35,random,4
135,981.84,36,random,4
136,753.67,23,random,4
137,1281.2199999999998,58,random,4
138,866.91,29,random,4
139,558.1599999999999,24,random,4
140,734.3099999999996,39,random,4
141,1262.2800000000009,52,random,4
142,731.0600000000001,34,random,4
143,827.8899999999998,31,random,4
144,954.87,33,random,4
145,788.5699999999998,33,random,4
146,1110.6500000000003,35,random,4
147,1001.11,39,random,4
148,865.7,30,random,4
149,1014.6700000000004,43,random,4
150,694.56,24,random,4
151,764.8000000000002,20,random,4
152,1951.5499999999963,95,random,4
153,1233.08,42,random,4
154,1070.5700000000006,43,random,4
155,640.5599999999997,24,random,4
156,863.95,25,random,4
157,712.49,31,random,4
