episode,reward,steps,acc,mode,seed
1,118.00000000000007,40.0,0.075,full,5
2,106.00000000000006,40.0,0.0,full,5
3,146.0000000000001,40.0,0.025,full,5
4,70.19999999999999,8.0,0.25,full,5
5,57.6,4.0,0.5,full,5
6,55.5,5.0,0.4,full,5
7,127.00000000000009,40.0,0.0,full,5
8,153.00000000000009,40.0,0.025,full,5
9,152.8000000000001,32.0,0.0625,full,5
10,148.00000000000014,40.0,0.0,full,5
11,51.3,7.0,0.2857142857142857,full,5
12,75.19999999999999,8.0,0.375,full,5
13,124.10000000000002,19.0,0.10526315789473684,full,5
14,122.00000000000003,40.0,0.05,full,5
15,133.20000000000005,28.0,0.07142857142857142,full,5
16,146.0000000000001,40.0,0.05,full,5
17,80.19999999999999,8.0,0.5,full,5
18,226.00000000000014,40.0,0.15,full,5
19,67.5,5.0,0.6,full,5
20,116.40000000000003,26.0,0.07692307692307693,full,5
21,119.20000000000002,18.0,0.1111111111111111,full,5
22,148.0000000000001,40.0,0.0,full,5
23,62.5,5.0,0.4,full,5
24,148.0000000000001,40.0,0.0,full,5
25,87.0,10.0,0.2,full,5
26,169.00000000000014,40.0,0.0,full,5
27,153.0000000000001,40.0,0.025,full,5
28,141.00000000000014,40.0,0.0,full,5
29,174.00000000000014,40.0,0.025,full,5
30,203.00000000000014,40.0,0.225,full,5
31,156.30000000000007,27.0,0.07407407407407407,full,5
32,117.80000000000001,22.0,0.09090909090909091,full,5
33,108.6,24.0,0.08333333333333333,full,5
34,136.90000000000003,21.0,0.19047619047619047,full,5
35,122.80000000000001,22.0,0.13636363636363635,full,5
36,113.0000000000001,40.0,0.0,full,5
37,125.50000000000003,25.0,0.08,full,5
38,169.00000000000014,40.0,0.0,full,5
39,188.6000000000001,34.0,0.11764705882352941,full,5
40,57.5,5.0,0.4,full,5
41,143.00000000000009,40.0,0.0,full,5
42,68.1,9.0,0.2222222222222222,full,5
43,169.00000000000014,40.0,0.0,full,5
44,95.39999999999999,16.0,0.125,full,5
45,63.1,9.0,0.2222222222222222,full,5
46,152.20000000000005,28.0,0.10714285714285714,full,5
47,167.00000000000014,40.0,0.025,full,5
48,162.00000000000014,40.0,0.0,full,5
49,174.00000000000014,40.0,0.025,full,5
50,148.00000000000014,40.0,0.0,full,5
51,132.00000000000006,40.0,0.05,full,5
52,122.1,19.0,0.15789473684210525,full,5
53,134.00000000000006,30.0,0.1,full,5
54,136.00000000000014,40.0,0.025,full,5
55,112.20000000000002,18.0,0.1111111111111111,full,5
56,176.50000000000009,35.0,0.05714285714285714,full,5
