episode,reward,steps,acc,mode,seed
1,57.6,4.0,0.5,aggregated,9
2,53.4,6.0,0.3333333333333333,aggregated,9
3,43.599999999999994,14.0,0.14285714285714285,aggregated,9
4,77.9,21.0,0.14285714285714285,aggregated,9
5,54.9,11.0,0.2727272727272727,aggregated,9
6,159.80000000000007,32.0,0.0625,aggregated,9
7,160.00000000000014,40.0,0.025,aggregated,9
8,153.00000000000014,40.0,0.025,aggregated,9
9,53.4,6.0,0.3333333333333333,aggregated,9
10,197.0000000000001,40.0,0.075,aggregated,9
11,62.5,15.0,0.13333333333333333,aggregated,9
12,169.00000000000014,40.0,0.025,aggregated,9
13,167.5000000000001,35.0,0.05714285714285714,aggregated,9
14,65.19999999999999,8.0,0.25,aggregated,9
15,162.0000000000001,40.0,0.025,aggregated,9
16,154.10000000000005,29.0,0.10344827586206896,aggregated,9
17,67.4,6.0,0.3333333333333333,aggregated,9
18,148.0000000000001,40.0,0.0,aggregated,9
19,151.50000000000006,25.0,0.12,aggregated,9
20,134.00000000000009,40.0,0.0,aggregated,9
21,148.0000000000001,40.0,0.0,aggregated,9
22,107.30000000000001,17.0,0.11764705882352941,aggregated,9
23,127.00000000000011,40.0,0.025,aggregated,9
24,146.00000000000009,40.0,0.025,aggregated,9
25,134.60000000000002,24.0,0.08333333333333333,aggregated,9
26,176.0000000000001,40.0,0.025,aggregated,9
27,162.0000000000001,40.0,0.0,aggregated,9
28,169.00000000000014,40.0,0.025,aggregated,9
29,136.0000000000001,40.0,0.025,aggregated,9
30,54.8,12.0,0.16666666666666666,aggregated,9
31,65.4,6.0,0.5,aggregated,9
32,141.0000000000001,40.0,0.0,aggregated,9
33,112.9,21.0,0.09523809523809523,aggregated,9
34,112.9,21.0,0.09523809523809523,aggregated,9
35,49.9,11.0,0.18181818181818182,aggregated,9
36,118.00000000000011,40.0,0.025,aggregated,9
37,176.0000000000001,40.0,0.025,aggregated,9
38,169.0000000000001,40.0,0.0,aggregated,9
39,70.19999999999999,8.0,0.25,aggregated,9
40,166.9000000000001,31.0,0.0967741935483871,aggregated,9
41,138.70000000000002,23.0,0.08695652173913043,aggregated,9
42,68.1,9.0,0.2222222222222222,aggregated,9
43,148.00000000000014,40.0,0.0,aggregated,9
44,167.00000000000014,40.0,0.025,aggregated,9
45,60.4,6.0,0.3333333333333333,aggregated,9
46,192.8000000000001,32.0,0.09375,aggregated,9
47,65.3,7.0,0.42857142857142855,aggregated,9
48,183.00000000000014,40.0,0.0,aggregated,9
49,153.0000000000001,40.0,0.025,aggregated,9
50,152.0000000000001,40.0,0.0,aggregated,9
51,116.4,16.0,0.125,aggregated,9
52,155.0000000000001,40.0,0.0,aggregated,9
53,206.0000000000001,40.0,0.05,aggregated,9
54,67.4,6.0,0.3333333333333333,aggregated,9
55,67.4,6.0,0.3333333333333333,aggregated,9
56,87.0,10.0,0.2,aggregated,9
57,148.0000000000001,40.0,0.0,aggregated,9
58,94.69999999999999,13.0,0.15384615384615385,aggregated,9
