episode,reward,steps,acc,mode,seed
1,129.00000000000006,40.0,0.025,aggregated,2
2,118.00000000000007,40.0,0.025,aggregated,2
3,127.00000000000009,40.0,0.0,aggregated,2
4,134.0000000000001,40.0,0.0,aggregated,2
5,141.0000000000001,40.0,0.0,aggregated,2
6,162.0000000000001,40.0,0.0,aggregated,2
7,56.199999999999996,8.0,0.25,aggregated,2
8,176.60000000000008,34.0,0.058823529411764705,aggregated,2
9,72.3,7.0,0.2857142857142857,aggregated,2
10,155.0000000000001,40.0,0.0,aggregated,2
11,185.8000000000001,32.0,0.09375,aggregated,2
12,153.0000000000001,40.0,0.025,aggregated,2
13,121.29999999999998,27.0,0.07407407407407407,aggregated,2
14,176.60000000000008,34.0,0.058823529411764705,aggregated,2
15,127.00000000000011,40.0,0.0,aggregated,2
16,129.70000000000002,23.0,0.08695652173913043,aggregated,2
17,108.70000000000002,23.0,0.08695652173913043,aggregated,2
18,48.6,4.0,0.5,aggregated,2
19,132.50000000000006,35.0,0.05714285714285714,aggregated,2
20,118.80000000000007,22.0,0.4090909090909091,aggregated,2
21,105.1,19.0,0.10526315789473684,aggregated,2
22,55.5,5.0,0.4,aggregated,2
23,51.1,9.0,0.2222222222222222,aggregated,2
24,77.19999999999999,8.0,0.25,aggregated,2
25,162.00000000000014,40.0,0.0,aggregated,2
26,101.69999999999999,13.0,0.15384615384615385,aggregated,2
27,114.30000000000001,17.0,0.11764705882352941,aggregated,2
28,53.4,6.0,0.3333333333333333,aggregated,2
29,163.00000000000017,40.0,0.175,aggregated,2
30,62.5,5.0,0.4,aggregated,2
31,61.9,11.0,0.2727272727272727,aggregated,2
32,154.7000000000001,33.0,0.2727272727272727,aggregated,2
33,192.10000000000008,39.0,0.07692307692307693,aggregated,2
34,169.0000000000001,40.0,0.0,aggregated,2
35,131.90000000000003,21.0,0.14285714285714285,aggregated,2
36,146.0000000000001,40.0,0.025,aggregated,2
37,144.40000000000003,26.0,0.07692307692307693,aggregated,2
38,148.00000000000014,40.0,0.0,aggregated,2
39,155.0000000000001,40.0,0.0,aggregated,2
40,178.8000000000001,32.0,0.09375,aggregated,2
41,155.00000000000014,40.0,0.0,aggregated,2
42,153.60000000000005,24.0,0.125,aggregated,2
43,127.00000000000011,40.0,0.0,aggregated,2
44,99.60000000000002,24.0,0.08333333333333333,aggregated,2
45,72.3,7.0,0.2857142857142857,aggregated,2
46,72.3,7.0,0.2857142857142857,aggregated,2
47,172.00000000000014,40.0,0.05,aggregated,2
48,51.2,8.0,0.25,aggregated,2
49,62.5,5.0,0.4,aggregated,2
50,203.00000000000017,40.0,0.4,aggregated,2
51,81.39999999999998,16.0,0.125,aggregated,2
52,102.5,15.0,0.2,aggregated,2
53,134.0000000000001,40.0,0.0,aggregated,2
54,172.50000000000009,35.0,0.11428571428571428,aggregated,2
55,86.29999999999998,17.0,0.11764705882352941,aggregated,2
56,204.0000000000001,40.0,0.075,aggregated,2
57,67.3,7.0,0.42857142857142855,aggregated,2
58,134.0000000000001,40.0,0.0,aggregated,2
59,159.10000000000005,29.0,0.06896551724137931,aggregated,2
60,167.0000000000001,40.0,0.025,aggregated,2
61,148.00000000000014,40.0,0.0,aggregated,2
62,77.19999999999999,8.0,0.25,aggregated,2
63,141.0000000000001,40.0,0.0,aggregated,2
64,126.90000000000003,21.0,0.09523809523809523,aggregated,2
65,84.89999999999999,11.0,0.18181818181818182,aggregated,2
66,134.60000000000002,24.0,0.08333333333333333,aggregated,2
67,176.0000000000001,40.0,0.025,aggregated,2
68,134.0000000000001,40.0,0.0,aggregated,2
69,173.0000000000001,40.0,0.025,aggregated,2
70,120.00000000000009,40.0,0.0,aggregated,2
71,122.70000000000002,23.0,0.08695652173913043,aggregated,2
72,169.0000000000001,40.0,0.0,aggregated,2
73,169.00000000000014,40.0,0.0,aggregated,2
74,171.0000000000001,40.0,0.0,aggregated,2
