episode,reward,steps,mode,seed
0,1125.760000000001,44,random,0
1,926.32,38,random,0
2,948.7800000000004,42,random,0
3,528.7899999999997,21,random,0
4,867.0100000000004,39,random,0
5,783.9800000000002,32,random,0
6,659.7299999999997,27,random,0
7,1047.87,43,random,0
8,1295.4700000000007,43,random,0
9,693.45,35,random,0
10,672.0699999999999,33,random,0
11,821.7700000000002,23,random,0
12,768.6399999999998,26,random,0
13,1083.400000000001,80,random,0
14,1112.8500000000004,55,random,0
15,672.0299999999999,37,random,0
16,693.0500000000001,25,random,0
17,811.1599999999996,44,random,0
18,724.8900000000001,31,random,0
19,868.6200000000006,48,random,0
20,826.8500000000001,35,random,0
21,471.68999999999994,31,random,0
22,775.2599999999998,34,random,0
23,482.44,26,random,0
24,708.3900000000001,31,random,0
25,755.1899999999998,31,random,0
26,1088.0300000000009,47,random,0
27,765.2300000000002,27,random,0
28,1070.0400000000009,46,random,0
29,526.5299999999999,17,random,0
30,1053.8700000000003,33,random,0
31,1387.099999999999,70,random,0
32,1148.7700000000004,53,random,0
33,653.0600000000001,24,random,0
34,954.2800000000004,52,random,0
35,724.6400000000001,26,random,0
36,1182.7100000000005,39,random,0
37,1261.730000000001,57,random,0
38,691.16,14,random,0
39,1794.6599999999976,74,random,0
40,825.2400000000002,36,random,0
41,807.4,30,random,0
42,923.3700000000003,43,random,0
43,861.8400000000001,26,random,0
44,976.5000000000005,50,random,0
45,1244.3000000000006,60,random,0
46,869.3599999999998,34,random,0
47,1008.8700000000002,63,random,0
48,885.3600000000002,34,random,0
49,835.6700000000003,33,random,0
50,787.4100000000004,39,random,0
51,952.1600000000004,34,random,0
52,941.0700000000004,33,random,0
53,673.2600000000001,44,random,0
54,817.79,41,random,0
55,1483.6799999999994,72,random,0
56,860.9,20,random,0
57,749.8100000000003,19,random,0
58,1044.37,43,random,0
59,652.53,17,random,0
60,467.8399999999999,16,random,0
61,1148.2300000000012,67,random,0
62,1210.940000000001,46,random,0
63,444.9699999999999,23,random,0
64,1282.19,61,random,0
65,1206.3199999999997,48,random,0
66,849.4999999999998,40,random,0
67,1060.9900000000002,41,random,0
68,1183.0400000000009,56,random,0
69,1639.4999999999984,100,random,0
70,482.5899999999999,21,random,0
71,752.4900000000002,21,random,0
72,1346.8800000000006,52,random,0
73,554.8000000000001,20,random,0
74,482.8299999999999,27,random,0
75,711.33,27,random,0
76,724.7800000000002,32,random,0
77,638.76,24,random,0
78,486.80999999999983,29,random,0
79,1237.1000000000008,60,random,0
80,1107.1699999999998,53,random,0
81,882.1100000000004,29,random,0
82,1011.3300000000004,37,random,0
83,1068.6,40,random,0
84,699.8599999999996,34,random,0
85,595.3499999999999,15,random,0
86,660.34,36,random,0
87,639.3899999999996,21,random,0
88,1316.6100000000006,49,random,0
89,952.4900000000004,31,random,0
90,939.6900000000004,31,random,0
91,1401.0399999999986,66,random,0
92,849.4199999999996,38,random,0
93,851.85,45,random,0
94,729.8900000000001,41,random,0
95,546.4299999999998,27,random,0
96,1212.7599999999998,54,random,0
97,523.5699999999999,13,random,0
98,1187.2100000000005,39,random,0
99,579.9600000000003,24,random,0
100,1213.3599999999997,44,random,0
101,974.89,31,random,0
102,705.31,19,random,0
103,862.3800000000005,42,random,0
104,523.87,23,random,0
105,842.1300000000005,27,random,0
106,937.3300000000004,27,random,0
107,1039.17,33,random,0
108,1048.34,26,random,0
109,1149.4700000000007,53,random,0
110,1604.4599999999978,74,random,0
111,1321.29,51,random,0
112,667.8199999999999,28,random,0
113,639.2999999999997,20,random,0
114,844.51,39,random,0
115,753.9599999999999,24,random,0
116,827.01,29,random,0
117,1575.789999999999,61,random,0
118,1331.8499999999997,65,random,0
119,898.5100000000002,49,random,0
120,619.7199999999996,28,random,0
121,1048.9500000000005,35,random,0
122,771.6600000000002,34,random,0
123,732.17,33,random,0
124,764.35,25,random,0
125,579.98,22,random,0
126,965.3700000000003,33,random,0
127,864.7400000000007,46,random,0
128,734.2599999999998,34,random,0
129,748.1300000000002,27,random,0
130,937.11,29,random,0
131,769.4900000000002,31,random,0
132,784.8100000000004,39,random,0
133,580.37,23,random,0
134,866.5500000000001,35,random,0
135,981.84,36,random,0
136,753.67,23,random,0
137,1281.2199999999998,58,random,0
138,866.91,29,random,0
139,558.1599999999999,24,random,0
140,734.3099999999996,39,random,0
141,1262.2800000000009,52,random,0
142,731.0600000000001,34,random,0
143,827.8899999999998,31,random,0
144,954.87,33,random,0
145,788.5699999999998,33,random,0
146,1110.6500000000003,35,random,0
147,1001.11,39,random,0
148,865.7,30,random,0
149,1014.6700000000004,43,random,0
150,694.56,24,random,0
151,764.8000000000002,20,random,0
152,1951.5499999999963,95,random,0
153,1233.08,42,random,0
154,1070.5700000000006,43,random,0
155,640.5599999999997,24,random,0
156,863.95,25,random,0
157,712.49,31,random,0
158,861.4000000000002,40,random,0
159,1485.719999999999,68,random,0
160,582.2099999999998,19,random,0
161,885.8500000000001,35,random,0
162,1382.9699999999991,63,random,0
163,655.4,30,random,0
164,541.0,20,random,0
165,1092.3600000000006,44,random,0
166,819.6100000000002,39,random,0
167,653.05,25,random,0
168,830.2200000000001,38,random,0
169,1059.5800000000004,72,random,0
170,469.1700000000001,23,random,0
171,818.0900000000001,31,random,0
172,1183.3900000000003,41,random,0
173,1000.0400000000004,46,random,0
174,765.4800000000002,32,random,0
175,918.9900000000002,21,random,0
176,650.6400000000001,26,random,0
177,770.1099999999999,29,random,0
178,990.5900000000004,31,random,0
179,950.92,28,random,0
180,709.52,18,random,0
181,1245.04,56,random,0
182,939.47,53,random,0
183,1155.3500000000008,55,random,0
184,778.9599999999997,44,random,0
185,829.2700000000001,33,random,0
186,1173.1200000000003,58,random,0
187,1107.1000000000004,30,random,0
188,701.3699999999995,33,random,0
189,1557.9699999999991,73,random,0
190,886.4499999999999,35,random,0
191,1408.48,42,random,0
192,637.5399999999998,16,random,0
193,1546.4999999999986,60,random,0
194,819.4300000000002,27,random,0
195,642.0999999999998,30,random,0
196,996.2800000000004,42,random,0
197,659.1199999999999,38,random,0
198,730.08,32,random,0
199,784.2300000000004,27,random,0
200,637.53,17,random,0
201,695.4299999999998,27,random,0
202,1008.4600000000004,34,random,0
203,881.7600000000004,34,random,0
204,617.2599999999998,24,random,0
205,1262.2300000000005,37,random,0
206,802.9200000000002,28,random,0
207,1124.7200000000005,48,random,0
208,641.0699999999997,33,random,0
209,747.99,21,random,0
210,598.1699999999998,23,random,0
211,1057.480000000001,42,random,0
212,993.88,32,random,0
213,1152.3700000000006,43,random,0
214,930.07,43,random,0
215,1350.2000000000007,70,random,0
216,527.1899999999998,21,random,0
217,718.3399999999998,46,random,0
218,882.6600000000003,34,random,0
219,794.8600000000001,24,random,0
220,779.3100000000003,29,random,0
221,580.0399999999998,16,random,0
222,1075.1300000000003,47,random,0
223,1530.4999999999995,80,random,0
224,669.0900000000003,31,random,0
225,1430.489999999999,51,random,0
226,1142.6400000000008,46,random,0
227,1489.5999999999972,80,random,0
228,1050.5300000000002,27,random,0
229,1215.0400000000006,46,random,0
230,1180.3500000000006,35,random,0
231,985.9099999999996,49,random,0
232,881.4300000000004,27,random,0
233,1048.2300000000002,27,random,0
234,1098.94,66,random,0
235,686.7399999999999,26,random,0
236,768.3299999999998,27,random,0
237,710.7900000000001,21,random,0
238,979.5600000000004,34,random,0
239,1420.6600000000003,34,random,0
240,1053.4900000000007,31,random,0
241,1070.69,31,random,0
242,938.8600000000004,34,random,0
243,1153.3700000000008,63,random,0
244,1156.0600000000004,44,random,0
245,955.42,28,random,0
246,1024.4200000000003,28,random,0
247,1288.1000000000008,80,random,0
248,831.7199999999997,38,random,0
249,1273.4100000000008,59,random,0
250,1963.079999999998,72,random,0
251,781.0700000000003,23,random,0
252,1830.3199999999988,58,random,0
253,1192.500000000001,50,random,0
254,953.5700000000004,33,random,0
255,750.1399999999999,26,random,0
256,537.8000000000001,20,random,0
257,900.35,45,random,0
258,1548.6199999999994,58,random,0
259,861.1599999999997,34,random,0
260,582.1799999999998,22,random,0
261,1393.7400000000002,46,random,0
262,633.76,24,random,0
263,636.93,17,random,0
264,694.6199999999997,18,random,0
265,1461.33,57,random,0
266,806.9900000000004,21,random,0
267,1524.9599999999996,44,random,0
268,580.5800000000002,22,random,0
269,835.1499999999997,45,random,0
270,942.01,29,random,0
271,941.0800000000002,32,random,0
272,1557.9999999999984,100,random,0
273,808.7100000000003,39,random,0
274,882.3200000000004,38,random,0
275,1352.2900000000004,61,random,0
276,877.7000000000003,30,random,0
277,757.9099999999995,29,random,0
278,1046.2400000000002,46,random,0
279,706.3400000000001,16,random,0
280,937.9400000000004,36,random,0
281,629.4999999999999,30,random,0
282,769.9999999999998,30,random,0
283,1120.2600000000004,34,random,0
284,1036.5600000000004,34,random,0
285,884.3400000000004,36,random,0
286,711.7299999999999,27,random,0
287,999.8200000000004,48,random,0
