episode,reward,steps,mode,seed
0,1125.760000000001,44,fixed,1
1,926.32,38,fixed,1
2,948.7800000000004,42,fixed,1
3,528.7899999999997,21,fixed,1
4,867.0100000000004,39,fixed,1
5,783.9800000000002,32,fixed,1
6,659.7299999999997,27,fixed,1
7,1047.87,43,fixed,1
8,1295.4700000000007,43,fixed,1
9,693.45,35,fixed,1
10,672.0699999999999,33,fixed,1
11,821.7700000000002,23,fixed,1
12,768.6399999999998,26,fixed,1
13,1083.400000000001,80,fixed,1
14,1112.8500000000004,55,fixed,1
15,672.0299999999999,37,fixed,1
16,693.0500000000001,25,fixed,1
17,811.1599999999996,44,fixed,1
18,724.8900000000001,31,fixed,1
19,868.6200000000006,48,fixed,1
20,826.8500000000001,35,fixed,1
21,471.68999999999994,31,fixed,1
22,775.2599999999998,34,fixed,1
23,482.44,26,fixed,1
24,708.3900000000001,31,fixed,1
25,755.1899999999998,31,fixed,1
26,1088.0300000000009,47,fixed,1
27,765.2300000000002,27,fixed,1
28,1070.0400000000009,46,fixed,1
29,526.5299999999999,17,fixed,1
30,1053.8700000000003,33,fixed,1
31,1387.099999999999,70,fixed,1
32,1148.7700000000004,53,fixed,1
33,653.0600000000001,24,fixed,1
34,954.2800000000004,52,fixed,1
35,724.6400000000001,26,fixed,1
36,1182.7100000000005,39,fixed,1
37,1261.730000000001,57,fixed,1
38,691.16,14,fixed,1
39,1794.6599999999976,74,fixed,1
40,825.2400000000002,36,fixed,1
41,807.4,30,fixed,1
42,923.3700000000003,43,fixed,1
43,861.8400000000001,26,fixed,1
44,976.5000000000005,50,fixed,1
45,1244.3000000000006,60,fixed,1
46,869.3599999999998,34,fixed,1
47,1008.8700000000002,63,fixed,1
48,885.3600000000002,34,fixed,1
49,835.6700000000003,33,fixed,1
50,787.4100000000004,39,fixed,1
51,952.1600000000004,34,fixed,1
52,941.0700000000004,33,fixed,1
53,673.2600000000001,44,fixed,1
54,817.79,41,fixed,1
55,1483.6799999999994,72,fixed,1
56,860.9,20,fixed,1
57,749.8100000000003,19,fixed,1
58,1044.37,43,fixed,1
59,652.53,17,fixed,1
60,467.8399999999999,16,fixed,1
61,1148.2300000000012,67,fixed,1
62,1210.940000000001,46,fixed,1
63,444.9699999999999,23,fixed,1
64,1282.19,61,fixed,1
65,1206.3199999999997,48,fixed,1
66,849.4999999999998,40,fixed,1
67,1060.9900000000002,41,fixed,1
68,1183.0400000000009,56,fixed,1
69,1639.4999999999984,100,fixed,1
70,482.5899999999999,21,fixed,1
71,752.4900000000002,21,fixed,1
72,1346.8800000000006,52,fixed,1
73,554.8000000000001,20,fixed,1
74,482.8299999999999,27,fixed,1
75,711.33,27,fixed,1
76,724.7800000000002,32,fixed,1
77,638.76,24,fixed,1
78,486.80999999999983,29,fixed,1
79,1237.1000000000008,60,fixed,1
80,1107.1699999999998,53,fixed,1
81,882.1100000000004,29,fixed,1
82,1011.3300000000004,37,fixed,1
83,1068.6,40,fixed,1
84,699.8599999999996,34,fixed,1
85,595.3499999999999,15,fixed,1
86,660.34,36,fixed,1
87,639.3899999999996,21,fixed,1
88,1316.6100000000006,49,fixed,1
89,952.4900000000004,31,fixed,1
90,939.6900000000004,31,fixed,1
91,1401.0399999999986,66,fixed,1
92,849.4199999999996,38,fixed,1
93,851.85,45,fixed,1
94,729.8900000000001,41,fixed,1
95,546.4299999999998,27,fixed,1
96,1212.7599999999998,54,fixed,1
97,523.5699999999999,13,fixed,1
98,1187.2100000000005,39,fixed,1
99,579.9600000000003,24,fixed,1
100,1213.3599999999997,44,fixed,1
101,974.89,31,fixed,1
102,705.31,19,fixed,1
103,862.3800000000005,42,fixed,1
104,523.87,23,fixed,1
105,842.1300000000005,27,fixed,1
106,937.3300000000004,27,fixed,1
107,1039.17,33,fixed,1
108,1048.34,26,fixed,1
109,1149.4700000000007,53,fixed,1
110,1604.4599999999978,74,fixed,1
111,1321.29,51,fixed,1
112,667.8199999999999,28,fixed,1
113,639.2999999999997,20,fixed,1
114,844.51,39,fixed,1
115,753.9599999999999,24,fixed,1
116,827.01,29,fixed,1
117,1575.789999999999,61,fixed,1
118,1331.8499999999997,65,fixed,1
119,898.5100000000002,49,fixed,1
120,619.7199999999996,28,fixed,1
121,1048.9500000000005,35,fixed,1
122,771.6600000000002,34,fixed,1
123,732.17,33,fixed,1
124,764.35,25,fixed,1
125,579.98,22,fixed,1
126,965.3700000000003,33,fixed,1
127,864.7400000000007,46,fixed,1
128,734.2599999999998,34,fixed,1
129,748.1300000000002,27,fixed,1
130,937.11,29,fixed,1
131,769.4900000000002,31,fixed,1
132,784.8100000000004,39,fixed,1
133,580.37,23,fixed,1
134,866.5500000000001,35,fixed,1
135,981.84,36,fixed,1
136,753.67,23,fixed,1
137,1281.2199999999998,58,fixed,1
138,866.91,29,fixed,1
139,558.1599999999999,24,fixed,1
140,734.3099999999996,39,fixed,1
141,1262.2800000000009,52,fixed,1
142,731.0600000000001,34,fixed,1
143,827.8899999999998,31,fixed,1
144,954.87,33,fixed,1
145,788.5699999999998,33,fixed,1
146,1110.6500000000003,35,fixed,1
147,1001.11,39,fixed,1
148,865.7,30,fixed,1
149,1014.6700000000004,43,fixed,1
150,694.56,24,fixed,1
151,764.8000000000002,20,fixed,1
152,1951.5499999999963,95,fixed,1
153,1233.08,42,fixed,1
154,1070.5700000000006,43,fixed,1
155,640.5599999999997,24,fixed,1
156,863.95,25,fixed,1
157,712.49,31,fixed,1
158,861.4000000000002,40,fixed,1
159,1485.719999999999,68,fixed,1
160,582.2099999999998,19,fixed,1
161,885.8500000000001,35,fixed,1
162,1382.9699999999991,63,fixed,1
163,655.4,30,fixed,1
164,541.0,20,fixed,1
165,1092.3600000000006,44,fixed,1
166,819.6100000000002,39,fixed,1
167,653.05,25,fixed,1
168,830.2200000000001,38,fixed,1
169,1059.5800000000004,72,fixed,1
170,469.1700000000001,23,fixed,1
171,818.0900000000001,31,fixed,1
172,1183.3900000000003,41,fixed,1
173,1000.0400000000004,46,fixed,1
174,765.4800000000002,32,fixed,1
175,918.9900000000002,21,fixed,1
176,650.6400000000001,26,fixed,1
177,770.1099999999999,29,fixed,1
178,990.5900000000004,31,fixed,1
179,950.92,28,fixed,1
180,709.52,18,fixed,1
181,1245.04,56,fixed,1
182,939.47,53,fixed,1
183,1155.3500000000008,55,fixed,1
184,778.9599999999997,44,fixed,1
185,829.2700000000001,33,fixed,1
186,1173.1200000000003,58,fixed,1
187,1107.1000000000004,30,fixed,1
188,701.3699999999995,33,fixed,1
189,1557.9699999999991,73,fixed,1
190,886.4499999999999,35,fixed,1
191,1408.48,42,fixed,1
192,637.5399999999998,16,fixed,1
193,1546.4999999999986,60,fixed,1
194,819.4300000000002,27,fixed,1
195,642.0999999999998,30,fixed,1
196,996.2800000000004,42,fixed,1
197,659.1199999999999,38,fixed,1
198,730.08,32,fixed,1
199,784.2300000000004,27,fixed,1
200,637.53,17,fixed,1
201,695.4299999999998,27,fixed,1
202,1008.4600000000004,34,fixed,1
203,881.7600000000004,34,fixed,1
204,617.2599999999998,24,fixed,1
205,1262.2300000000005,37,fixed,1
206,802.9200000000002,28,fixed,1
207,1124.7200000000005,48,fixed,1
208,641.0699999999997,33,fixed,1
209,747.99,21,fixed,1
210,598.1699999999998,23,fixed,1
211,1057.480000000001,42,fixed,1
212,993.88,32,fixed,1
213,1152.3700000000006,43,fixed,1
214,930.07,43,fixed,1
215,1350.2000000000007,70,fixed,1
216,527.1899999999998,21,fixed,1
217,718.3399999999998,46,fixed,1
218,882.6600000000003,34,fixed,1
219,794.8600000000001,24,fixed,1
220,779.3100000000003,29,fixed,1
221,580.0399999999998,16,fixed,1
222,1075.1300000000003,47,fixed,1
223,1530.4999999999995,80,fixed,1
224,669.0900000000003,31,fixed,1
225,1430.489999999999,51,fixed,1
226,1142.6400000000008,46,fixed,1
227,1489.5999999999972,80,fixed,1
228,1050.5300000000002,27,fixed,1
229,1215.0400000000006,46,fixed,1
