episode,reward,steps,acc,mode,seed
1,135.00000000000009,40.0,0.075,aggregated,8
2,193.50000000000009,35.0,0.5142857142857142,aggregated,8
3,64.79999999999998,12.0,0.3333333333333333,aggregated,8
4,120.00000000000009,40.0,0.0,aggregated,8
5,61.1,9.0,0.2222222222222222,aggregated,8
6,46.4,6.0,0.3333333333333333,aggregated,8
7,169.90000000000003,21.0,0.6666666666666666,aggregated,8
8,63.99999999999999,10.0,0.3,aggregated,8
9,94.29999999999998,17.0,0.29411764705882354,aggregated,8
10,148.00000000000017,40.0,0.225,aggregated,8
11,132.00000000000006,40.0,0.025,aggregated,8
12,131.20000000000005,18.0,0.6111111111111112,aggregated,8
13,169.10000000000005,39.0,0.1282051282051282,aggregated,8
14,50.7,3.0,0.6666666666666666,aggregated,8
15,103.5,15.0,0.4666666666666667,aggregated,8
16,234.00000000000017,40.0,0.25,aggregated,8
17,185.00000000000017,40.0,0.175,aggregated,8
18,146.0000000000001,40.0,0.025,aggregated,8
19,92.4,16.0,0.5,aggregated,8
20,108.0,20.0,0.1,aggregated,8
21,141.00000000000009,40.0,0.0,aggregated,8
22,60.5,5.0,0.4,aggregated,8
23,119.9,11.0,0.8181818181818182,aggregated,8
24,70.5,5.0,0.8,aggregated,8
25,59.0,10.0,0.3,aggregated,8
26,191.3000000000001,27.0,0.6666666666666666,aggregated,8
27,254.00000000000014,40.0,0.525,aggregated,8
28,84.3,17.0,0.17647058823529413,aggregated,8
29,105.1,9.0,0.8888888888888888,aggregated,8
30,160.80000000000004,22.0,0.5909090909090909,aggregated,8
31,80.79999999999998,12.0,0.25,aggregated,8
32,176.00000000000014,40.0,0.0,aggregated,8
33,44.3,7.0,0.2857142857142857,aggregated,8
34,62.5,5.0,0.4,aggregated,8
35,108.00000000000003,20.0,0.1,aggregated,8
36,63.3,7.0,0.42857142857142855,aggregated,8
37,192.1000000000001,39.0,0.07692307692307693,aggregated,8
38,155.00000000000014,40.0,0.0,aggregated,8
39,150.10000000000005,29.0,0.10344827586206896,aggregated,8
40,70.19999999999999,8.0,0.25,aggregated,8
41,194.30000000000013,37.0,0.10810810810810811,aggregated,8
42,125.40000000000003,26.0,0.07692307692307693,aggregated,8
43,70.19999999999999,8.0,0.25,aggregated,8
44,68.89999999999999,11.0,0.2727272727272727,aggregated,8
45,110.10000000000002,19.0,0.10526315789473684,aggregated,8
46,60.4,6.0,0.3333333333333333,aggregated,8
47,59.0,10.0,0.2,aggregated,8
48,136.0000000000001,40.0,0.0,aggregated,8
49,138.30000000000004,27.0,0.14814814814814814,aggregated,8
50,82.6,14.0,0.14285714285714285,aggregated,8
51,81.89999999999999,11.0,0.18181818181818182,aggregated,8
52,149.40000000000006,26.0,0.11538461538461539,aggregated,8
53,72.19999999999999,8.0,0.25,aggregated,8
54,148.00000000000009,40.0,0.0,aggregated,8
55,55.5,5.0,0.4,aggregated,8
56,60.4,6.0,0.3333333333333333,aggregated,8
57,177.60000000000008,34.0,0.14705882352941177,aggregated,8
58,148.0000000000001,40.0,0.0,aggregated,8
59,106.69999999999999,13.0,0.23076923076923078,aggregated,8
60,127.00000000000011,40.0,0.0,aggregated,8
61,65.3,7.0,0.2857142857142857,aggregated,8
62,94.69999999999999,13.0,0.15384615384615385,aggregated,8
63,60.099999999999994,9.0,0.2222222222222222,aggregated,8
64,147.20000000000005,28.0,0.07142857142857142,aggregated,8
