episode,reward,steps,acc,mode,seed
1,78.00000000000009,40.0,0.025,full,7
2,146.0000000000001,40.0,0.025,full,7
3,169.00000000000014,40.0,0.0,full,7
4,169.00000000000014,40.0,0.025,full,7
5,169.0000000000001,40.0,0.0,full,7
6,77.3,7.0,0.42857142857142855,full,7
7,77.19999999999999,8.0,0.25,full,7
8,134.0000000000001,40.0,0.0,full,7
9,119.90000000000003,21.0,0.09523809523809523,full,7
10,148.0000000000001,40.0,0.0,full,7
11,162.0000000000001,40.0,0.0,full,7
12,162.0000000000001,40.0,0.0,full,7
13,169.00000000000014,40.0,0.0,full,7
14,68.2,8.0,0.375,full,7
15,72.3,7.0,0.2857142857142857,full,7
16,75.1,9.0,0.2222222222222222,full,7
17,127.00000000000009,40.0,0.0,full,7
18,140.90000000000003,31.0,0.06451612903225806,full,7
19,159.80000000000007,32.0,0.0625,full,7
20,185.7000000000001,33.0,0.06060606060606061,full,7
21,55.5,5.0,0.4,full,7
22,143.70000000000005,23.0,0.08695652173913043,full,7
23,155.00000000000014,40.0,0.025,full,7
24,119.90000000000003,31.0,0.0967741935483871,full,7
25,153.0000000000001,40.0,0.025,full,7
26,181.0000000000001,40.0,0.1,full,7
27,174.0000000000001,40.0,0.025,full,7
28,171.00000000000009,30.0,0.06666666666666667,full,7
29,98.19999999999999,18.0,0.1111111111111111,full,7
30,158.0000000000001,40.0,0.075,full,7
31,136.00000000000009,40.0,0.0,full,7
32,55.5,5.0,0.4,full,7
33,141.60000000000005,24.0,0.08333333333333333,full,7
34,56.2,8.0,0.25,full,7
35,124.80000000000004,22.0,0.09090909090909091,full,7
36,57.6,4.0,0.5,full,7
37,155.0000000000001,40.0,0.0,full,7
38,167.0000000000001,40.0,0.025,full,7
39,95.39999999999999,16.0,0.125,full,7
40,165.40000000000006,26.0,0.07692307692307693,full,7
41,169.00000000000014,40.0,0.0,full,7
42,159.10000000000005,29.0,0.06896551724137931,full,7
43,110.1,19.0,0.15789473684210525,full,7
44,120.0,20.0,0.15,full,7
45,148.00000000000014,40.0,0.0,full,7
46,178.9000000000001,31.0,0.12903225806451613,full,7
47,162.00000000000014,40.0,0.0,full,7
48,148.00000000000014,40.0,0.0,full,7
49,53.3,7.0,0.2857142857142857,full,7
50,133.90000000000003,21.0,0.09523809523809523,full,7
51,155.0000000000001,40.0,0.05,full,7
52,91.79999999999998,12.0,0.25,full,7
53,143.70000000000005,23.0,0.08695652173913043,full,7
54,169.0000000000001,40.0,0.025,full,7
55,170.4000000000001,36.0,0.08333333333333333,full,7
56,162.0000000000001,40.0,0.0,full,7
57,153.0000000000001,40.0,0.025,full,7
58,84.89999999999999,11.0,0.18181818181818182,full,7
59,93.29999999999998,17.0,0.11764705882352941,full,7
60,60.4,6.0,0.3333333333333333,full,7
61,195.00000000000014,40.0,0.025,full,7
62,188.00000000000014,40.0,0.025,full,7
63,122.70000000000002,23.0,0.08695652173913043,full,7
64,140.00000000000009,40.0,0.0,full,7
65,153.00000000000014,40.0,0.025,full,7
66,124.10000000000002,19.0,0.10526315789473684,full,7
67,134.00000000000014,40.0,0.0,full,7
68,167.0000000000001,40.0,0.025,full,7
69,126.80000000000001,22.0,0.09090909090909091,full,7
70,148.0000000000001,40.0,0.0,full,7
71,162.0000000000001,40.0,0.0,full,7
72,105.20000000000002,18.0,0.1111111111111111,full,7
73,160.0000000000001,40.0,0.025,full,7
74,89.89999999999999,11.0,0.2727272727272727,full,7
75,148.0000000000001,40.0,0.0,full,7
76,139.50000000000003,25.0,0.08,full,7
77,90.49999999999999,15.0,0.13333333333333333,full,7
78,171.50000000000006,25.0,0.6,full,7
79,95.49999999999999,15.0,0.2,full,7
80,51.3,7.0,0.2857142857142857,full,7
81,181.50000000000009,35.0,0.05714285714285714,full,7
82,94.69999999999999,13.0,0.15384615384615385,full,7
83,62.5,5.0,0.4,full,7
84,134.00000000000009,40.0,0.0,full,7
85,90.49999999999999,15.0,0.13333333333333333,full,7
86,153.0000000000001,40.0,0.025,full,7
87,90.6,14.0,0.21428571428571427,full,7
88,116.30000000000001,27.0,0.07407407407407407,full,7
89,190.5000000000001,35.0,0.05714285714285714,full,7
90,73.69999999999999,13.0,0.15384615384615385,full,7
91,77.19999999999999,8.0,0.25,full,7
92,176.00000000000014,40.0,0.0,full,7
93,160.0000000000001,40.0,0.025,full,7
94,73.0,10.0,0.2,full,7
95,181.00000000000014,40.0,0.025,full,7
96,73.0,10.0,0.2,full,7
97,181.60000000000008,34.0,0.08823529411764706,full,7
98,94.69999999999999,13.0,0.15384615384615385,full,7
99,75.79999999999998,12.0,0.16666666666666666,full,7
100,150.60000000000005,34.0,0.058823529411764705,full,7
101,127.60000000000002,24.0,0.08333333333333333,full,7
102,158.0000000000001,40.0,0.05,full,7
103,72.3,7.0,0.2857142857142857,full,7
104,113.1,29.0,0.1724137931034483,full,7
105,169.00000000000014,40.0,0.0,full,7
106,146.00000000000009,40.0,0.025,full,7
107,58.3,7.0,0.2857142857142857,full,7
108,131.10000000000005,29.0,0.06896551724137931,full,7
109,129.0000000000001,40.0,0.0,full,7
110,141.0000000000001,40.0,0.0,full,7
111,174.00000000000014,40.0,0.025,full,7
112,46.5,5.0,0.4,full,7
113,160.0000000000001,40.0,0.025,full,7
114,159.20000000000007,28.0,0.14285714285714285,full,7
115,162.0000000000001,40.0,0.0,full,7
116,148.00000000000014,40.0,0.0,full,7
117,143.0000000000001,40.0,0.0,full,7
118,129.00000000000003,20.0,0.1,full,7
119,176.00000000000014,40.0,0.0,full,7
120,172.4000000000001,36.0,0.05555555555555555,full,7
121,92.6,14.0,0.14285714285714285,full,7
122,160.50000000000009,35.0,0.05714285714285714,full,7
123,82.1,9.0,0.2222222222222222,full,7
124,230.00000000000014,40.0,0.1,full,7
125,55.5,5.0,0.4,full,7
126,148.0000000000001,40.0,0.0,full,7
127,80.6,14.0,0.14285714285714285,full,7
128,84.79999999999998,12.0,0.16666666666666666,full,7
129,57.6,4.0,0.5,full,7
130,72.4,6.0,0.5,full,7
131,141.0000000000001,40.0,0.0,full,7
132,136.00000000000006,30.0,0.06666666666666667,full,7
133,76.8,12.0,0.4166666666666667,full,7
134,175.2000000000001,38.0,0.05263157894736842,full,7
135,87.0,10.0,0.2,full,7
136,80.69999999999999,13.0,0.15384615384615385,full,7
137,138.0000000000001,40.0,0.0,full,7
138,55.5,5.0,0.4,full,7
139,134.0000000000001,40.0,0.0,full,7
140,60.4,6.0,0.3333333333333333,full,7
141,169.00000000000014,40.0,0.0,full,7
142,167.0000000000001,40.0,0.025,full,7
143,112.9,21.0,0.09523809523809523,full,7
144,53.4,6.0,0.3333333333333333,full,7
145,50.7,3.0,0.6666666666666666,full,7
146,114.30000000000001,17.0,0.11764705882352941,full,7
147,57.5,5.0,0.4,full,7
148,129.0000000000001,40.0,0.0,full,7
149,73.0,10.0,0.2,full,7
