policy,seed,episode,phase,steps,reward,success,time_s
sarsa,0,0,,40,355.900000,0,0.001
sarsa,0,1,,40,864.000000,0,0.001
sarsa,0,2,,40,503.000000,0,0.001
sarsa,0,3,,18,860.420000,1,0.000
sarsa,0,4,,40,649.500000,0,0.001
sarsa,0,5,,40,659.900000,0,0.001
sarsa,0,6,,35,1029.850000,1,0.001
sarsa,0,7,,39,641.010000,1,0.001
sarsa,0,8,,40,619.200000,0,0.001
sarsa,0,9,,40,582.000000,0,0.001
sarsa,0,10,,30,754.600000,1,0.001
sarsa,0,11,,22,638.280000,1,0.001
sarsa,0,12,,40,802.500000,1,0.001
sarsa,0,13,,37,750.630000,1,0.001
sarsa,0,14,,30,586.300000,1,0.001
sarsa,0,15,,40,939.900000,0,0.001
sarsa,0,16,,36,938.440000,1,0.001
sarsa,0,17,,26,807.240000,1,0.001
sarsa,0,18,,38,938.020000,1,0.001
sarsa,0,19,,40,972.600000,0,0.001
sarsa,0,20,,24,544.160000,1,0.001
sarsa,0,21,,16,578.940000,1,0.000
sarsa,0,22,,40,661.300000,0,0.001
sarsa,0,23,,26,866.340000,1,0.001
sarsa,0,24,,40,862.300000,0,0.001
sarsa,0,25,,31,716.390000,1,0.001
sarsa,0,26,,28,880.720000,1,0.001
sarsa,0,27,,40,736.800000,0,0.001
sarsa,0,28,,36,816.640000,1,0.001
sarsa,0,29,,37,1012.730000,1,0.001
sarsa,0,30,,40,1066.800000,1,0.001
sarsa,0,31,,40,823.600000,0,0.001
sarsa,0,32,,40,581.000000,0,0.001
sarsa,0,33,,27,710.730000,1,0.001
sarsa,0,34,,40,903.700000,0,0.001
sarsa,0,35,,40,693.400000,0,0.001
sarsa,0,36,,40,857.300000,0,0.001
sarsa,0,37,,24,749.560000,1,0.001
sarsa,0,38,,26,654.140000,1,0.001
sarsa,0,39,,40,436.800000,0,0.001
sarsa,0,40,,28,756.120000,1,0.001
sarsa,0,41,,20,751.400000,1,0.000
sarsa,0,42,,13,578.870000,1,0.000
sarsa,0,43,,40,660.800000,0,0.001
sarsa,0,44,,40,491.400000,0,0.001
sarsa,0,45,,28,640.120000,1,0.001
sarsa,0,46,,31,674.490000,1,0.001
sarsa,0,47,,40,969.800000,0,0.001
sarsa,0,48,,28,740.820000,1,0.001
sarsa,0,49,,25,693.850000,1,0.001
sarsa,0,50,,40,719.900000,0,0.001
sarsa,0,51,,17,803.330000,1,0.000
sarsa,0,52,,30,879.800000,1,0.001
sarsa,0,53,,22,861.580000,1,0.001
sarsa,0,54,,40,898.500000,0,0.001
sarsa,0,55,,27,804.430000,1,0.001
sarsa,0,56,,22,598.280000,1,0.001
