mode,reward_mean,reward_mean,steps_mean,steps_mean,acc_mean,acc_mean
,mean,std,mean,std,mean,std
aggregated,124.96536000000006,2.808201951902081,26.1924,0.803556981316336,0.13689678310379244,0.01000800213968677
full,125.79400000000005,4.111589898486154,26.35,1.0157199964119599,0.13889305945685249,0.011914341209760796
