policy,seed,episode,steps,reward,success,success_step,success_reason,time_s
sarsa,0,0,26,723.340000,1,13,fallback:reward=247.3≥180.0,0.004
sarsa,0,1,40,744.200000,1,9,fallback:reward=215.7≥180.0,0.006
sarsa,0,2,40,359.200000,1,18,fallback:reward=193.9≥180.0,0.007
sarsa,0,3,39,902.110000,1,15,fallback:reward=185.1≥180.0,0.006
sarsa,0,4,40,879.000000,1,7,fallback:reward=231.9≥180.0,0.007
sarsa,0,5,40,848.000000,1,6,fallback:reward=215.7≥180.0,0.007
sarsa,0,6,35,955.650000,1,3,fallback:reward=200.0≥180.0,0.006
sarsa,0,7,39,1053.810000,1,4,fallback:reward=199.8≥180.0,0.007
sarsa,0,8,40,745.400000,1,13,fallback:reward=231.9≥180.0,0.006
sarsa,0,9,32,742.380000,1,16,fallback:reward=239.9≥180.0,0.006
sarsa,0,10,40,632.900000,1,7,fallback:reward=192.0≥180.0,0.009
sarsa,0,11,24,749.360000,1,11,fallback:reward=231.7≥180.0,0.006
sarsa,0,12,35,883.750000,1,13,fallback:reward=191.7≥180.0,0.006
sarsa,0,13,20,580.400000,1,6,fallback:reward=191.7≥180.0,0.004
sarsa,0,14,29,579.210000,1,19,fallback:reward=230.8≥180.0,0.005
sarsa,0,15,26,821.940000,1,3,fallback:reward=184.0≥180.0,0.004
sarsa,0,16,37,875.030000,1,7,fallback:reward=191.6≥180.0,0.006
sarsa,0,17,40,727.000000,1,16,fallback:reward=191.4≥180.0,0.007
sarsa,0,18,31,545.890000,1,14,fallback:reward=200.3≥180.0,0.005
sarsa,0,19,27,711.330000,1,13,fallback:reward=223.6≥180.0,0.005
sarsa,0,20,40,438.700000,1,14,fallback:reward=200.1≥180.0,0.006
sarsa,0,21,40,775.300000,1,5,fallback:reward=215.7≥180.0,0.007
sarsa,0,22,39,898.110000,1,5,fallback:reward=231.7≥180.0,0.006
sarsa,0,23,39,998.910000,1,2,fallback:reward=200.0≥180.0,0.006
sarsa,0,24,26,977.640000,1,4,fallback:reward=192.0≥180.0,0.004
sarsa,0,25,30,809.600000,1,8,fallback:reward=191.9≥180.0,0.005
sarsa,0,26,40,554.400000,1,15,fallback:reward=190.6≥180.0,0.007
sarsa,0,27,40,656.900000,1,10,fallback:reward=184.0≥180.0,0.006
sarsa,0,28,38,891.620000,1,5,fallback:reward=183.7≥180.0,0.008
sarsa,0,29,24,669.760000,1,11,fallback:reward=223.6≥180.0,0.005
sarsa,0,30,16,634.540000,1,10,fallback:reward=223.9≥180.0,0.004
sarsa,0,31,13,524.070000,1,7,fallback:reward=225.1≥180.0,0.002
sarsa,0,32,40,595.700000,1,11,fallback:reward=207.6≥180.0,0.007
sarsa,0,33,38,765.220000,1,7,fallback:reward=208.8≥180.0,0.006
sarsa,0,34,40,888.900000,1,11,fallback:reward=208.2≥180.0,0.007
sarsa,0,35,31,785.490000,1,10,fallback:reward=209.2≥180.0,0.005
sarsa,0,36,30,865.100000,1,5,fallback:reward=199.9≥180.0,0.005
sarsa,0,37,23,748.570000,1,5,fallback:reward=215.9≥180.0,0.007
sarsa,0,38,40,800.400000,1,14,fallback:reward=230.6≥180.0,0.007
sarsa,0,39,19,837.810000,1,7,fallback:reward=191.9≥180.0,0.003
sarsa,0,40,22,861.380000,1,8,fallback:reward=232.0≥180.0,0.004
sarsa,0,41,40,595.900000,1,18,fallback:reward=225.7≥180.0,0.007
sarsa,0,42,40,501.500000,1,19,fallback:reward=207.8≥180.0,0.007
sarsa,0,43,36,938.440000,1,6,fallback:reward=199.5≥180.0,0.006
sarsa,0,44,40,1046.000000,1,10,fallback:reward=223.9≥180.0,0.006
sarsa,0,45,39,846.210000,1,15,fallback:reward=224.8≥180.0,0.054
sarsa,0,46,30,654.500000,1,9,fallback:reward=231.5≥180.0,0.005
sarsa,0,47,40,821.000000,1,13,fallback:reward=230.9≥180.0,0.006
sarsa,0,48,26,821.440000,1,7,fallback:reward=215.5≥180.0,0.004
sarsa,0,49,40,909.800000,1,2,fallback:reward=200.0≥180.0,0.007
sarsa,0,50,40,595.100000,1,8,fallback:reward=207.8≥180.0,0.006
sarsa,0,51,40,855.300000,1,8,fallback:reward=199.7≥180.0,0.007
sarsa,0,52,30,1099.200000,1,2,fallback:reward=184.0≥180.0,0.005
sarsa,0,53,29,1091.410000,1,10,fallback:reward=208.5≥180.0,0.008
sarsa,0,54,40,662.900000,1,16,fallback:reward=191.2≥180.0,0.007
sarsa,0,55,32,715.080000,1,17,fallback:reward=258.5≥180.0,0.005
sarsa,0,56,36,781.540000,1,11,fallback:reward=191.2≥180.0,0.006
sarsa,0,57,34,983.360000,1,8,fallback:reward=193.4≥180.0,0.005
sarsa,0,58,39,792.010000,1,9,fallback:reward=208.8≥180.0,0.007
sarsa,0,59,40,638.900000,1,6,fallback:reward=192.4≥180.0,0.006
sarsa,0,60,40,542.900000,1,14,fallback:reward=203.0≥180.0,0.007
sarsa,0,61,27,921.930000,1,8,fallback:reward=209.1≥180.0,0.004
sarsa,0,62,21,695.690000,1,5,fallback:reward=192.0≥180.0,0.005
sarsa,0,63,20,581.500000,1,6,fallback:reward=247.8≥180.0,0.003
sarsa,0,64,29,1109.010000,1,4,fallback:reward=215.9≥180.0,0.005
sarsa,0,65,30,883.900000,1,7,fallback:reward=247.9≥180.0,0.005
sarsa,0,66,22,762.980000,1,8,fallback:reward=247.9≥180.0,0.003
sarsa,0,67,40,697.600000,1,6,fallback:reward=208.0≥180.0,0.007
sarsa,0,68,17,692.030000,1,5,fallback:reward=215.9≥180.0,0.003
sarsa,0,69,40,540.300000,1,13,fallback:reward=247.3≥180.0,0.006
sarsa,0,70,31,715.690000,1,10,fallback:reward=193.9≥180.0,0.005
sarsa,0,71,39,698.310000,1,12,fallback:reward=247.5≥180.0,0.006
sarsa,0,72,40,1059.000000,1,5,fallback:reward=199.7≥180.0,0.006
sarsa,0,73,40,714.800000,1,13,fallback:reward=247.3≥180.0,0.006
sarsa,0,74,40,607.200000,1,9,fallback:reward=247.8≥180.0,0.006
sarsa,0,75,17,818.830000,1,6,fallback:reward=231.9≥180.0,0.003
sarsa,0,76,27,597.030000,1,14,fallback:reward=207.7≥180.0,0.004
sarsa,0,77,40,973.700000,1,2,fallback:reward=200.0≥180.0,0.006
sarsa,0,78,40,1013.500000,1,11,fallback:reward=191.3≥180.0,0.006
sarsa,0,79,30,1005.200000,1,3,fallback:reward=183.8≥180.0,0.005
sarsa,0,80,19,709.310000,1,8,fallback:reward=207.7≥180.0,0.003
sarsa,0,81,40,775.700000,1,15,fallback:reward=263.1≥180.0,0.006
sarsa,0,82,26,821.940000,1,9,fallback:reward=231.7≥180.0,0.005
sarsa,0,83,28,751.820000,1,11,fallback:reward=191.3≥180.0,0.005
sarsa,0,84,40,1083.900000,1,3,fallback:reward=184.0≥180.0,0.006
sarsa,0,85,30,538.500000,1,22,fallback:reward=182.7≥180.0,0.005
sarsa,0,86,32,692.880000,1,10,fallback:reward=215.7≥180.0,0.005
sarsa,0,87,37,941.530000,1,12,fallback:reward=209.4≥180.0,0.007
sarsa,0,88,34,884.060000,1,7,fallback:reward=192.2≥180.0,0.006
sarsa,0,89,19,705.910000,1,11,fallback:reward=247.9≥180.0,0.003
sarsa,0,90,20,596.400000,1,8,fallback:reward=208.0≥180.0,0.006
sarsa,0,91,29,637.210000,1,20,fallback:reward=200.2≥180.0,0.005
sarsa,0,92,28,882.320000,1,13,fallback:reward=257.8≥180.0,0.005
sarsa,0,93,40,614.800000,1,7,fallback:reward=191.8≥180.0,0.006
sarsa,0,94,18,525.220000,1,6,fallback:reward=192.2≥180.0,0.003
sarsa,0,95,29,822.610000,1,8,fallback:reward=199.5≥180.0,0.004
sarsa,0,96,21,525.190000,1,8,fallback:reward=208.2≥180.0,0.003
sarsa,0,97,19,596.210000,1,10,fallback:reward=223.5≥180.0,0.003
sarsa,0,98,40,578.000000,1,11,fallback:reward=191.5≥180.0,0.006
sarsa,0,99,24,638.860000,1,6,fallback:reward=192.1≥180.0,0.004
sarsa,0,100,40,710.300000,1,13,fallback:reward=191.5≥180.0,0.006
sarsa,0,101,19,749.810000,1,4,fallback:reward=199.9≥180.0,0.003
sarsa,0,102,36,827.940000,1,13,fallback:reward=207.6≥180.0,0.006
sarsa,0,103,34,781.160000,1,16,fallback:reward=223.9≥180.0,0.005
sarsa,0,104,24,693.260000,1,5,fallback:reward=215.7≥180.0,0.004
sarsa,0,105,40,543.800000,1,10,fallback:reward=232.4≥180.0,0.006
sarsa,0,106,20,637.300000,1,7,fallback:reward=248.8≥180.0,0.003
sarsa,0,107,40,922.400000,1,6,fallback:reward=232.5≥180.0,0.006
sarsa,0,108,40,682.300000,1,6,fallback:reward=208.0≥180.0,0.006
sarsa,0,109,23,763.970000,1,9,fallback:reward=191.3≥180.0,0.004
sarsa,0,110,40,1068.400000,1,3,fallback:reward=183.8≥180.0,0.006
sarsa,0,111,25,595.750000,1,14,fallback:reward=207.3≥180.0,0.004
sarsa,0,112,21,538.890000,1,9,fallback:reward=191.7≥180.0,0.003
sarsa,0,113,34,825.560000,1,11,fallback:reward=207.8≥180.0,0.005
sarsa,0,114,30,881.700000,1,9,fallback:reward=225.8≥180.0,0.005
sarsa,0,115,40,522.900000,1,11,fallback:reward=192.2≥180.0,0.006
sarsa,0,116,40,841.400000,1,7,fallback:reward=192.0≥180.0,0.006
sarsa,0,117,40,800.700000,1,14,fallback:reward=191.6≥180.0,0.006
sarsa,0,118,40,457.800000,1,19,fallback:reward=201.9≥180.0,0.006
sarsa,0,119,32,1052.480000,1,9,fallback:reward=191.7≥180.0,0.005
sarsa,0,120,40,834.700000,1,10,fallback:reward=231.5≥180.0,0.006
sarsa,0,121,27,709.730000,1,10,fallback:reward=263.4≥180.0,0.004
sarsa,0,122,40,804.800000,1,8,fallback:reward=192.3≥180.0,0.006
sarsa,0,123,37,982.130000,1,12,fallback:reward=192.5≥180.0,0.006
sarsa,0,124,28,769.920000,1,15,fallback:reward=202.5≥180.0,0.004
sarsa,0,125,40,426.500000,1,23,fallback:reward=190.2≥180.0,0.006
sarsa,0,126,21,638.290000,1,7,fallback:reward=193.2≥180.0,0.003
sarsa,0,127,21,694.290000,1,6,fallback:reward=192.0≥180.0,0.003
sarsa,0,128,40,665.900000,1,4,fallback:reward=231.9≥180.0,0.006
sarsa,0,129,27,920.930000,1,10,fallback:reward=207.8≥180.0,0.004
sarsa,0,130,40,1002.400000,1,6,fallback:reward=199.9≥180.0,0.006
sarsa,0,131,40,772.600000,1,14,fallback:reward=192.4≥180.0,0.006
sarsa,0,132,34,899.160000,1,8,fallback:reward=209.1≥180.0,0.005
sarsa,0,133,28,725.420000,1,10,fallback:reward=191.4≥180.0,0.005
sarsa,0,134,40,520.400000,1,13,fallback:reward=214.9≥180.0,0.006
sarsa,0,135,40,828.900000,1,4,fallback:reward=199.6≥180.0,0.047
sarsa,0,136,28,931.420000,1,12,fallback:reward=215.3≥180.0,0.005
sarsa,0,137,40,685.300000,1,12,fallback:reward=215.1≥180.0,0.007
sarsa,0,138,25,694.250000,1,15,fallback:reward=184.8≥180.0,0.004
sarsa,0,139,40,802.200000,1,17,fallback:reward=215.2≥180.0,0.006
sarsa,0,140,40,808.300000,1,7,fallback:reward=247.6≥180.0,0.007
sarsa,0,141,39,1055.910000,1,7,fallback:reward=215.7≥180.0,0.006
sarsa,0,142,39,972.110000,1,10,fallback:reward=208.2≥180.0,0.006
sarsa,0,143,40,991.900000,1,3,fallback:reward=200.0≥180.0,0.007
sarsa,0,144,40,638.500000,1,10,fallback:reward=193.4≥180.0,0.006
sarsa,0,145,40,610.000000,1,12,fallback:reward=210.5≥180.0,0.011
sarsa,0,146,17,633.230000,1,11,fallback:reward=247.5≥180.0,0.003
sarsa,0,147,29,467.710000,1,18,fallback:reward=207.3≥180.0,0.005
sarsa,0,148,18,579.020000,1,6,fallback:reward=215.5≥180.0,0.003
sarsa,0,149,39,916.310000,1,8,fallback:reward=191.9≥180.0,0.006
sarsa,0,150,23,724.870000,1,7,fallback:reward=247.8≥180.0,0.004
sarsa,0,151,38,998.220000,1,13,fallback:reward=263.8≥180.0,0.007
sarsa,0,152,36,866.140000,1,16,fallback:reward=194.6≥180.0,0.006
sarsa,0,153,40,603.200000,1,26,fallback:reward=203.7≥180.0,0.006
sarsa,0,154,28,543.320000,1,14,fallback:reward=191.6≥180.0,0.004
sarsa,0,155,40,821.500000,1,11,fallback:reward=191.9≥180.0,0.013
sarsa,0,156,39,943.610000,1,10,fallback:reward=231.1≥180.0,0.007
sarsa,0,157,33,957.070000,1,2,fallback:reward=184.0≥180.0,0.005
sarsa,0,158,27,639.930000,1,13,fallback:reward=193.5≥180.0,0.004
sarsa,0,159,40,460.800000,1,15,fallback:reward=185.5≥180.0,0.007
sarsa,0,160,40,502.200000,1,20,fallback:reward=207.1≥180.0,0.007
sarsa,0,161,40,615.900000,1,11,fallback:reward=191.8≥180.0,0.007
sarsa,0,162,20,651.200000,1,10,fallback:reward=247.6≥180.0,0.003
sarsa,0,163,40,892.800000,1,9,fallback:reward=199.3≥180.0,0.006
sarsa,0,164,30,771.200000,1,8,fallback:reward=191.3≥180.0,0.005
sarsa,0,165,40,929.500000,1,7,fallback:reward=192.7≥180.0,0.006
sarsa,0,166,37,925.130000,1,7,fallback:reward=232.4≥180.0,0.007
sarsa,0,167,40,781.400000,1,9,fallback:reward=208.0≥180.0,0.006
sarsa,0,168,24,634.960000,1,12,fallback:reward=231.3≥180.0,0.004
