policy,seed,episode,phase,steps,reward,success,time_s
sarsa,42,0,,40,664.000000,0,0.001
sarsa,42,1,,19,801.910000,1,0.000
sarsa,42,2,,31,830.090000,1,0.001
sarsa,42,3,,18,804.520000,1,0.000
sarsa,42,4,,24,750.360000,1,0.001
sarsa,42,5,,40,620.700000,0,0.001
sarsa,42,6,,40,528.900000,0,0.001
sarsa,42,7,,34,1078.660000,1,0.001
sarsa,42,8,,40,744.600000,0,0.001
sarsa,42,9,,20,577.900000,1,0.001
sarsa,42,10,,40,690.400000,0,0.001
sarsa,42,11,,40,827.700000,0,0.001
sarsa,42,12,,40,694.200000,0,0.001
sarsa,42,13,,40,695.800000,0,0.001
sarsa,42,14,,25,585.250000,1,0.001
sarsa,42,15,,23,921.070000,1,0.001
sarsa,42,16,,34,814.360000,1,0.001
sarsa,42,17,,28,558.820000,1,0.001
sarsa,42,18,,20,579.900000,1,0.001
sarsa,42,19,,25,695.050000,1,0.001
sarsa,42,20,,36,808.040000,1,0.001
sarsa,42,21,,40,920.800000,0,0.001
sarsa,42,22,,40,1051.900000,1,0.001
sarsa,42,23,,19,892.710000,1,0.000
sarsa,42,24,,18,526.620000,1,0.000
sarsa,42,25,,40,825.600000,0,0.001
sarsa,42,26,,33,824.770000,1,0.001
sarsa,42,27,,40,855.600000,0,0.001
sarsa,42,28,,38,1029.520000,1,0.001
sarsa,42,29,,33,726.770000,1,0.001
sarsa,42,30,,25,752.950000,1,0.001
sarsa,42,31,,40,1039.900000,1,0.001
sarsa,42,32,,40,858.200000,0,0.001
sarsa,42,33,,18,690.120000,1,0.000
sarsa,42,34,,40,527.400000,0,0.001
sarsa,42,35,,40,880.500000,0,0.001
sarsa,42,36,,40,490.000000,0,0.001
sarsa,42,37,,29,711.210000,1,0.001
sarsa,42,38,,25,918.550000,1,0.001
sarsa,42,39,,20,768.000000,1,0.001
sarsa,42,40,,40,805.200000,0,0.001
sarsa,42,41,,30,698.800000,1,0.001
sarsa,42,42,,27,543.730000,1,0.001
sarsa,42,43,,26,819.540000,1,0.001
sarsa,42,44,,40,768.700000,0,0.001
sarsa,42,45,,36,918.540000,1,0.001
sarsa,42,46,,18,748.520000,1,0.000
sarsa,42,47,,40,710.400000,0,0.001
sarsa,42,48,,37,925.530000,1,0.001
sarsa,42,49,,21,373.690000,1,0.001
sarsa,42,50,,22,766.380000,1,0.001
sarsa,42,51,,37,870.530000,1,0.001
sarsa,42,52,,26,839.640000,1,0.001
sarsa,42,53,,40,657.200000,0,0.001
