policy,seed,episode,phase,steps,reward,success,time_s
sarsa,0,0,,37,879.930000,0,0.001
sarsa,0,1,,26,615.640000,0,0.001
sarsa,0,2,,40,467.800000,0,0.001
sarsa,0,3,,40,957.300000,0,0.001
sarsa,0,4,,40,461.000000,0,0.001
sarsa,0,5,,23,633.070000,0,0.001
sarsa,0,6,,23,748.570000,0,0.001
sarsa,0,7,,40,733.400000,0,0.001
sarsa,0,8,,40,675.400000,0,0.001
sarsa,0,9,,40,597.500000,0,0.001
sarsa,0,10,,29,643.310000,0,0.001
sarsa,0,11,,40,591.400000,0,0.001
sarsa,0,12,,40,432.300000,0,0.001
sarsa,0,13,,40,623.400000,0,0.001
sarsa,0,14,,37,1041.130000,0,0.001
sarsa,0,15,,33,546.270000,0,0.001
sarsa,0,16,,28,416.420000,0,0.001
sarsa,0,17,,16,579.540000,0,0.000
sarsa,0,18,,38,1037.820000,0,0.001
sarsa,0,19,,28,868.720000,0,0.001
sarsa,0,20,,40,674.200000,0,0.001
sarsa,0,21,,16,580.040000,0,0.000
sarsa,0,22,,40,949.400000,0,0.001
sarsa,0,23,,35,497.950000,0,0.001
sarsa,0,24,,37,881.730000,0,0.001
sarsa,0,25,,23,752.870000,0,0.001
sarsa,0,26,,19,749.210000,0,0.000
sarsa,0,27,,40,820.700000,0,0.001
sarsa,0,28,,21,691.190000,0,0.001
sarsa,0,29,,26,750.040000,0,0.001
sarsa,0,30,,40,675.800000,0,0.001
sarsa,0,31,,36,769.140000,0,0.001
sarsa,0,32,,40,938.200000,0,0.001
sarsa,0,33,,40,881.300000,0,0.001
sarsa,0,34,,23,692.870000,0,0.001
sarsa,0,35,,34,662.360000,0,0.001
sarsa,0,36,,40,611.100000,0,0.001
sarsa,0,37,,40,773.500000,0,0.001
sarsa,0,38,,33,826.870000,0,0.001
sarsa,0,39,,36,901.240000,0,0.001
sarsa,0,40,,38,914.420000,0,0.001
sarsa,0,41,,40,935.600000,0,0.001
sarsa,0,42,,31,600.790000,0,0.001
sarsa,0,43,,40,395.500000,0,0.001
sarsa,0,44,,36,767.840000,0,0.001
sarsa,0,45,,16,468.140000,0,0.000
sarsa,0,46,,35,1043.750000,0,0.001
sarsa,0,47,,20,635.400000,0,0.001
sarsa,0,48,,40,878.000000,0,0.001
sarsa,0,49,,40,1128.600000,0,0.001
sarsa,0,50,,40,540.100000,0,0.001
sarsa,0,51,,18,581.320000,0,0.000
sarsa,0,52,,27,767.030000,0,0.001
sarsa,0,53,,33,621.070000,0,0.001
sarsa,0,54,,40,697.400000,0,0.001
sarsa,0,55,,35,590.050000,0,0.001
sarsa,0,56,,21,582.790000,0,0.001
sarsa,0,57,,26,639.740000,0,0.001
sarsa,0,58,,17,428.030000,0,0.000
sarsa,0,59,,40,667.200000,0,0.001
sarsa,0,60,,32,657.380000,0,0.001
sarsa,0,61,,32,987.980000,0,0.001
sarsa,0,62,,27,753.130000,0,0.001
sarsa,0,63,,40,894.200000,0,0.001
sarsa,0,64,,22,639.880000,0,0.001
sarsa,0,65,,40,949.100000,0,0.001
sarsa,0,66,,18,527.320000,0,0.000
sarsa,0,67,,33,929.770000,0,0.001
sarsa,0,68,,32,974.980000,0,0.001
sarsa,0,69,,35,618.250000,0,0.001
sarsa,0,70,,25,748.650000,0,0.001
sarsa,0,71,,40,762.300000,0,0.001
sarsa,0,72,,19,695.310000,0,0.000
sarsa,0,73,,29,529.310000,0,0.001
sarsa,0,74,,40,631.900000,0,0.001
sarsa,0,75,,34,601.960000,0,0.001
sarsa,0,76,,29,828.710000,0,0.001
sarsa,0,77,,33,755.870000,0,0.001
sarsa,0,78,,30,804.700000,0,0.001
sarsa,0,79,,29,636.810000,0,0.001
sarsa,0,80,,40,648.700000,0,0.001
sarsa,0,81,,40,756.800000,0,0.001
sarsa,0,82,,29,725.410000,0,0.001
sarsa,0,83,,33,925.670000,0,0.001
sarsa,0,84,,40,398.000000,0,0.001
sarsa,0,85,,25,750.950000,0,0.001
sarsa,0,86,,17,466.530000,0,0.001
sarsa,0,87,,12,690.680000,0,0.000
sarsa,0,88,,40,954.900000,0,0.001
sarsa,0,89,,40,484.800000,0,0.001
sarsa,0,90,,20,596.100000,0,0.000
sarsa,0,91,,30,919.800000,0,0.001
sarsa,0,92,,40,983.400000,0,0.001
sarsa,0,93,,40,647.900000,0,0.001
sarsa,0,94,,37,886.930000,0,0.001
sarsa,0,95,,30,779.800000,0,0.001
sarsa,0,96,,38,1363.720000,0,0.001
sarsa,0,97,,31,686.690000,0,0.001
sarsa,0,98,,33,1033.870000,0,0.001
sarsa,0,99,,40,707.900000,0,0.001
sarsa,0,100,,30,808.100000,0,0.001
sarsa,0,101,,34,811.460000,0,0.001
sarsa,0,102,,26,638.140000,0,0.001
sarsa,0,103,,40,464.700000,0,0.001
sarsa,0,104,,40,598.900000,0,0.001
sarsa,0,105,,40,574.300000,0,0.001
sarsa,0,106,,40,725.700000,0,0.001
sarsa,0,107,,31,934.890000,0,0.001
sarsa,0,108,,26,581.040000,0,0.001
sarsa,0,109,,40,744.800000,0,0.001
sarsa,0,110,,18,749.220000,0,0.000
sarsa,0,111,,40,750.900000,0,0.001
sarsa,0,112,,40,1196.000000,0,0.001
sarsa,0,113,,40,1047.800000,0,0.001
sarsa,0,114,,26,766.640000,0,0.001
sarsa,0,115,,34,1040.960000,0,0.001
sarsa,0,116,,34,1026.960000,0,0.001
sarsa,0,117,,40,993.600000,0,0.001
sarsa,0,118,,40,1190.200000,0,0.001
sarsa,0,119,,40,496.100000,0,0.001
sarsa,0,120,,35,758.150000,0,0.001
sarsa,0,121,,30,722.100000,0,0.001
sarsa,0,122,,21,747.190000,0,0.001
sarsa,0,123,,40,984.400000,0,0.001
sarsa,0,124,,39,756.610000,0,0.001
sarsa,0,125,,19,693.210000,0,0.000
sarsa,0,126,,35,745.350000,0,0.001
sarsa,0,127,,40,848.200000,0,0.001
sarsa,0,128,,26,638.340000,0,0.001
sarsa,0,129,,26,864.640000,0,0.001
sarsa,0,130,,40,566.400000,0,0.001
sarsa,0,131,,37,753.430000,0,0.001
sarsa,0,132,,29,840.410000,0,0.001
sarsa,0,133,,15,634.350000,0,0.000
sarsa,0,134,,40,919.000000,0,0.001
sarsa,0,135,,40,974.800000,0,0.001
sarsa,0,136,,40,718.800000,0,0.001
sarsa,0,137,,40,708.500000,0,0.001
sarsa,0,138,,40,548.400000,0,0.001
sarsa,0,139,,23,651.970000,0,0.001
sarsa,0,140,,40,551.300000,0,0.001
sarsa,0,141,,40,569.300000,0,0.001
sarsa,0,142,,40,554.400000,0,0.001
sarsa,0,143,,40,718.300000,0,0.001
sarsa,0,144,,29,784.010000,0,0.001
sarsa,0,145,,35,843.550000,0,0.001
sarsa,0,146,,34,973.260000,0,0.001
sarsa,0,147,,40,592.000000,0,0.001
sarsa,0,148,,26,593.940000,0,0.001
sarsa,0,149,,40,862.700000,0,0.001
sarsa,0,150,,40,746.300000,0,0.001
sarsa,0,151,,40,819.400000,0,0.001
sarsa,0,152,,40,675.100000,0,0.001
sarsa,0,153,,33,869.670000,0,0.001
sarsa,0,154,,39,936.910000,0,0.001
sarsa,0,155,,40,960.800000,0,0.001
sarsa,0,156,,18,581.320000,0,0.000
sarsa,0,157,,40,492.400000,0,0.001
sarsa,0,158,,40,892.200000,0,0.001
sarsa,0,159,,37,826.930000,0,0.001
sarsa,0,160,,28,1051.120000,0,0.001
sarsa,0,161,,40,854.700000,0,0.001
sarsa,0,162,,37,938.430000,0,0.001
sarsa,0,163,,40,730.700000,0,0.001
sarsa,0,164,,32,823.280000,0,0.001
sarsa,0,165,,40,1067.100000,0,0.001
sarsa,0,166,,36,724.740000,0,0.001
sarsa,0,167,,33,820.770000,0,0.001
sarsa,0,168,,19,538.110000,0,0.001
sarsa,0,169,,16,667.240000,0,0.001
sarsa,0,170,,31,751.890000,0,0.001
sarsa,0,171,,23,783.470000,0,0.001
sarsa,0,172,,15,579.850000,0,0.000
sarsa,0,173,,40,524.900000,0,0.001
sarsa,0,174,,40,875.700000,0,0.001
sarsa,0,175,,26,825.740000,0,0.001
sarsa,0,176,,40,394.000000,0,0.001
sarsa,0,177,,35,857.150000,0,0.001
sarsa,0,178,,27,710.130000,0,0.001
sarsa,0,179,,33,674.570000,0,0.001
sarsa,0,180,,33,934.970000,0,0.001
sarsa,0,181,,21,805.690000,0,0.001
sarsa,0,182,,35,825.950000,0,0.001
sarsa,0,183,,33,772.570000,0,0.001
sarsa,0,184,,25,693.950000,0,0.001
sarsa,0,185,,26,642.140000,0,0.001
sarsa,0,186,,40,648.700000,0,0.001
sarsa,0,187,,20,691.800000,0,0.001
sarsa,0,188,,22,824.380000,0,0.001
sarsa,0,189,,20,751.600000,0,0.001
sarsa,0,190,,40,379.100000,0,0.001
sarsa,0,191,,40,650.400000,0,0.001
sarsa,0,192,,24,640.160000,0,0.001
sarsa,0,193,,40,886.700000,0,0.001
sarsa,0,194,,40,1187.000000,0,0.001
sarsa,0,195,,25,684.050000,0,0.001
sarsa,0,196,,14,409.260000,0,0.000
sarsa,0,197,,40,851.300000,0,0.001
sarsa,0,198,,40,677.800000,0,0.001
sarsa,0,199,,23,767.070000,0,0.001
sarsa,0,200,,39,957.810000,0,0.001
sarsa,0,201,,25,753.250000,0,0.001
sarsa,0,202,,40,1084.900000,0,0.001
sarsa,0,203,,38,958.820000,0,0.001
sarsa,0,204,,37,1389.330000,0,0.001
sarsa,0,205,,37,844.530000,0,0.001
sarsa,0,206,,27,654.930000,0,0.001
sarsa,0,207,,23,823.470000,0,0.001
sarsa,0,208,,23,748.570000,0,0.001
sarsa,0,209,,31,539.590000,0,0.001
sarsa,0,210,,40,797.300000,0,0.001
sarsa,0,211,,40,1030.500000,0,0.001
sarsa,0,212,,32,599.480000,0,0.001
sarsa,0,213,,40,637.700000,0,0.001
sarsa,0,214,,31,802.490000,0,0.001
sarsa,0,215,,28,868.220000,0,0.001
sarsa,0,216,,24,1031.060000,0,0.001
sarsa,0,217,,40,1161.900000,0,0.001
sarsa,0,218,,40,973.200000,0,0.001
sarsa,0,219,,21,578.590000,0,0.001
sarsa,0,220,,16,580.940000,0,0.000
sarsa,0,221,,40,684.400000,0,0.001
sarsa,0,222,,39,710.610000,0,0.001
sarsa,0,223,,34,901.060000,0,0.001
sarsa,0,224,,33,864.670000,0,0.001
sarsa,0,225,,32,976.680000,0,0.001
sarsa,0,226,,22,710.280000,0,0.001
sarsa,0,227,,40,637.200000,0,0.001
sarsa,0,228,,40,413.900000,0,0.001
sarsa,0,229,,21,653.290000,0,0.001
sarsa,0,230,,40,896.500000,0,0.001
sarsa,0,231,,28,726.420000,0,0.001
sarsa,0,232,,40,780.900000,0,0.001
sarsa,0,233,,40,919.800000,0,0.001
sarsa,0,234,,40,838.800000,0,0.001
sarsa,0,235,,24,880.160000,0,0.001
sarsa,0,236,,21,541.990000,0,0.001
sarsa,0,237,,28,587.520000,0,0.001
sarsa,0,238,,40,1008.300000,0,0.001
sarsa,0,239,,40,981.300000,0,0.001
sarsa,0,240,,40,832.200000,0,0.001
sarsa,0,241,,36,881.240000,0,0.001
sarsa,0,242,,40,894.300000,0,0.001
sarsa,0,243,,30,758.100000,0,0.001
sarsa,0,244,,36,809.840000,0,0.001
sarsa,0,245,,40,526.900000,0,0.001
sarsa,0,246,,23,596.570000,0,0.001
sarsa,0,247,,40,942.400000,0,0.001
sarsa,0,248,,26,920.740000,0,0.001
sarsa,0,249,,34,1201.660000,0,0.001
sarsa,0,250,,28,805.320000,0,0.001
sarsa,0,251,,39,1236.410000,0,0.001
sarsa,0,252,,23,692.770000,0,0.001
sarsa,0,253,,18,650.920000,0,0.000
sarsa,0,254,,27,639.530000,0,0.001
