policy,seed,episode,steps,reward,success,success_step,success_reason,time_s
sarsa,0,0,40,759.300000,0,,,0.003
sarsa,0,1,38,1109.020000,1,37,reward_spike>=190,0.001
sarsa,0,2,40,262.400000,0,,,0.003
sarsa,0,3,29,825.510000,1,28,reward_spike>=190,0.002
sarsa,0,4,40,538.600000,0,,,0.001
sarsa,0,5,33,700.170000,1,32,reward_spike>=190,0.001
sarsa,0,6,40,834.500000,0,,,0.003
sarsa,0,7,40,832.100000,0,,,0.003
sarsa,0,8,40,378.100000,0,,,0.001
sarsa,0,9,27,751.330000,1,26,reward_spike>=190,0.003
sarsa,0,10,40,1017.700000,0,,,0.003
sarsa,0,11,40,985.800000,1,39,reward_spike>=190,0.005
sarsa,0,12,33,997.270000,1,32,reward_spike>=190,0.002
sarsa,0,13,20,466.500000,1,19,reward_spike>=190,0.002
sarsa,0,14,40,716.200000,0,,,0.003
sarsa,0,15,19,636.010000,1,18,reward_spike>=190,0.001
sarsa,0,16,40,806.300000,0,,,0.003
sarsa,0,17,40,661.800000,0,,,0.003
sarsa,0,18,40,693.800000,0,,,0.003
sarsa,0,19,40,993.700000,0,,,0.001
sarsa,0,20,19,750.810000,1,18,reward_spike>=190,0.001
sarsa,0,21,28,807.120000,1,27,reward_spike>=190,0.001
sarsa,0,22,31,485.790000,1,30,reward_spike>=190,0.002
sarsa,0,23,27,586.230000,1,26,reward_spike>=190,0.002
sarsa,0,24,40,835.900000,1,39,reward_spike>=190,0.017
sarsa,0,25,40,631.300000,0,,,0.001
sarsa,0,26,19,804.610000,1,18,reward_spike>=190,0.001
sarsa,0,27,34,771.960000,0,,,0.002
sarsa,0,28,40,793.900000,0,,,0.001
sarsa,0,29,40,529.500000,0,,,0.003
sarsa,0,30,35,670.550000,1,34,reward_spike>=190,0.003
sarsa,0,31,32,938.280000,1,31,reward_spike>=190,0.003
sarsa,0,32,40,729.300000,0,,,0.003
sarsa,0,33,40,627.600000,0,,,0.001
sarsa,0,34,13,410.570000,1,12,reward_spike>=190,0.001
sarsa,0,35,32,882.880000,1,31,reward_spike>=190,0.002
sarsa,0,36,34,729.460000,1,33,reward_spike>=190,0.001
sarsa,0,37,40,733.500000,0,,,0.001
sarsa,0,38,28,654.720000,1,27,reward_spike>=190,0.001
sarsa,0,39,40,645.400000,0,,,0.001
sarsa,0,40,40,511.600000,0,,,0.001
sarsa,0,41,28,756.220000,1,27,reward_spike>=190,0.001
sarsa,0,42,35,735.950000,0,,,0.001
sarsa,0,43,16,579.540000,1,15,reward_spike>=190,0.000
sarsa,0,44,34,983.260000,1,33,reward_spike>=190,0.001
sarsa,0,45,18,634.020000,1,17,reward_spike>=190,0.001
sarsa,0,46,40,456.100000,0,,,0.002
sarsa,0,47,40,843.600000,0,,,0.001
sarsa,0,48,40,736.200000,0,,,0.001
sarsa,0,49,40,1084.500000,0,,,0.001
sarsa,0,50,40,615.300000,0,,,0.002
sarsa,0,51,40,763.600000,0,,,0.001
sarsa,0,52,40,944.700000,0,,,0.001
sarsa,0,53,28,580.320000,1,27,reward_spike>=190,0.001
sarsa,0,54,40,979.300000,0,,,0.001
sarsa,0,55,40,552.400000,0,,,0.003
sarsa,0,56,40,670.600000,0,,,0.004
sarsa,0,57,16,522.540000,1,15,reward_spike>=190,0.001
