policy,seed,episode,steps,reward,success,success_step,success_reason,time_s
sarsa,0,0,26,693.640000,1,25,reward_spike>=190,0.001
sarsa,0,1,38,862.620000,0,,,0.001
sarsa,0,2,40,480.200000,0,,,0.001
sarsa,0,3,26,824.140000,1,25,reward_spike>=190,0.001
sarsa,0,4,40,595.500000,0,,,0.001
sarsa,0,5,40,630.000000,0,,,0.001
sarsa,0,6,38,1046.620000,1,37,reward_spike>=190,0.001
sarsa,0,7,40,547.400000,0,,,0.001
sarsa,0,8,31,935.890000,1,30,reward_spike>=190,0.001
sarsa,0,9,40,864.400000,1,39,reward_spike>=190,0.001
sarsa,0,10,40,372.000000,0,,,0.001
sarsa,0,11,23,751.670000,1,22,reward_spike>=190,0.001
sarsa,0,12,40,704.300000,0,,,0.001
sarsa,0,13,40,971.300000,0,,,0.001
sarsa,0,14,24,637.360000,1,23,reward_spike>=190,0.001
sarsa,0,15,28,614.020000,1,27,reward_spike>=190,0.001
sarsa,0,16,40,884.700000,1,39,reward_spike>=190,0.001
sarsa,0,17,21,695.890000,1,20,reward_spike>=190,0.001
sarsa,0,18,29,584.710000,1,28,reward_spike>=190,0.001
sarsa,0,19,40,576.900000,0,,,0.001
sarsa,0,20,40,735.700000,0,,,0.001
sarsa,0,21,40,490.900000,0,,,0.001
sarsa,0,22,40,621.900000,0,,,0.001
sarsa,0,23,40,568.700000,0,,,0.001
sarsa,0,24,28,936.320000,1,27,reward_spike>=190,0.001
sarsa,0,25,28,935.620000,1,27,reward_spike>=190,0.001
sarsa,0,26,40,673.500000,0,,,0.001
sarsa,0,27,35,590.650000,1,34,reward_spike>=190,0.001
sarsa,0,28,39,932.410000,1,38,reward_spike>=190,0.001
sarsa,0,29,40,970.700000,0,,,0.001
sarsa,0,30,40,866.900000,0,,,0.001
sarsa,0,31,35,768.950000,1,34,reward_spike>=190,0.001
sarsa,0,32,30,975.700000,1,29,reward_spike>=190,0.001
sarsa,0,33,18,521.820000,1,17,reward_spike>=190,0.000
sarsa,0,34,28,878.120000,1,27,reward_spike>=190,0.001
sarsa,0,35,26,636.040000,1,25,reward_spike>=190,0.001
sarsa,0,36,32,583.980000,1,31,reward_spike>=190,0.002
sarsa,0,37,28,995.920000,0,,,0.001
sarsa,0,38,20,692.100000,1,19,reward_spike>=190,0.001
sarsa,0,39,24,864.460000,1,23,reward_spike>=190,0.001
sarsa,0,40,25,752.850000,1,24,reward_spike>=190,0.001
sarsa,0,41,40,731.700000,0,,,0.001
sarsa,0,42,20,991.400000,1,19,reward_spike>=190,0.001
sarsa,0,43,40,682.300000,0,,,0.001
sarsa,0,44,40,731.300000,0,,,0.001
sarsa,0,45,40,689.900000,0,,,0.001
sarsa,0,46,35,811.350000,1,34,reward_spike>=190,0.001
sarsa,0,47,30,693.800000,1,29,reward_spike>=190,0.001
sarsa,0,48,29,639.810000,1,28,reward_spike>=190,0.001
sarsa,0,49,38,918.420000,1,37,reward_spike>=190,0.001
sarsa,0,50,40,546.100000,0,,,0.001
sarsa,0,51,40,1032.600000,0,,,0.001
sarsa,0,52,27,803.630000,1,26,reward_spike>=190,0.001
sarsa,0,53,25,752.250000,1,24,reward_spike>=190,0.001
sarsa,0,54,30,697.900000,1,29,reward_spike>=190,0.001
sarsa,0,55,29,810.510000,1,28,reward_spike>=190,0.001
sarsa,0,56,19,578.910000,1,18,reward_spike>=190,0.000
sarsa,0,57,25,808.050000,1,24,reward_spike>=190,0.001
sarsa,0,58,33,1181.270000,1,32,reward_spike>=190,0.001
sarsa,0,59,40,1084.000000,0,,,0.001
sarsa,0,60,22,863.880000,1,21,reward_spike>=190,0.001
sarsa,0,61,31,620.090000,1,30,reward_spike>=190,0.001
sarsa,0,62,40,742.900000,0,,,0.001
sarsa,0,63,39,1073.810000,1,38,reward_spike>=190,0.001
sarsa,0,64,40,821.000000,0,,,0.001
sarsa,0,65,40,592.700000,0,,,0.001
sarsa,0,66,29,882.310000,1,28,reward_spike>=190,0.001
sarsa,0,67,40,712.700000,0,,,0.001
sarsa,0,68,40,720.400000,0,,,0.001
sarsa,0,69,40,655.600000,0,,,0.001
sarsa,0,70,19,691.310000,1,18,reward_spike>=190,0.000
sarsa,0,71,29,581.210000,1,28,reward_spike>=190,0.001
sarsa,0,72,28,924.720000,1,27,reward_spike>=190,0.001
sarsa,0,73,40,818.500000,0,,,0.001
sarsa,0,74,26,864.140000,1,25,reward_spike>=190,0.001
sarsa,0,75,40,610.700000,0,,,0.001
sarsa,0,76,40,590.700000,0,,,0.001
sarsa,0,77,27,695.330000,1,26,reward_spike>=190,0.001
sarsa,0,78,40,783.200000,0,,,0.001
sarsa,0,79,24,751.860000,1,23,reward_spike>=190,0.001
sarsa,0,80,26,1043.940000,1,25,reward_spike>=190,0.001
sarsa,0,81,24,752.560000,1,23,reward_spike>=190,0.001
sarsa,0,82,40,878.000000,0,,,0.001
sarsa,0,83,40,639.900000,0,,,0.001
sarsa,0,84,40,366.800000,0,,,0.001
sarsa,0,85,40,880.200000,0,,,0.001
sarsa,0,86,16,692.440000,1,15,reward_spike>=190,0.000
sarsa,0,87,29,653.810000,1,28,reward_spike>=190,0.001
sarsa,0,88,40,648.800000,0,,,0.001
sarsa,0,89,40,834.400000,0,,,0.001
sarsa,0,90,18,692.720000,1,17,reward_spike>=190,0.001
sarsa,0,91,40,690.800000,0,,,0.001
sarsa,0,92,40,689.300000,0,,,0.001
sarsa,0,93,40,705.800000,0,,,0.001
sarsa,0,94,27,918.930000,1,26,reward_spike>=190,0.001
sarsa,0,95,40,737.700000,0,,,0.001
sarsa,0,96,40,691.000000,0,,,0.001
sarsa,0,97,40,559.700000,0,,,0.001
sarsa,0,98,16,635.840000,1,15,reward_spike>=190,0.000
sarsa,0,99,40,763.800000,0,,,0.001
sarsa,0,100,23,752.270000,1,22,reward_spike>=190,0.001
sarsa,0,101,31,771.090000,1,30,reward_spike>=190,0.001
sarsa,0,102,40,563.700000,0,,,0.001
sarsa,0,103,40,746.300000,0,,,0.001
sarsa,0,104,40,696.400000,0,,,0.001
sarsa,0,105,17,579.830000,1,16,reward_spike>=190,0.000
sarsa,0,106,36,953.040000,1,35,reward_spike>=190,0.001
sarsa,0,107,40,919.500000,0,,,0.001
sarsa,0,108,18,692.120000,1,17,reward_spike>=190,0.000
sarsa,0,109,39,941.110000,1,38,reward_spike>=190,0.001
sarsa,0,110,19,637.610000,1,18,reward_spike>=190,0.000
sarsa,0,111,40,511.900000,0,,,0.001
sarsa,0,112,34,525.560000,1,33,reward_spike>=190,0.001
sarsa,0,113,35,1000.550000,1,34,reward_spike>=190,0.001
sarsa,0,114,26,807.540000,1,25,reward_spike>=190,0.001
sarsa,0,115,24,749.860000,1,23,reward_spike>=190,0.001
sarsa,0,116,29,894.310000,1,28,reward_spike>=190,0.001
sarsa,0,117,36,657.640000,1,35,reward_spike>=190,0.001
sarsa,0,118,19,655.310000,1,18,reward_spike>=190,0.001
