policy,seed,episode,steps,reward,success,success_step,success_reason,time_s
sarsa,0,0,34,1012.860000,1,33,reward_spike>=190,0.001
sarsa,0,1,21,635.890000,1,20,reward_spike>=190,0.001
sarsa,0,2,32,883.780000,1,31,reward_spike>=190,0.001
sarsa,0,3,40,282.500000,0,,,0.001
sarsa,0,4,40,520.500000,0,,,0.001
sarsa,0,5,36,1105.840000,1,35,reward_spike>=190,0.001
sarsa,0,6,40,598.100000,0,,,0.001
sarsa,0,7,40,704.400000,0,,,0.001
sarsa,0,8,40,452.700000,0,,,0.001
sarsa,0,9,28,933.820000,1,27,reward_spike>=190,0.001
sarsa,0,10,29,994.310000,1,28,reward_spike>=190,0.001
sarsa,0,11,40,539.200000,0,,,0.001
sarsa,0,12,37,602.930000,1,36,reward_spike>=190,0.001
sarsa,0,13,25,641.250000,1,24,reward_spike>=190,0.001
sarsa,0,14,40,905.000000,0,,,0.001
sarsa,0,15,40,539.500000,0,,,0.001
sarsa,0,16,32,976.380000,1,31,reward_spike>=190,0.001
sarsa,0,17,37,1011.230000,1,36,reward_spike>=190,0.001
sarsa,0,18,37,960.330000,1,36,reward_spike>=190,0.001
sarsa,0,19,29,863.010000,1,28,reward_spike>=190,0.001
sarsa,0,20,39,804.310000,1,38,reward_spike>=190,0.001
sarsa,0,21,27,805.030000,1,26,reward_spike>=190,0.001
sarsa,0,22,40,1039.400000,1,39,reward_spike>=190,0.001
sarsa,0,23,40,805.100000,0,,,0.001
sarsa,0,24,25,934.050000,1,24,reward_spike>=190,0.001
sarsa,0,25,29,674.510000,1,28,reward_spike>=190,0.001
sarsa,0,26,40,563.100000,0,,,0.001
sarsa,0,27,34,693.260000,1,33,reward_spike>=190,0.001
sarsa,0,28,34,997.460000,1,33,reward_spike>=190,0.001
sarsa,0,29,40,951.400000,0,,,0.001
sarsa,0,30,40,550.900000,0,,,0.001
sarsa,0,31,34,995.760000,1,33,reward_spike>=190,0.001
sarsa,0,32,40,655.900000,0,,,0.001
sarsa,0,33,28,811.520000,1,27,reward_spike>=190,0.001
sarsa,0,34,26,750.740000,1,25,reward_spike>=190,0.001
sarsa,0,35,32,752.680000,1,31,reward_spike>=190,0.001
sarsa,0,36,40,715.100000,0,,,0.001
sarsa,0,37,40,961.100000,0,,,0.001
sarsa,0,38,19,708.410000,1,18,reward_spike>=190,0.000
sarsa,0,39,40,806.600000,0,,,0.001
sarsa,0,40,40,789.800000,0,,,0.001
sarsa,0,41,22,839.380000,1,21,reward_spike>=190,0.001
sarsa,0,42,23,640.270000,1,22,reward_spike>=190,0.001
sarsa,0,43,25,467.850000,1,24,reward_spike>=190,0.001
sarsa,0,44,40,460.900000,0,,,0.001
sarsa,0,45,38,885.720000,1,37,reward_spike>=190,0.001
sarsa,0,46,40,956.800000,1,39,reward_spike>=190,0.001
sarsa,0,47,40,820.800000,0,,,0.001
sarsa,0,48,38,829.220000,1,37,reward_spike>=190,0.001
sarsa,0,49,40,541.900000,0,,,0.001
sarsa,0,50,21,749.890000,1,20,reward_spike>=190,0.001
sarsa,0,51,40,956.500000,0,,,0.001
sarsa,0,52,40,753.300000,0,,,0.001
sarsa,0,53,22,747.980000,1,21,reward_spike>=190,0.001
sarsa,0,54,40,772.600000,0,,,0.001
sarsa,0,55,18,689.220000,1,17,reward_spike>=190,0.000
sarsa,0,56,23,784.170000,1,22,reward_spike>=190,0.001
sarsa,0,57,29,671.310000,1,28,reward_spike>=190,0.001
sarsa,0,58,22,581.580000,1,21,reward_spike>=190,0.001
sarsa,0,59,31,642.590000,1,30,reward_spike>=190,0.001
sarsa,0,60,22,692.380000,1,21,reward_spike>=190,0.001
sarsa,0,61,40,613.000000,0,,,0.001
sarsa,0,62,23,600.970000,1,22,reward_spike>=190,0.001
sarsa,0,63,40,1008.800000,0,,,0.001
sarsa,0,64,40,862.200000,0,,,0.001
sarsa,0,65,29,1092.410000,1,28,reward_spike>=190,0.001
sarsa,0,66,40,793.100000,0,,,0.001
sarsa,0,67,22,752.480000,1,21,reward_spike>=190,0.001
sarsa,0,68,31,1023.190000,1,30,reward_spike>=190,0.001
sarsa,0,69,27,656.030000,1,26,reward_spike>=190,0.001
sarsa,0,70,15,467.150000,1,14,reward_spike>=190,0.000
sarsa,0,71,30,541.700000,1,29,reward_spike>=190,0.001
sarsa,0,72,33,1037.770000,1,32,reward_spike>=190,0.001
sarsa,0,73,16,748.740000,1,15,reward_spike>=190,0.000
sarsa,0,74,17,779.830000,1,16,reward_spike>=190,0.000
sarsa,0,75,19,974.610000,1,18,reward_spike>=190,0.000
sarsa,0,76,23,640.070000,1,22,reward_spike>=190,0.001
sarsa,0,77,40,1047.200000,0,,,0.001
sarsa,0,78,40,565.700000,0,,,0.001
sarsa,0,79,40,724.300000,0,,,0.001
sarsa,0,80,35,711.150000,1,34,reward_spike>=190,0.001
sarsa,0,81,40,861.800000,0,,,0.001
sarsa,0,82,33,893.070000,1,32,reward_spike>=190,0.001
sarsa,0,83,40,614.200000,0,,,0.001
sarsa,0,84,40,480.800000,0,,,0.001
sarsa,0,85,32,768.480000,1,31,reward_spike>=190,0.001
sarsa,0,86,40,644.800000,0,,,0.001
sarsa,0,87,33,598.870000,1,32,reward_spike>=190,0.001
sarsa,0,88,40,703.600000,0,,,0.001
sarsa,0,89,28,936.820000,1,27,reward_spike>=190,0.001
sarsa,0,90,40,684.700000,0,,,0.001
sarsa,0,91,40,916.700000,0,,,0.001
sarsa,0,92,40,779.700000,0,,,0.001
sarsa,0,93,40,837.200000,0,,,0.001
sarsa,0,94,38,946.720000,1,37,reward_spike>=190,0.001
sarsa,0,95,21,692.190000,1,20,reward_spike>=190,0.001
sarsa,0,96,26,638.540000,1,25,reward_spike>=190,0.001
sarsa,0,97,22,747.380000,1,21,reward_spike>=190,0.001
sarsa,0,98,40,1065.300000,0,,,0.001
sarsa,0,99,40,737.500000,0,,,0.001
sarsa,0,100,22,861.480000,1,21,reward_spike>=190,0.001
sarsa,0,101,23,763.870000,1,22,reward_spike>=190,0.001
sarsa,0,102,39,923.110000,1,38,reward_spike>=190,0.001
sarsa,0,103,30,991.000000,1,29,reward_spike>=190,0.001
sarsa,0,104,37,981.230000,1,36,reward_spike>=190,0.001
sarsa,0,105,29,868.510000,1,28,reward_spike>=190,0.001
sarsa,0,106,38,885.420000,1,37,reward_spike>=190,0.001
sarsa,0,107,40,801.600000,0,,,0.001
sarsa,0,108,22,691.480000,1,21,reward_spike>=190,0.001
sarsa,0,109,19,748.110000,1,18,reward_spike>=190,0.001
sarsa,0,110,32,603.880000,1,31,reward_spike>=190,0.001
sarsa,0,111,40,821.000000,0,,,0.001
sarsa,0,112,39,943.410000,1,38,reward_spike>=190,0.001
sarsa,0,113,30,600.700000,1,29,reward_spike>=190,0.001
sarsa,0,114,28,977.720000,1,27,reward_spike>=190,0.001
sarsa,0,115,34,1151.660000,1,33,reward_spike>=190,0.001
sarsa,0,116,40,1000.400000,0,,,0.001
sarsa,0,117,16,635.840000,1,15,reward_spike>=190,0.000
sarsa,0,118,12,747.480000,1,11,reward_spike>=190,0.000
sarsa,0,119,40,616.900000,0,,,0.001
sarsa,0,120,38,1108.420000,1,37,reward_spike>=190,0.001
sarsa,0,121,40,901.000000,0,,,0.001
sarsa,0,122,33,689.070000,1,32,reward_spike>=190,0.001
sarsa,0,123,25,990.850000,1,24,reward_spike>=190,0.001
sarsa,0,124,40,919.800000,0,,,0.001
sarsa,0,125,25,821.650000,1,24,reward_spike>=190,0.001
sarsa,0,126,34,711.160000,1,33,reward_spike>=190,0.001
sarsa,0,127,40,933.000000,0,,,0.001
sarsa,0,128,40,430.500000,0,,,0.001
sarsa,0,129,27,764.330000,1,26,reward_spike>=190,0.001
sarsa,0,130,40,851.800000,0,,,0.001
sarsa,0,131,24,806.760000,1,23,reward_spike>=190,0.001
sarsa,0,132,40,458.200000,0,,,0.001
sarsa,0,133,33,754.070000,1,32,reward_spike>=190,0.001
sarsa,0,134,22,692.680000,1,21,reward_spike>=190,0.001
sarsa,0,135,40,554.900000,0,,,0.001
sarsa,0,136,36,936.740000,1,35,reward_spike>=190,0.001
sarsa,0,137,37,1070.830000,1,36,reward_spike>=190,0.001
sarsa,0,138,40,697.000000,0,,,0.001
sarsa,0,139,25,747.950000,1,24,reward_spike>=190,0.001
sarsa,0,140,34,743.660000,1,33,reward_spike>=190,0.001
sarsa,0,141,40,677.300000,0,,,0.001
sarsa,0,142,40,520.600000,0,,,0.001
sarsa,0,143,24,750.260000,1,23,reward_spike>=190,0.001
sarsa,0,144,40,751.500000,0,,,0.001
sarsa,0,145,40,711.600000,0,,,0.001
sarsa,0,146,32,1147.680000,1,31,reward_spike>=190,0.001
sarsa,0,147,30,881.500000,1,29,reward_spike>=190,0.001
sarsa,0,148,28,783.920000,1,27,reward_spike>=190,0.001
sarsa,0,149,25,543.050000,1,24,reward_spike>=190,0.001
sarsa,0,150,29,785.410000,1,28,reward_spike>=190,0.001
sarsa,0,151,40,558.500000,0,,,0.001
sarsa,0,152,18,578.620000,1,17,reward_spike>=190,0.000
sarsa,0,153,40,807.200000,0,,,0.001
sarsa,0,154,24,864.060000,1,23,reward_spike>=190,0.001
sarsa,0,155,40,750.200000,0,,,0.001
sarsa,0,156,40,887.300000,0,,,0.001
sarsa,0,157,14,636.060000,1,13,reward_spike>=190,0.000
sarsa,0,158,24,750.760000,1,23,reward_spike>=190,0.001
sarsa,0,159,40,713.600000,0,,,0.001
sarsa,0,160,38,980.320000,1,37,reward_spike>=190,0.001
sarsa,0,161,36,877.340000,1,35,reward_spike>=190,0.001
sarsa,0,162,40,1060.200000,0,,,0.001
sarsa,0,163,40,920.000000,0,,,0.001
sarsa,0,164,29,683.510000,1,28,reward_spike>=190,0.001
sarsa,0,165,40,1185.100000,1,39,reward_spike>=190,0.001
sarsa,0,166,40,734.300000,0,,,0.001
sarsa,0,167,40,877.600000,0,,,0.001
sarsa,0,168,35,829.450000,1,34,reward_spike>=190,0.001
sarsa,0,169,32,975.780000,1,31,reward_spike>=190,0.001
sarsa,0,170,34,744.760000,0,,,0.001
sarsa,0,171,40,675.200000,0,,,0.001
sarsa,0,172,29,658.710000,1,28,reward_spike>=190,0.001
sarsa,0,173,40,632.500000,0,,,0.001
sarsa,0,174,20,750.300000,1,19,reward_spike>=190,0.001
sarsa,0,175,40,540.300000,0,,,0.001
sarsa,0,176,39,1027.310000,1,38,reward_spike>=190,0.001
sarsa,0,177,34,1015.160000,1,33,reward_spike>=190,0.001
sarsa,0,178,33,978.270000,1,32,reward_spike>=190,0.001
sarsa,0,179,20,577.600000,1,19,reward_spike>=190,0.001
sarsa,0,180,16,580.140000,1,15,reward_spike>=190,0.000
sarsa,0,181,24,668.760000,1,23,reward_spike>=190,0.001
sarsa,0,182,26,898.140000,1,25,reward_spike>=190,0.001
sarsa,0,183,40,998.200000,1,39,reward_spike>=190,0.001
sarsa,0,184,40,852.500000,0,,,0.001
sarsa,0,185,31,697.990000,1,30,reward_spike>=190,0.001
sarsa,0,186,28,711.020000,0,,,0.001
sarsa,0,187,19,650.710000,1,18,reward_spike>=190,0.001
sarsa,0,188,40,886.600000,0,,,0.001
sarsa,0,189,40,1202.600000,0,,,0.001
sarsa,0,190,34,980.060000,1,33,reward_spike>=190,0.001
sarsa,0,191,40,1073.700000,0,,,0.001
sarsa,0,192,40,816.100000,0,,,0.001
sarsa,0,193,36,845.940000,1,35,reward_spike>=190,0.001
sarsa,0,194,19,864.010000,1,18,reward_spike>=190,0.000
sarsa,0,195,40,677.200000,0,,,0.001
sarsa,0,196,29,827.610000,1,28,reward_spike>=190,0.001
sarsa,0,197,37,844.730000,1,36,reward_spike>=190,0.001
sarsa,0,198,22,639.780000,1,21,reward_spike>=190,0.001
sarsa,0,199,40,773.100000,0,,,0.001
sarsa,0,200,40,650.800000,0,,,0.001
sarsa,0,201,26,933.040000,1,25,reward_spike>=190,0.001
sarsa,0,202,25,879.850000,1,24,reward_spike>=190,0.001
sarsa,0,203,34,1260.560000,1,33,reward_spike>=190,0.001
sarsa,0,204,40,963.000000,0,,,0.001
sarsa,0,205,21,808.190000,1,20,reward_spike>=190,0.001
sarsa,0,206,40,865.800000,0,,,0.001
sarsa,0,207,37,1109.230000,1,36,reward_spike>=190,0.001
sarsa,0,208,35,858.650000,0,,,0.001
sarsa,0,209,40,455.200000,0,,,0.001
sarsa,0,210,28,710.920000,1,27,reward_spike>=190,0.001
sarsa,0,211,32,1070.680000,0,,,0.001
sarsa,0,212,32,939.380000,1,31,reward_spike>=190,0.001
sarsa,0,213,40,541.700000,0,,,0.001
sarsa,0,214,40,975.200000,0,,,0.001
sarsa,0,215,29,896.010000,1,28,reward_spike>=190,0.001
sarsa,0,216,34,965.760000,1,33,reward_spike>=190,0.001
sarsa,0,217,40,825.700000,0,,,0.001
sarsa,0,218,32,599.680000,1,31,reward_spike>=190,0.001
sarsa,0,219,19,522.410000,1,18,reward_spike>=190,0.000
sarsa,0,220,19,427.210000,1,18,reward_spike>=190,0.000
sarsa,0,221,32,674.780000,1,31,reward_spike>=190,0.001
sarsa,0,222,16,634.940000,1,15,reward_spike>=190,0.000
sarsa,0,223,37,885.830000,0,,,0.001
sarsa,0,224,40,735.800000,0,,,0.001
sarsa,0,225,25,636.750000,1,24,reward_spike>=190,0.001
sarsa,0,226,39,832.110000,1,38,reward_spike>=190,0.001
sarsa,0,227,40,707.400000,0,,,0.001
sarsa,0,228,40,619.500000,0,,,0.001
sarsa,0,229,40,1234.200000,0,,,0.001
sarsa,0,230,40,805.100000,0,,,0.001
sarsa,0,231,23,825.670000,1,22,reward_spike>=190,0.001
sarsa,0,232,40,763.400000,0,,,0.001
sarsa,0,233,32,984.180000,1,31,reward_spike>=190,0.001
sarsa,0,234,27,691.830000,1,26,reward_spike>=190,0.001
sarsa,0,235,37,675.230000,0,,,0.001
sarsa,0,236,40,814.900000,0,,,0.001
sarsa,0,237,18,747.720000,1,17,reward_spike>=190,0.000
sarsa,0,238,32,826.380000,1,31,reward_spike>=190,0.001
sarsa,0,239,33,895.370000,1,32,reward_spike>=190,0.001
sarsa,0,240,40,933.700000,0,,,0.001
sarsa,0,241,40,518.600000,0,,,0.001
sarsa,0,242,40,704.900000,0,,,0.001
sarsa,0,243,18,635.120000,1,17,reward_spike>=190,0.001
sarsa,0,244,23,806.370000,1,22,reward_spike>=190,0.001
sarsa,0,245,35,704.050000,1,34,reward_spike>=190,0.001
sarsa,0,246,22,805.980000,1,21,reward_spike>=190,0.001
sarsa,0,247,40,1271.500000,0,,,0.001
sarsa,0,248,23,804.470000,1,22,reward_spike>=190,0.001
sarsa,0,249,17,636.730000,1,16,reward_spike>=190,0.000
sarsa,0,250,36,923.340000,1,35,reward_spike>=190,0.001
sarsa,0,251,40,1003.200000,0,,,0.001
sarsa,0,252,30,752.000000,1,29,reward_spike>=190,0.001
sarsa,0,253,26,638.240000,1,25,reward_spike>=190,0.001
sarsa,0,254,40,829.800000,0,,,0.001
sarsa,0,255,30,1102.600000,1,29,reward_spike>=190,0.001
sarsa,0,256,22,635.480000,1,21,reward_spike>=190,0.001
sarsa,0,257,28,920.320000,1,27,reward_spike>=190,0.001
sarsa,0,258,19,636.710000,1,18,reward_spike>=190,0.001
sarsa,0,259,31,1125.390000,1,30,reward_spike>=190,0.001
sarsa,0,260,24,804.260000,1,23,reward_spike>=190,0.001
sarsa,0,261,40,543.600000,0,,,0.001
sarsa,0,262,40,848.900000,0,,,0.001
sarsa,0,263,30,635.300000,1,29,reward_spike>=190,0.001
sarsa,0,264,40,804.700000,0,,,0.001
sarsa,0,265,24,804.560000,1,23,reward_spike>=190,0.001
sarsa,0,266,40,700.600000,0,,,0.001
sarsa,0,267,40,808.800000,0,,,0.001
sarsa,0,268,33,898.670000,1,32,reward_spike>=190,0.001
sarsa,0,269,40,562.200000,0,,,0.001
sarsa,0,270,40,650.200000,0,,,0.001
sarsa,0,271,40,936.200000,0,,,0.001
sarsa,0,272,18,748.620000,1,17,reward_spike>=190,0.000
sarsa,0,273,40,769.600000,0,,,0.001
sarsa,0,274,33,843.170000,1,32,reward_spike>=190,0.001
sarsa,0,275,40,371.100000,0,,,0.001
sarsa,0,276,37,941.330000,1,36,reward_spike>=190,0.001
sarsa,0,277,31,881.890000,1,30,reward_spike>=190,0.001
sarsa,0,278,32,1148.280000,1,31,reward_spike>=190,0.001
sarsa,0,279,20,637.200000,1,19,reward_spike>=190,0.001
sarsa,0,280,29,766.710000,1,28,reward_spike>=190,0.001
sarsa,0,281,34,974.060000,1,33,reward_spike>=190,0.001
sarsa,0,282,40,388.200000,0,,,0.001
sarsa,0,283,40,916.100000,0,,,0.001
sarsa,0,284,24,781.860000,1,23,reward_spike>=190,0.001
sarsa,0,285,40,467.400000,0,,,0.001
sarsa,0,286,23,582.570000,1,22,reward_spike>=190,0.001
sarsa,0,287,40,845.500000,0,,,0.001
sarsa,0,288,23,750.170000,1,22,reward_spike>=190,0.001
sarsa,0,289,40,622.300000,0,,,0.001
sarsa,0,290,40,724.700000,0,,,0.001
sarsa,0,291,40,614.000000,0,,,0.001
sarsa,0,292,27,654.330000,1,26,reward_spike>=190,0.001
sarsa,0,293,40,614.100000,0,,,0.001
sarsa,0,294,16,524.240000,1,15,reward_spike>=190,0.000
sarsa,0,295,40,638.800000,0,,,0.001
sarsa,0,296,17,633.230000,1,16,reward_spike>=190,0.000
