policy,seed,episode,steps,reward,success,success_step,success_reason,time_s
sarsa,0,0,25,577.850000,1,24,reward_spike>=190,0.001
sarsa,0,1,34,642.060000,1,33,reward_spike>=190,0.001
sarsa,0,2,17,525.930000,1,16,reward_spike>=190,0.000
sarsa,0,3,40,639.900000,0,,,0.001
sarsa,0,4,40,706.000000,0,,,0.001
sarsa,0,5,39,606.710000,1,38,reward_spike>=190,0.001
sarsa,0,6,33,879.470000,1,32,reward_spike>=190,0.001
sarsa,0,7,40,510.400000,0,,,0.001
sarsa,0,8,35,582.750000,1,34,reward_spike>=190,0.001
sarsa,0,9,40,707.100000,0,,,0.001
sarsa,0,10,31,862.190000,1,30,reward_spike>=190,0.001
sarsa,0,11,40,821.600000,0,,,0.001
sarsa,0,12,40,241.800000,0,,,0.001
sarsa,0,13,29,1087.310000,1,28,reward_spike>=190,0.001
sarsa,0,14,26,584.740000,1,25,reward_spike>=190,0.001
sarsa,0,15,24,861.060000,1,23,reward_spike>=190,0.001
sarsa,0,16,40,775.900000,0,,,0.001
sarsa,0,17,30,897.600000,0,,,0.001
sarsa,0,18,31,658.190000,1,30,reward_spike>=190,0.001
sarsa,0,19,40,504.300000,0,,,0.001
sarsa,0,20,40,1072.400000,1,39,reward_spike>=190,0.001
sarsa,0,21,40,741.000000,0,,,0.001
sarsa,0,22,39,892.210000,1,38,reward_spike>=190,0.001
sarsa,0,23,40,746.400000,0,,,0.001
sarsa,0,24,40,763.500000,0,,,0.001
sarsa,0,25,40,601.800000,0,,,0.001
sarsa,0,26,40,465.100000,0,,,0.001
sarsa,0,27,40,488.300000,0,,,0.001
sarsa,0,28,23,748.970000,1,22,reward_spike>=190,0.001
sarsa,0,29,40,1051.400000,0,,,0.001
sarsa,0,30,15,581.850000,1,14,reward_spike>=190,0.000
sarsa,0,31,23,880.470000,1,22,reward_spike>=190,0.001
sarsa,0,32,40,505.000000,0,,,0.001
sarsa,0,33,40,841.600000,0,,,0.001
sarsa,0,34,40,902.500000,0,,,0.001
sarsa,0,35,36,818.940000,1,35,reward_spike>=190,0.001
sarsa,0,36,36,955.640000,1,35,reward_spike>=190,0.001
sarsa,0,37,40,1029.900000,0,,,0.001
sarsa,0,38,40,536.500000,0,,,0.001
sarsa,0,39,24,712.760000,1,23,reward_spike>=190,0.001
sarsa,0,40,40,607.000000,0,,,0.001
sarsa,0,41,40,472.700000,0,,,0.001
sarsa,0,42,23,598.870000,0,,,0.001
sarsa,0,43,22,861.080000,1,21,reward_spike>=190,0.001
sarsa,0,44,23,595.270000,1,22,reward_spike>=190,0.001
sarsa,0,45,21,653.590000,1,20,reward_spike>=190,0.001
sarsa,0,46,40,670.500000,0,,,0.001
