policy,seed,episode,steps,reward,success,success_step,success_reason,time_s
sarsa,0,0,34,697.260000,1,33,reward_spike>=190,0.001
sarsa,0,1,29,695.110000,1,28,reward_spike>=190,0.001
sarsa,0,2,40,831.000000,0,,,0.001
sarsa,0,3,28,580.620000,1,27,reward_spike>=190,0.001
sarsa,0,4,22,689.080000,1,21,reward_spike>=190,0.001
sarsa,0,5,40,706.400000,0,,,0.001
sarsa,0,6,27,770.930000,1,26,reward_spike>=190,0.001
sarsa,0,7,21,582.790000,1,20,reward_spike>=190,0.001
sarsa,0,8,25,524.350000,1,24,reward_spike>=190,0.001
sarsa,0,9,40,599.400000,0,,,0.001
sarsa,0,10,40,720.900000,0,,,0.001
sarsa,0,11,28,853.520000,1,27,reward_spike>=190,0.001
sarsa,0,12,31,714.490000,1,30,reward_spike>=190,0.001
sarsa,0,13,32,765.180000,1,31,reward_spike>=190,0.001
sarsa,0,14,23,692.570000,1,22,reward_spike>=190,0.001
sarsa,0,15,40,850.000000,0,,,0.001
sarsa,0,16,27,472.730000,1,26,reward_spike>=190,0.001
sarsa,0,17,31,672.790000,1,30,reward_spike>=190,0.001
sarsa,0,18,12,577.980000,1,11,reward_spike>=190,0.000
sarsa,0,19,40,751.300000,0,,,0.001
sarsa,0,20,28,730.720000,1,27,reward_spike>=190,0.001
sarsa,0,21,40,501.600000,0,,,0.001
sarsa,0,22,40,893.800000,0,,,0.001
sarsa,0,23,40,750.300000,0,,,0.001
sarsa,0,24,40,849.700000,0,,,0.001
sarsa,0,25,35,1010.750000,1,34,reward_spike>=190,0.001
sarsa,0,26,40,1051.200000,1,39,reward_spike>=190,0.001
sarsa,0,27,39,733.810000,1,38,reward_spike>=190,0.001
sarsa,0,28,40,753.100000,0,,,0.001
sarsa,0,29,28,586.420000,1,27,reward_spike>=190,0.001
sarsa,0,30,38,911.120000,1,37,reward_spike>=190,0.001
sarsa,0,31,37,927.830000,1,36,reward_spike>=190,0.001
sarsa,0,32,40,700.400000,1,39,reward_spike>=190,0.001
sarsa,0,33,26,988.340000,1,25,reward_spike>=190,0.001
sarsa,0,34,29,713.910000,1,28,reward_spike>=190,0.001
