policy,seed,episode,phase,steps,reward,success,time_s
sarsa,0,0,,34,754.260000,1,0.001
sarsa,0,1,,40,757.400000,0,0.001
sarsa,0,2,,40,575.600000,0,0.001
sarsa,0,3,,40,921.500000,0,0.001
sarsa,0,4,,40,443.200000,0,0.001
sarsa,0,5,,32,601.480000,1,0.001
sarsa,0,6,,40,648.900000,0,0.001
sarsa,0,7,,40,655.200000,0,0.001
sarsa,0,8,,40,733.900000,0,0.001
sarsa,0,9,,35,1145.950000,1,0.001
sarsa,0,10,,40,716.700000,0,0.001
sarsa,0,11,,40,929.600000,0,0.001
sarsa,0,12,,37,1037.230000,1,0.001
sarsa,0,13,,40,729.200000,0,0.001
sarsa,0,14,,22,753.380000,1,0.001
sarsa,0,15,,23,696.570000,1,0.001
sarsa,0,16,,33,676.370000,1,0.001
sarsa,0,17,,19,636.410000,1,0.001
sarsa,0,18,,40,922.900000,1,0.001
sarsa,0,19,,38,758.420000,1,0.001
sarsa,0,20,,18,762.920000,1,0.000
sarsa,0,21,,24,726.760000,1,0.001
sarsa,0,22,,40,900.900000,0,0.001
sarsa,0,23,,33,992.170000,1,0.001
sarsa,0,24,,24,596.960000,1,0.001
sarsa,0,25,,32,1162.380000,1,0.001
sarsa,0,26,,31,727.990000,1,0.001
sarsa,0,27,,40,730.600000,0,0.001
sarsa,0,28,,27,750.630000,1,0.001
sarsa,0,29,,40,770.400000,0,0.001
sarsa,0,30,,40,509.300000,0,0.001
sarsa,0,31,,40,892.800000,0,0.001
sarsa,0,32,,26,697.740000,1,0.001
sarsa,0,33,,29,998.410000,1,0.001
sarsa,0,34,,39,1008.210000,1,0.001
sarsa,0,35,,21,583.690000,1,0.001
sarsa,0,36,,40,1159.000000,1,0.001
sarsa,0,37,,40,565.000000,0,0.001
sarsa,0,38,,40,974.200000,0,0.001
sarsa,0,39,,25,937.450000,1,0.001
sarsa,0,40,,40,1136.700000,1,0.001
sarsa,0,41,,24,711.760000,1,0.001
sarsa,0,42,,27,913.630000,1,0.001
sarsa,0,43,,38,649.220000,1,0.001
sarsa,0,44,,40,669.300000,0,0.001
sarsa,0,45,,13,521.070000,1,0.000
sarsa,0,46,,40,693.500000,0,0.001
sarsa,0,47,,29,977.710000,1,0.001
sarsa,0,48,,26,653.840000,1,0.001
sarsa,0,49,,27,698.930000,1,0.001
sarsa,0,50,,40,878.300000,0,0.001
sarsa,0,51,,40,821.900000,0,0.001
sarsa,0,52,,40,1073.200000,1,0.001
sarsa,0,53,,23,753.470000,1,0.001
sarsa,0,54,,22,693.680000,1,0.001
sarsa,0,55,,40,607.300000,0,0.001
sarsa,0,56,,40,673.200000,0,0.001
sarsa,0,57,,13,524.770000,1,0.000
sarsa,0,58,,25,752.550000,1,0.001
sarsa,0,59,,27,979.230000,1,0.001
sarsa,0,60,,27,812.030000,1,0.001
sarsa,0,61,,40,1003.100000,0,0.001
