policy,seed,episode,phase,steps,reward,success,time_s
sarsa,123,0,,32,642.680000,1,0.001
sarsa,123,1,,23,805.670000,1,0.001
sarsa,123,2,,24,749.060000,1,0.001
sarsa,123,3,,23,581.270000,1,0.001
sarsa,123,4,,24,669.260000,1,0.001
sarsa,123,5,,15,693.550000,1,0.000
sarsa,123,6,,40,665.700000,0,0.001
sarsa,123,7,,40,1116.400000,0,0.001
sarsa,123,8,,36,839.940000,1,0.001
sarsa,123,9,,37,790.230000,1,0.001
sarsa,123,10,,40,783.400000,0,0.001
sarsa,123,11,,21,410.790000,1,0.001
sarsa,123,12,,40,466.100000,0,0.001
sarsa,123,13,,40,665.900000,0,0.001
sarsa,123,14,,22,526.180000,1,0.001
sarsa,123,15,,40,779.300000,0,0.001
sarsa,123,16,,40,470.400000,0,0.001
sarsa,123,17,,24,862.860000,1,0.001
sarsa,123,18,,40,698.300000,0,0.001
sarsa,123,19,,40,422.300000,0,0.001
sarsa,123,20,,40,821.300000,0,0.001
sarsa,123,21,,40,518.100000,0,0.001
sarsa,123,22,,27,696.730000,1,0.001
sarsa,123,23,,26,603.540000,1,0.001
sarsa,123,24,,39,805.110000,1,0.001
sarsa,123,25,,27,641.630000,1,0.001
sarsa,123,26,,40,792.900000,0,0.001
sarsa,123,27,,37,1164.230000,1,0.001
sarsa,123,28,,34,1094.260000,1,0.001
sarsa,123,29,,40,823.100000,0,0.001
sarsa,123,30,,40,946.000000,0,0.001
sarsa,123,31,,40,688.100000,0,0.001
sarsa,123,32,,31,614.690000,1,0.001
sarsa,123,33,,22,539.380000,1,0.001
sarsa,123,34,,28,695.920000,1,0.001
sarsa,123,35,,40,454.600000,0,0.001
sarsa,123,36,,20,694.700000,1,0.000
sarsa,123,37,,36,982.440000,1,0.001
sarsa,123,38,,30,864.400000,1,0.001
sarsa,123,39,,40,730.000000,0,0.001
sarsa,123,40,,21,470.690000,1,0.001
sarsa,123,41,,38,1058.320000,1,0.001
sarsa,123,42,,14,466.560000,1,0.000
sarsa,123,43,,39,999.010000,1,0.001
