seed,algo,episode,is_final,steps_to_mastery,total_reward,done_reason,running_mean_steps,running_mean_reward
2,Random,25,0,40,78.0,timeout,19.269,53.265
2,Random,26,0,9,39.1,mastery,18.889,52.741
2,Random,27,0,12,46.8,mastery,18.643,52.529
2,Random,28,0,8,46.2,mastery,18.276,52.31
2,Random,29,0,7,38.3,mastery,17.9,51.843
2,Random,30,0,5,40.5,mastery,17.484,51.477
2,Random,31,0,8,29.2,mastery,17.188,50.781
2,Random,32,0,17,48.3,mastery,17.182,50.706
2,Random,33,0,14,40.6,mastery,17.088,50.409
2,Random,34,0,10,25.0,mastery,16.886,49.683
2,Random,35,0,6,43.4,mastery,16.583,49.508
2,Random,36,0,6,40.4,mastery,16.297,49.262
2,Random,37,0,22,39.8,mastery,16.447,49.013
2,Random,38,0,11,70.9,mastery,16.308,49.574
2,Random,39,0,6,33.4,mastery,16.05,49.17
2,Random,40,0,13,49.7,mastery,15.976,49.183
2,Random,41,0,10,54.0,mastery,15.833,49.298
2,Random,42,0,14,37.6,mastery,15.791,49.026
2,Random,43,0,25,162.5,mastery,16.0,51.605
2,Random,44,0,11,51.9,mastery,15.889,51.611
2,Random,45,0,40,-3.0,timeout,16.413,50.424
2,Random,46,0,12,121.8,mastery,16.319,51.943
2,Random,47,0,19,20.1,mastery,16.375,51.279
2,Random,48,0,23,37.7,mastery,16.51,51.002
2,Random,49,1,39,22.1,mastery,16.96,50.424
2,SARSA,0,0,40,191.0,timeout,40.0,191.0
2,SARSA,1,0,24,119.6,mastery,32.0,155.3
2,SARSA,2,0,40,173.0,timeout,34.667,161.2
2,SARSA,3,0,40,210.0,timeout,36.0,173.4
2,SARSA,4,0,35,203.5,mastery,35.8,179.42
2,SARSA,5,0,40,170.0,timeout,36.5,177.85
2,SARSA,6,0,40,77.0,timeout,37.0,163.443
2,SARSA,7,0,12,29.8,mastery,33.875,146.738
2,SARSA,8,0,11,58.9,mastery,31.333,136.978
2,SARSA,9,0,40,195.0,timeout,32.2,142.78
2,SARSA,10,0,40,272.0,timeout,32.909,154.527
2,SARSA,11,0,26,174.4,mastery,32.333,156.183
2,SARSA,12,0,30,169.0,mastery,32.154,157.169
2,SARSA,13,0,26,129.4,mastery,31.714,155.186
2,SARSA,14,0,38,202.2,mastery,32.133,158.32
2,SARSA,15,0,40,165.0,timeout,32.625,158.738
2,SARSA,16,0,40,234.0,timeout,33.059,163.165
2,SARSA,17,0,40,159.0,timeout,33.444,162.933
2,SARSA,18,0,40,134.0,timeout,33.789,161.411
2,SARSA,19,0,24,133.6,mastery,33.3,160.02
2,SARSA,20,0,40,174.0,timeout,33.619,160.686
2,SARSA,21,0,8,41.2,mastery,32.455,155.255
2,SARSA,22,0,40,326.0,timeout,32.783,162.678
2,SARSA,23,0,23,135.7,mastery,32.375,161.554
2,SARSA,24,0,40,135.0,timeout,32.68,160.492
2,SARSA,25,0,40,191.0,timeout,32.962,161.665
2,SARSA,26,0,40,153.0,timeout,33.222,161.344
2,SARSA,27,0,40,113.0,timeout,33.464,159.618
2,SARSA,28,0,40,222.0,timeout,33.69,161.769
2,SARSA,29,0,40,158.0,timeout,33.9,161.643
2,SARSA,30,0,40,200.0,timeout,34.097,162.881
2,SARSA,31,0,40,193.0,timeout,34.281,163.822
2,SARSA,32,0,27,150.3,mastery,34.061,163.412
2,SARSA,33,0,40,200.0,timeout,34.235,164.488
2,SARSA,34,0,40,193.0,timeout,34.4,165.303
2,SARSA,35,0,40,200.0,timeout,34.556,166.267
2,SARSA,36,0,40,172.0,timeout,34.703,166.422
2,SARSA,37,0,40,212.0,timeout,34.842,167.621
2,SARSA,38,0,40,172.0,timeout,34.974,167.733
2,SARSA,39,0,40,214.0,timeout,35.1,168.89
2,SARSA,40,0,40,200.0,timeout,35.22,169.649
2,SARSA,41,0,40,94.0,timeout,35.333,167.848
2,SARSA,42,0,40,77.0,timeout,35.442,165.735
2,SARSA,43,0,40,193.0,timeout,35.545,166.355
2,SARSA,44,0,40,200.0,timeout,35.644,167.102
2,SARSA,45,0,40,186.0,timeout,35.739,167.513
2,SARSA,46,0,40,179.0,timeout,35.83,167.757
2,SARSA,47,0,40,207.0,timeout,35.917,168.575
2,SARSA,48,0,40,193.0,timeout,36.0,169.073
2,SARSA,49,1,40,172.0,timeout,36.08,169.132
3,Random,0,0,11,48.9,mastery,11.0,48.9
3,Random,1,0,9,25.1,mastery,10.0,37.0
3,Random,2,0,27,24.3,mastery,15.667,32.767
3,Random,3,0,25,81.5,mastery,18.0,44.95
3,Random,4,0,9,56.1,mastery,16.2,47.18
3,Random,5,0,12,97.8,mastery,15.5,55.617
3,Random,6,0,31,156.9,mastery,17.714,70.086
3,Random,7,0,7,48.3,mastery,16.375,67.363
3,Random,8,0,5,28.5,mastery,15.111,63.044
3,Random,9,0,6,24.4,mastery,14.2,59.18
3,Random,10,0,10,51.0,mastery,13.818,58.436
3,Random,11,0,26,59.4,mastery,14.833,58.517
3,Random,12,0,10,44.0,mastery,14.462,57.4
3,Random,13,0,6,45.4,mastery,13.857,56.543
3,Random,14,0,40,51.0,timeout,15.6,56.173
3,Random,15,0,21,48.9,mastery,15.938,55.719
3,Random,16,0,40,63.0,mastery,17.353,56.147
3,Random,17,0,21,48.9,mastery,17.556,55.744
3,Random,18,0,6,50.4,mastery,16.947,55.463
3,Random,19,0,11,43.9,mastery,16.65,54.885
3,Random,20,0,7,36.3,mastery,16.19,54.0
3,Random,21,0,20,44.0,mastery,16.364,53.545
3,Random,22,0,7,31.3,mastery,15.957,52.578
3,Random,23,0,5,28.5,mastery,15.5,51.575
3,Random,24,0,11,46.9,mastery,15.32,51.388
3,Random,25,0,16,148.4,mastery,15.346,55.119
3,Random,26,0,10,37.0,mastery,15.148,54.448
3,Random,27,0,10,25.0,mastery,14.964,53.396
3,Random,28,0,26,64.4,mastery,15.345,53.776
3,Random,29,0,18,29.2,mastery,15.433,52.957
3,Random,30,0,7,43.3,mastery,15.161,52.645
3,Random,31,0,19,77.1,mastery,15.281,53.409
3,Random,32,0,7,60.3,mastery,15.03,53.618
3,Random,33,0,6,50.4,mastery,14.765,53.524
3,Random,34,0,19,141.1,mastery,14.886,56.026
3,Random,35,0,18,53.2,mastery,14.972,55.947
3,Random,36,0,9,27.1,mastery,14.811,55.168
3,Random,37,0,11,34.9,mastery,14.711,54.634
3,Random,38,0,7,31.3,mastery,14.513,54.036
3,Random,39,0,7,43.3,mastery,14.325,53.768
3,Random,40,0,8,27.2,mastery,14.171,53.12
3,Random,41,0,18,48.2,mastery,14.262,53.002
3,Random,42,0,14,131.6,mastery,14.256,54.83
3,Random,43,0,17,50.3,mastery,14.318,54.727
3,Random,44,0,7,65.3,mastery,14.156,54.962
3,Random,45,0,17,43.3,mastery,14.217,54.709
3,Random,46,0,13,54.7,mastery,14.191,54.709
3,Random,47,0,37,242.3,mastery,14.667,58.617
3,Random,48,0,4,21.6,mastery,14.449,57.861
3,Random,49,1,22,43.8,mastery,14.6,57.58
3,SARSA,0,0,40,193.0,timeout,40.0,193.0
3,SARSA,1,0,40,191.0,timeout,40.0,192.0
3,SARSA,2,0,40,207.0,timeout,40.0,197.0
3,SARSA,3,0,40,193.0,timeout,40.0,196.0
3,SARSA,4,0,40,193.0,timeout,40.0,195.4
3,SARSA,5,0,40,185.0,timeout,40.0,193.667
3,SARSA,6,0,40,114.0,timeout,40.0,182.286
3,SARSA,7,0,40,151.0,timeout,40.0,178.375
3,SARSA,8,0,40,186.0,timeout,40.0,179.222
3,SARSA,9,0,40,279.0,timeout,40.0,189.2
3,SARSA,10,0,5,45.5,mastery,36.818,176.136
3,SARSA,11,0,40,222.0,timeout,37.083,179.958
3,SARSA,12,0,8,37.2,mastery,34.846,168.977
3,SARSA,13,0,40,258.0,timeout,35.214,175.336
3,SARSA,14,0,20,134.0,mastery,34.2,172.58
3,SARSA,15,0,40,302.0,timeout,34.562,180.669
3,SARSA,16,0,24,108.6,mastery,33.941,176.429
3,SARSA,17,0,40,288.0,timeout,34.278,182.628
3,SARSA,18,0,40,265.0,timeout,34.579,186.963
3,SARSA,19,0,40,302.0,timeout,34.85,192.715
3,SARSA,20,0,40,254.0,timeout,35.095,195.633
3,SARSA,21,0,40,202.0,timeout,35.318,195.923
3,SARSA,22,0,40,311.0,timeout,35.522,200.926
3,SARSA,23,0,40,132.0,timeout,35.708,198.054
3,SARSA,24,0,40,300.0,timeout,35.88,202.132
3,SARSA,25,0,40,182.0,timeout,36.038,201.358
3,SARSA,26,0,40,208.0,timeout,36.185,201.604
3,SARSA,27,0,34,209.6,mastery,36.107,201.889
3,SARSA,28,0,7,50.3,mastery,35.103,196.662
3,SARSA,29,0,25,170.5,mastery,34.767,195.79
3,SARSA,30,0,16,106.4,mastery,34.161,192.906
3,SARSA,31,0,40,244.0,timeout,34.344,194.503
3,SARSA,32,0,40,220.0,timeout,34.515,195.276
3,SARSA,33,0,40,222.0,timeout,34.676,196.062
3,SARSA,34,0,40,137.0,timeout,34.829,194.374
3,SARSA,35,0,21,106.9,mastery,34.444,191.944
3,SARSA,36,0,30,167.0,mastery,34.324,191.27
3,SARSA,37,0,40,141.0,timeout,34.474,189.947
3,SARSA,38,0,40,116.0,timeout,34.615,188.051
3,SARSA,39,0,40,271.0,timeout,34.75,190.125
3,SARSA,40,0,40,158.0,timeout,34.878,189.341
3,SARSA,41,0,40,185.0,timeout,35.0,189.238
3,SARSA,42,0,40,241.0,timeout,35.116,190.442
3,SARSA,43,0,30,166.0,mastery,35.0,189.886
3,SARSA,44,0,36,261.4,mastery,35.022,191.476
3,SARSA,45,0,40,151.0,timeout,35.13,190.596
3,SARSA,46,0,25,140.5,mastery,34.915,189.53
3,SARSA,47,0,33,203.7,mastery,34.875,189.825
3,SARSA,48,0,13,107.7,mastery,34.429,188.149
3,SARSA,49,1,40,248.0,timeout,34.54,189.346
4,Random,0,0,13,90.7,mastery,13.0,90.7
4,Random,1,0,5,35.5,mastery,9.0,63.1
4,Random,2,0,13,78.7,mastery,10.333,68.3
4,Random,3,0,11,34.9,mastery,10.5,59.95
4,Random,4,0,12,82.8,mastery,10.8,64.52
4,Random,5,0,13,35.7,mastery,11.167,59.717
4,Random,6,0,10,35.0,mastery,11.0,56.186
4,Random,7,0,27,141.3,mastery,13.0,66.825
4,Random,8,0,37,232.3,mastery,15.667,85.211
4,Random,9,0,11,56.9,mastery,15.2,82.38
4,Random,10,0,22,20.8,mastery,15.818,76.782
4,Random,11,0,11,39.9,mastery,15.417,73.708
4,Random,12,0,8,25.2,mastery,14.846,69.977
4,Random,13,0,16,91.4,mastery,14.929,71.507
4,Random,14,0,6,45.4,mastery,14.333,69.767
4,Random,15,0,18,38.2,mastery,14.562,67.794
4,Random,16,0,24,49.6,mastery,15.118,66.724
4,Random,17,0,5,40.5,mastery,14.556,65.267
4,Random,18,0,27,240.3,mastery,15.211,74.479
4,Random,19,0,8,65.2,mastery,14.85,74.015
4,Random,20,0,15,122.5,mastery,14.857,76.324
4,Random,21,0,11,34.9,mastery,14.682,74.441
4,Random,22,0,9,75.1,mastery,14.435,74.47
4,Random,23,0,18,36.2,mastery,14.583,72.875
4,Random,24,0,37,31.3,mastery,15.48,71.212
4,Random,25,0,12,46.8,mastery,15.346,70.273
4,Random,26,0,37,116.3,mastery,16.148,71.978
4,Random,27,0,14,64.6,mastery,16.071,71.714
4,Random,28,0,8,36.2,mastery,15.793,70.49
4,Random,29,0,13,54.7,mastery,15.7,69.963
4,Random,30,0,40,207.0,timeout,16.484,74.384
4,Random,31,0,19,97.1,mastery,16.562,75.094
4,Random,32,0,20,83.0,mastery,16.667,75.333
4,Random,33,0,20,116.0,mastery,16.765,76.529
4,Random,34,0,18,58.2,mastery,16.8,76.006
4,Random,35,0,7,55.3,mastery,16.528,75.431
4,Random,36,0,32,92.8,mastery,16.946,75.9
4,Random,37,0,8,36.2,mastery,16.711,74.855
4,Random,38,0,19,41.1,mastery,16.769,73.99
4,Random,39,0,36,76.4,mastery,17.25,74.05
4,Random,40,0,31,144.9,mastery,17.585,75.778
4,Random,41,0,21,26.9,mastery,17.667,74.614
4,Random,42,0,13,75.7,mastery,17.558,74.64
4,Random,43,0,34,200.6,mastery,17.932,77.502
4,Random,44,0,40,162.0,timeout,18.422,79.38
4,Random,45,0,10,87.0,mastery,18.239,79.546
4,Random,46,0,8,29.2,mastery,18.021,78.474
4,Random,47,0,5,26.5,mastery,17.75,77.392
4,Random,48,0,13,78.7,mastery,17.653,77.418
4,Random,49,1,11,34.9,mastery,17.52,76.568
4,SARSA,0,0,32,138.8,mastery,32.0,138.8
4,SARSA,1,0,40,144.0,timeout,36.0,141.4
4,SARSA,2,0,40,219.0,timeout,37.333,167.267
4,SARSA,3,0,40,147.0,timeout,38.0,162.2
4,SARSA,4,0,40,291.0,timeout,38.4,187.96
4,SARSA,5,0,40,219.0,timeout,38.667,193.133
4,SARSA,6,0,11,67.9,mastery,34.714,175.243
4,SARSA,7,0,38,220.2,mastery,35.125,180.863
4,SARSA,8,0,16,117.4,mastery,33.0,173.811
4,SARSA,9,0,14,80.6,mastery,31.1,164.49
4,SARSA,10,0,40,288.0,timeout,31.909,175.718
4,SARSA,11,0,40,207.0,timeout,32.583,178.325
4,SARSA,12,0,34,163.6,mastery,32.692,177.192
4,SARSA,13,0,40,186.0,timeout,33.214,177.821
4,SARSA,14,0,9,55.1,mastery,31.6,169.64
4,SARSA,15,0,9,69.1,mastery,30.188,163.356
4,SARSA,16,0,29,158.1,mastery,30.118,163.047
4,SARSA,17,0,17,101.3,mastery,29.389,159.617
4,SARSA,18,0,18,99.2,mastery,28.789,156.437
4,SARSA,19,0,26,107.4,mastery,28.65,153.985
4,SARSA,20,0,40,205.0,timeout,29.19,156.414
4,SARSA,21,0,40,158.0,timeout,29.682,156.486
4,SARSA,22,0,17,94.3,mastery,29.13,153.783
4,SARSA,23,0,40,198.0,timeout,29.583,155.625
4,SARSA,24,0,16,89.4,mastery,29.04,152.976
4,SARSA,25,0,34,173.6,mastery,29.231,153.769
4,SARSA,26,0,40,113.0,timeout,29.63,152.259
4,SARSA,27,0,5,42.5,mastery,28.75,148.339
4,SARSA,28,0,15,117.5,mastery,28.276,147.276
4,SARSA,29,0,24,136.6,mastery,28.133,146.92
4,SARSA,30,0,40,260.0,timeout,28.516,150.568
4,SARSA,31,0,40,177.0,timeout,28.875,151.394
4,SARSA,32,0,40,228.0,timeout,29.212,153.715
4,SARSA,33,0,40,261.0,timeout,29.529,156.871
4,SARSA,34,0,18,183.2,mastery,29.2,157.623
4,SARSA,35,0,36,313.4,mastery,29.389,161.95
4,SARSA,36,0,40,163.0,timeout,29.676,161.978
4,SARSA,37,0,29,245.1,mastery,29.658,164.166
4,SARSA,38,0,13,99.7,mastery,29.231,162.513
4,SARSA,39,0,40,153.0,timeout,29.5,162.275
4,SARSA,40,0,40,165.0,timeout,29.756,162.341
4,SARSA,41,0,40,178.0,timeout,30.0,162.714
4,SARSA,42,0,22,140.8,mastery,29.814,162.205
4,SARSA,43,0,8,58.2,mastery,29.318,159.841
4,SARSA,44,0,19,111.1,mastery,29.089,158.758
4,SARSA,45,0,11,84.9,mastery,28.696,157.152
