tag,seed,algo,episode,is_final,steps_to_mastery,total_reward,done_reason,running_mean_steps,running_mean_reward
b,4,SARSA,12,0,7,68.6,mastery,7.385,70.523
b,4,SARSA,13,0,9,64.2,mastery,7.5,70.071
b,4,SARSA,14,0,9,64.2,mastery,7.6,69.68
b,4,SARSA,15,0,5,73.0,mastery,7.438,69.888
b,4,SARSA,16,0,4,75.2,mastery,7.235,70.2
b,4,SARSA,17,0,6,77.8,mastery,7.167,70.622
b,4,SARSA,18,0,6,70.8,mastery,7.105,70.632
b,4,SARSA,19,0,17,78.6,mastery,7.6,71.03
b,4,SARSA,20,0,30,130.0,timeout,8.667,73.838
b,4,SARSA,21,0,5,73.0,mastery,8.5,73.8
b,4,SARSA,22,0,4,75.2,mastery,8.304,73.861
b,4,SARSA,23,0,5,73.0,mastery,8.167,73.825
b,4,SARSA,24,0,6,72.8,mastery,8.08,73.784
b,4,SARSA,25,0,4,75.2,mastery,7.923,73.838
b,4,SARSA,26,0,4,75.2,mastery,7.778,73.889
b,4,SARSA,27,0,6,70.8,mastery,7.714,73.779
b,4,SARSA,28,0,5,73.0,mastery,7.621,73.752
b,4,SARSA,29,0,11,66.8,mastery,7.733,73.52
b,4,SARSA,30,0,10,73.0,mastery,7.806,73.503
b,4,SARSA,31,0,8,80.4,mastery,7.812,73.719
b,4,SARSA,32,0,21,51.8,mastery,8.212,73.055
b,4,SARSA,33,0,7,68.6,mastery,8.176,72.924
b,4,SARSA,34,0,5,73.0,mastery,8.086,72.926
b,4,SARSA,35,0,7,70.6,mastery,8.056,72.861
b,4,SARSA,36,0,4,75.2,mastery,7.946,72.924
b,4,SARSA,37,0,12,75.6,mastery,8.053,72.995
b,4,SARSA,38,0,7,70.6,mastery,8.026,72.933
b,4,SARSA,39,0,5,75.0,mastery,7.95,72.985
b,4,SARSA,40,0,8,66.4,mastery,7.951,72.824
b,4,SARSA,41,0,8,66.4,mastery,7.952,72.671
b,4,SARSA,42,0,6,72.8,mastery,7.907,72.674
b,4,SARSA,43,0,11,70.8,mastery,7.977,72.632
b,4,SARSA,44,0,8,66.4,mastery,7.978,72.493
b,4,SARSA,45,0,7,75.6,mastery,7.957,72.561
b,4,SARSA,46,0,8,73.4,mastery,7.957,72.579
b,4,SARSA,47,0,4,75.2,mastery,7.875,72.633
b,4,SARSA,48,0,4,75.2,mastery,7.796,72.686
b,4,SARSA,49,1,6,70.8,mastery,7.76,72.648
b,5,Random,0,0,14,91.2,mastery,14.0,91.2
b,5,Random,1,0,13,72.4,mastery,13.5,81.8
b,5,Random,2,0,9,88.2,mastery,12.0,83.933
b,5,Random,3,0,11,52.8,mastery,11.75,76.15
b,5,Random,4,0,14,84.2,mastery,12.2,77.76
b,5,Random,5,0,6,82.8,mastery,11.167,78.6
b,5,Random,6,0,6,72.8,mastery,10.429,77.771
b,5,Random,7,0,18,135.4,mastery,11.375,84.975
b,5,Random,8,0,17,67.6,mastery,12.0,83.044
b,5,Random,9,0,13,67.4,mastery,12.1,81.48
b,5,Random,10,0,12,64.6,mastery,12.091,79.945
b,5,Random,11,0,15,75.0,mastery,12.333,79.533
b,5,Random,12,0,30,-3.0,timeout,13.692,73.185
b,5,Random,13,0,30,11.0,timeout,14.857,68.743
b,5,Random,14,0,6,70.8,mastery,14.267,68.88
b,5,Random,15,0,8,59.4,mastery,13.875,68.288
b,5,Random,16,0,8,78.4,mastery,13.529,68.882
b,5,Random,17,0,7,62.6,mastery,13.167,68.533
b,5,Random,18,0,30,-38.0,timeout,14.053,62.926
b,5,Random,19,0,12,121.6,mastery,13.95,65.86
b,5,Random,20,0,19,131.2,mastery,14.19,68.971
b,5,Random,21,0,20,163.0,mastery,14.455,73.245
b,5,Random,22,0,24,98.2,mastery,14.87,74.33
b,5,Random,23,0,17,79.6,mastery,14.958,74.55
b,5,Random,24,0,10,88.0,mastery,14.76,75.088
b,5,Random,25,0,30,147.0,timeout,15.346,77.854
b,5,Random,26,0,30,20.0,timeout,15.889,75.711
b,5,Random,27,0,6,64.8,mastery,15.536,75.321
b,5,Random,28,0,16,62.8,mastery,15.552,74.89
b,5,Random,29,0,24,94.2,mastery,15.833,75.533
b,5,Random,30,0,7,75.6,mastery,15.548,75.535
b,5,Random,31,0,8,78.4,mastery,15.312,75.625
b,5,Random,32,0,11,135.8,mastery,15.182,77.448
b,5,Random,33,0,21,162.8,mastery,15.353,79.959
b,5,Random,34,0,30,5.0,timeout,15.771,77.817
b,5,Random,35,0,16,119.8,mastery,15.778,78.983
b,5,Random,36,0,28,224.4,mastery,16.108,82.914
b,5,Random,37,0,15,58.0,mastery,16.079,82.258
b,5,Random,38,0,12,156.6,mastery,15.974,84.164
b,5,Random,39,0,30,6.0,timeout,16.325,82.21
b,5,Random,40,0,10,83.0,mastery,16.171,82.229
b,5,Random,41,0,16,67.8,mastery,16.167,81.886
b,5,Random,42,0,4,64.2,mastery,15.884,81.474
b,5,Random,43,0,10,98.0,mastery,15.75,81.85
b,5,Random,44,0,16,83.8,mastery,15.756,81.893
b,5,Random,45,0,23,190.4,mastery,15.913,84.252
b,5,Random,46,0,12,121.6,mastery,15.83,85.047
b,5,Random,47,0,19,80.2,mastery,15.896,84.946
b,5,Random,48,0,11,66.8,mastery,15.796,84.576
b,5,Random,49,1,5,90.0,mastery,15.58,84.684
b,5,SARSA,0,0,14,64.2,mastery,14.0,64.2
b,5,SARSA,1,0,4,75.2,mastery,9.0,69.7
b,5,SARSA,2,0,4,75.2,mastery,7.333,71.533
b,5,SARSA,3,0,11,66.8,mastery,8.25,70.35
b,5,SARSA,4,0,9,64.2,mastery,8.4,69.12
b,5,SARSA,5,0,9,75.2,mastery,8.5,70.133
b,5,SARSA,6,0,30,97.0,timeout,11.571,73.971
b,5,SARSA,7,0,30,96.0,timeout,13.875,76.725
b,5,SARSA,8,0,6,70.8,mastery,13.0,76.067
b,5,SARSA,9,0,4,75.2,mastery,12.1,75.98
b,5,SARSA,10,0,7,68.6,mastery,11.636,75.309
b,5,SARSA,11,0,10,62.0,mastery,11.5,74.2
b,5,SARSA,12,0,4,75.2,mastery,10.923,74.277
b,5,SARSA,13,0,4,75.2,mastery,10.429,74.343
b,5,SARSA,14,0,8,73.4,mastery,10.267,74.28
b,5,SARSA,15,0,9,75.2,mastery,10.188,74.338
b,5,SARSA,16,0,30,111.0,timeout,11.353,76.494
b,5,SARSA,17,0,12,68.6,mastery,11.389,76.056
b,5,SARSA,18,0,5,80.0,mastery,11.053,76.263
b,5,SARSA,19,0,30,95.0,timeout,12.0,77.2
b,5,SARSA,20,0,9,64.2,mastery,11.857,76.581
b,5,SARSA,21,0,11,70.8,mastery,11.818,76.318
b,5,SARSA,22,0,10,73.0,mastery,11.739,76.174
b,5,SARSA,23,0,5,73.0,mastery,11.458,76.042
b,5,SARSA,24,0,4,75.2,mastery,11.16,76.008
b,5,SARSA,25,0,4,75.2,mastery,10.885,75.977
b,5,SARSA,26,0,12,68.6,mastery,10.926,75.704
b,5,SARSA,27,0,5,75.0,mastery,10.714,75.679
b,5,SARSA,28,0,12,82.6,mastery,10.759,75.917
b,5,SARSA,29,0,4,75.2,mastery,10.533,75.893
b,5,SARSA,30,0,9,64.2,mastery,10.484,75.516
b,5,SARSA,31,0,7,68.6,mastery,10.375,75.3
b,5,SARSA,32,0,6,70.8,mastery,10.242,75.164
b,5,SARSA,33,0,12,68.6,mastery,10.294,74.971
b,5,SARSA,34,0,5,73.0,mastery,10.143,74.914
b,5,SARSA,35,0,6,72.8,mastery,10.028,74.856
b,5,SARSA,36,0,10,62.0,mastery,10.027,74.508
b,5,SARSA,37,0,6,70.8,mastery,9.921,74.411
b,5,SARSA,38,0,9,73.2,mastery,9.897,74.379
b,5,SARSA,39,0,5,73.0,mastery,9.775,74.345
b,5,SARSA,40,0,6,70.8,mastery,9.683,74.259
b,5,SARSA,41,0,8,73.4,mastery,9.643,74.238
b,5,SARSA,42,0,9,66.2,mastery,9.628,74.051
b,5,SARSA,43,0,6,79.8,mastery,9.545,74.182
b,5,SARSA,44,0,10,62.0,mastery,9.556,73.911
b,5,SARSA,45,0,5,73.0,mastery,9.457,73.891
b,5,SARSA,46,0,5,73.0,mastery,9.362,73.872
b,5,SARSA,47,0,6,70.8,mastery,9.292,73.808
b,5,SARSA,48,0,6,70.8,mastery,9.224,73.747
b,5,SARSA,49,1,6,72.8,mastery,9.16,73.728
b,6,Random,0,0,15,122.0,mastery,15.0,122.0
b,6,Random,1,0,14,87.2,mastery,14.5,104.6
b,6,Random,2,0,30,56.0,timeout,19.667,88.4
b,6,Random,3,0,13,62.4,mastery,18.0,81.9
b,6,Random,4,0,6,99.8,mastery,15.6,85.48
b,6,Random,5,0,8,87.4,mastery,14.333,85.8
b,6,Random,6,0,23,71.4,mastery,15.571,83.743
b,6,Random,7,0,17,81.6,mastery,15.75,83.475
b,6,Random,8,0,24,159.2,mastery,16.667,91.889
b,6,Random,9,0,17,67.6,mastery,16.7,89.46
b,6,Random,10,0,6,63.8,mastery,15.727,87.127
b,6,Random,11,0,6,87.8,mastery,14.917,87.183
b,6,Random,12,0,16,67.8,mastery,15.0,85.692
b,6,Random,13,0,30,-6.0,timeout,16.071,79.143
b,6,Random,14,0,8,83.4,mastery,15.533,79.427
b,6,Random,15,0,5,62.0,mastery,14.875,78.337
b,6,Random,16,0,7,68.6,mastery,14.412,77.765
b,6,Random,17,0,10,86.0,mastery,14.167,78.222
b,6,Random,18,0,6,95.8,mastery,13.737,79.147
b,6,Random,19,0,12,78.6,mastery,13.65,79.12
b,6,Random,20,0,29,97.2,mastery,14.381,79.981
b,6,Random,21,0,30,-10.0,timeout,15.091,75.891
b,6,Random,22,0,16,89.8,mastery,15.13,76.496
b,6,Random,23,0,29,202.2,mastery,15.708,81.733
b,6,Random,24,0,18,89.4,mastery,15.8,82.04
b,6,Random,25,0,18,67.4,mastery,15.885,81.477
b,6,Random,26,0,21,174.8,mastery,16.074,84.933
b,6,Random,27,0,11,106.8,mastery,15.893,85.714
b,6,Random,28,0,13,126.4,mastery,15.793,87.117
b,6,Random,29,0,8,68.4,mastery,15.533,86.493
b,6,Random,30,0,3,66.4,mastery,15.129,85.845
b,6,Random,31,0,7,68.6,mastery,14.875,85.306
b,6,Random,32,0,6,59.8,mastery,14.606,84.533
b,6,Random,33,0,9,53.2,mastery,14.441,83.612
b,6,Random,34,0,18,107.4,mastery,14.543,84.291
b,6,Random,35,0,4,69.2,mastery,14.25,83.872
b,6,Random,36,0,15,103.0,mastery,14.27,84.389
b,6,Random,37,0,4,68.2,mastery,14.0,83.963
b,6,Random,38,0,22,86.6,mastery,14.205,84.031
b,6,Random,39,0,8,78.4,mastery,14.05,83.89
b,6,Random,40,0,30,1.0,timeout,14.439,81.868
b,6,Random,41,0,14,96.2,mastery,14.429,82.21
b,6,Random,42,0,23,188.4,mastery,14.628,84.679
b,6,Random,43,0,7,69.6,mastery,14.455,84.336
b,6,Random,44,0,14,91.2,mastery,14.444,84.489
b,6,Random,45,0,11,59.8,mastery,14.37,83.952
b,6,Random,46,0,30,4.0,timeout,14.702,82.251
b,6,Random,47,0,18,164.4,mastery,14.771,83.962
b,6,Random,48,0,23,45.4,mastery,14.939,83.176
b,6,Random,49,1,30,106.0,mastery,15.24,83.632
b,6,SARSA,0,0,6,70.8,mastery,6.0,70.8
b,6,SARSA,1,0,13,66.4,mastery,9.5,68.6
b,6,SARSA,2,0,8,66.4,mastery,9.0,67.867
b,6,SARSA,3,0,9,83.2,mastery,9.0,71.7
b,6,SARSA,4,0,5,73.0,mastery,8.2,71.96
b,6,SARSA,5,0,6,70.8,mastery,7.833,71.767
b,6,SARSA,6,0,6,70.8,mastery,7.571,71.629
b,6,SARSA,7,0,7,72.6,mastery,7.5,71.75
b,6,SARSA,8,0,11,70.8,mastery,7.889,71.644
b,6,SARSA,9,0,11,70.8,mastery,8.2,71.56
b,6,SARSA,10,0,5,73.0,mastery,7.909,71.691
b,6,SARSA,11,0,11,70.8,mastery,8.167,71.617
b,6,SARSA,12,0,8,73.4,mastery,8.154,71.754
b,6,SARSA,13,0,8,73.4,mastery,8.143,71.871
b,6,SARSA,14,0,6,77.8,mastery,8.0,72.267
b,6,SARSA,15,0,4,75.2,mastery,7.75,72.45
b,6,SARSA,16,0,8,66.4,mastery,7.765,72.094
b,6,SARSA,17,0,4,75.2,mastery,7.556,72.267
b,6,SARSA,18,0,9,66.2,mastery,7.632,71.947
b,6,SARSA,19,0,10,76.0,mastery,7.75,72.15
b,6,SARSA,20,0,13,80.4,mastery,8.0,72.543
b,6,SARSA,21,0,8,75.4,mastery,8.0,72.673
b,6,SARSA,22,0,6,72.8,mastery,7.913,72.678
b,6,SARSA,23,0,30,88.0,timeout,8.833,73.317
b,6,SARSA,24,0,30,130.0,timeout,9.68,75.584
b,6,SARSA,25,0,5,73.0,mastery,9.5,75.485
b,6,SARSA,26,0,8,66.4,mastery,9.444,75.148
b,6,SARSA,27,0,8,66.4,mastery,9.393,74.836
b,6,SARSA,28,0,9,71.2,mastery,9.379,74.71
b,6,SARSA,29,0,24,173.2,mastery,9.867,77.993
b,6,SARSA,30,0,4,75.2,mastery,9.677,77.903
b,6,SARSA,31,0,8,66.4,mastery,9.625,77.544
b,6,SARSA,32,0,12,70.6,mastery,9.697,77.333
b,6,SARSA,33,0,11,70.8,mastery,9.735,77.141
b,6,SARSA,34,0,6,70.8,mastery,9.629,76.96
b,6,SARSA,35,0,6,70.8,mastery,9.528,76.789
b,6,SARSA,36,0,4,75.2,mastery,9.378,76.746
b,6,SARSA,37,0,7,68.6,mastery,9.316,76.532
b,6,SARSA,38,0,13,66.4,mastery,9.41,76.272
b,6,SARSA,39,0,12,57.6,mastery,9.475,75.805
b,6,SARSA,40,0,9,64.2,mastery,9.463,75.522
b,6,SARSA,41,0,8,73.4,mastery,9.429,75.471
b,6,SARSA,42,0,4,75.2,mastery,9.302,75.465
b,6,SARSA,43,0,5,73.0,mastery,9.205,75.409
b,6,SARSA,44,0,11,59.8,mastery,9.244,75.062
b,6,SARSA,45,0,10,69.0,mastery,9.261,74.93
b,6,SARSA,46,0,17,64.6,mastery,9.426,74.711
b,6,SARSA,47,0,5,80.0,mastery,9.333,74.821
b,6,SARSA,48,0,5,73.0,mastery,9.245,74.784
b,6,SARSA,49,1,9,78.2,mastery,9.24,74.852
b,7,Random,0,0,8,95.4,mastery,8.0,95.4
b,7,Random,1,0,11,71.8,mastery,9.5,83.6
b,7,Random,2,0,12,105.6,mastery,10.333,90.933
b,7,Random,3,0,24,103.2,mastery,13.75,94.0
b,7,Random,4,0,15,88.0,mastery,14.0,92.8
b,7,Random,5,0,11,73.8,mastery,13.5,89.633
b,7,Random,6,0,12,110.6,mastery,13.286,92.629
b,7,Random,7,0,12,86.6,mastery,13.125,91.875
b,7,Random,8,0,20,192.0,mastery,13.889,103.0
b,7,Random,9,0,11,88.8,mastery,13.6,101.58
b,7,Random,10,0,6,82.8,mastery,12.909,99.873
b,7,Random,11,0,12,46.6,mastery,12.833,95.433
b,7,Random,12,0,12,133.6,mastery,12.769,98.369
b,7,Random,13,0,11,135.8,mastery,12.643,101.043
b,7,Random,14,0,8,102.4,mastery,12.333,101.133
b,7,Random,15,0,7,75.6,mastery,12.0,99.537
b,7,Random,16,0,16,67.8,mastery,12.235,97.671
b,7,Random,17,0,10,93.0,mastery,12.111,97.411
b,7,Random,18,0,10,74.0,mastery,12.0,96.179
b,7,Random,19,0,25,97.0,mastery,12.65,96.22
b,7,Random,20,0,20,65.0,mastery,13.0,94.733
b,7,Random,21,0,30,76.0,timeout,13.773,93.882
b,7,Random,22,0,17,89.6,mastery,13.913,93.696
b,7,Random,23,0,16,153.8,mastery,14.0,96.2
b,7,Random,24,0,12,92.6,mastery,13.92,96.056
b,7,Random,25,0,5,78.0,mastery,13.577,95.362
b,7,Random,26,0,30,42.0,timeout,14.185,93.385
b,7,Random,27,0,30,-23.0,timeout,14.75,89.229
b,7,Random,28,0,16,89.8,mastery,14.793,89.248
b,7,Random,29,0,6,59.8,mastery,14.5,88.267
b,7,Random,30,0,9,78.2,mastery,14.323,87.942
b,7,Random,31,0,18,81.4,mastery,14.438,87.737
b,7,Random,32,0,15,100.0,mastery,14.455,88.109
b,7,Random,33,0,11,73.8,mastery,14.353,87.688
b,7,Random,34,0,16,167.8,mastery,14.4,89.977
b,7,Random,35,0,30,103.0,timeout,14.833,90.339
b,7,Random,36,0,17,48.6,mastery,14.892,89.211
b,7,Random,37,0,22,142.6,mastery,15.079,90.616
b,7,Random,38,0,19,70.2,mastery,15.179,90.092
b,7,Random,39,0,7,68.6,mastery,14.975,89.555
b,7,Random,40,0,13,76.4,mastery,14.927,89.234
b,7,Random,41,0,17,65.6,mastery,14.976,88.671
b,7,Random,42,0,21,116.8,mastery,15.116,89.326
b,7,Random,43,0,4,75.2,mastery,14.864,89.005
b,7,Random,44,0,30,2.0,timeout,15.2,87.071
b,7,Random,45,0,30,-23.0,timeout,15.522,84.678
b,7,Random,46,0,6,99.8,mastery,15.319,85.0
b,7,Random,47,0,30,-5.0,timeout,15.625,83.125
b,7,Random,48,0,6,70.8,mastery,15.429,82.873
b,7,Random,49,1,17,72.6,mastery,15.46,82.668
b,7,SARSA,0,0,11,72.8,mastery,11.0,72.8
b,7,SARSA,1,0,12,66.6,mastery,11.5,69.7
b,7,SARSA,2,0,5,73.0,mastery,9.333,70.8
b,7,SARSA,3,0,8,73.4,mastery,9.0,71.45
b,7,SARSA,4,0,7,75.6,mastery,8.6,72.28
b,7,SARSA,5,0,7,68.6,mastery,8.333,71.667
b,7,SARSA,6,0,9,64.2,mastery,8.429,70.6
b,7,SARSA,7,0,7,68.6,mastery,8.25,70.35
b,7,SARSA,8,0,4,75.2,mastery,7.778,70.889
b,7,SARSA,9,0,4,75.2,mastery,7.4,71.32
b,7,SARSA,10,0,7,70.6,mastery,7.364,71.255
b,7,SARSA,11,0,4,75.2,mastery,7.083,71.583
b,7,SARSA,12,0,11,75.8,mastery,7.385,71.908
b,7,SARSA,13,0,5,73.0,mastery,7.214,71.986
b,7,SARSA,14,0,5,73.0,mastery,7.067,72.053
b,7,SARSA,15,0,10,83.0,mastery,7.25,72.738
b,7,SARSA,16,0,7,68.6,mastery,7.235,72.494
b,7,SARSA,17,0,18,74.4,mastery,7.833,72.6
b,7,SARSA,18,0,8,68.4,mastery,7.842,72.379
b,7,SARSA,19,0,6,70.8,mastery,7.75,72.3
b,7,SARSA,20,0,4,75.2,mastery,7.571,72.438
b,7,SARSA,21,0,5,73.0,mastery,7.455,72.464
b,7,SARSA,22,0,5,80.0,mastery,7.348,72.791
b,7,SARSA,23,0,8,68.4,mastery,7.375,72.608
b,7,SARSA,24,0,7,68.6,mastery,7.36,72.448
b,7,SARSA,25,0,8,73.4,mastery,7.385,72.485
b,7,SARSA,26,0,5,75.0,mastery,7.296,72.578
b,7,SARSA,27,0,10,64.0,mastery,7.393,72.271
b,7,SARSA,28,0,7,70.6,mastery,7.379,72.214
b,7,SARSA,29,0,4,75.2,mastery,7.267,72.313
b,7,SARSA,30,0,14,78.2,mastery,7.484,72.503
b,7,SARSA,31,0,10,73.0,mastery,7.562,72.519
b,7,SARSA,32,0,10,83.0,mastery,7.636,72.836
b,7,SARSA,33,0,5,73.0,mastery,7.559,72.841
b,7,SARSA,34,0,13,92.4,mastery,7.714,73.4
b,7,SARSA,35,0,7,75.6,mastery,7.694,73.461
b,7,SARSA,36,0,5,73.0,mastery,7.622,73.449
b,7,SARSA,37,0,5,73.0,mastery,7.553,73.437
b,7,SARSA,38,0,5,73.0,mastery,7.487,73.426
b,7,SARSA,39,0,5,73.0,mastery,7.425,73.415
b,7,SARSA,40,0,10,69.0,mastery,7.488,73.307
b,7,SARSA,41,0,5,75.0,mastery,7.429,73.348
b,7,SARSA,42,0,19,71.2,mastery,7.698,73.298
b,7,SARSA,43,0,6,77.8,mastery,7.659,73.4
b,7,SARSA,44,0,4,75.2,mastery,7.578,73.44
b,7,SARSA,45,0,6,72.8,mastery,7.543,73.426
b,7,SARSA,46,0,5,73.0,mastery,7.489,73.417
b,7,SARSA,47,0,4,75.2,mastery,7.417,73.454
b,7,SARSA,48,0,5,80.0,mastery,7.367,73.588
b,7,SARSA,49,1,7,75.6,mastery,7.36,73.628
b,8,Random,0,0,7,92.6,mastery,7.0,92.6
b,8,Random,1,0,14,46.2,mastery,10.5,69.4
b,8,Random,2,0,17,93.6,mastery,12.667,77.467
b,8,Random,3,0,12,141.6,mastery,12.5,93.5
b,8,Random,4,0,24,151.2,mastery,14.8,105.04
b,8,Random,5,0,12,111.6,mastery,14.333,106.133
b,8,Random,6,0,27,97.6,mastery,16.143,104.914
b,8,Random,7,0,7,68.6,mastery,15.0,100.375
b,8,Random,8,0,25,69.0,mastery,16.111,96.889
b,8,Random,9,0,6,75.8,mastery,15.1,94.78
b,8,Random,10,0,12,122.6,mastery,14.818,97.309
b,8,Random,11,0,19,129.2,mastery,15.167,99.967
b,8,Random,12,0,6,75.8,mastery,14.462,98.108
b,8,Random,13,0,5,62.0,mastery,13.786,95.529
b,8,Random,14,0,7,61.6,mastery,13.333,93.267
b,8,Random,15,0,25,75.0,mastery,14.062,92.125
b,8,Random,16,0,25,58.0,mastery,14.706,90.118
b,8,Random,17,0,2,57.6,mastery,14.0,88.311
b,8,Random,18,0,18,65.4,mastery,14.211,87.105
b,8,Random,19,0,18,159.4,mastery,14.4,90.72
b,8,Random,20,0,7,68.6,mastery,14.048,89.667
b,8,Random,21,0,4,76.2,mastery,13.591,89.055
b,8,Random,22,0,17,58.6,mastery,13.739,87.73
b,8,Random,23,0,21,88.8,mastery,14.042,87.775
b,8,Random,24,0,25,43.0,mastery,14.48,85.984
b,8,Random,25,0,13,79.4,mastery,14.423,85.731
b,8,Random,26,0,6,70.8,mastery,14.111,85.178
b,8,Random,27,0,7,69.6,mastery,13.857,84.621
b,8,Random,28,0,21,179.8,mastery,14.103,87.903
b,8,Random,29,0,30,20.0,timeout,14.633,85.64
b,8,Random,30,0,16,92.8,mastery,14.677,85.871
b,8,Random,31,0,30,-1.0,timeout,15.156,83.156
b,8,Random,32,0,8,66.4,mastery,14.939,82.648
b,8,Random,33,0,8,48.4,mastery,14.735,81.641
b,8,Random,34,0,18,82.4,mastery,14.829,81.663
b,8,Random,35,0,18,75.4,mastery,14.917,81.489
b,8,Random,36,0,20,147.0,mastery,15.054,83.259
b,8,Random,37,0,23,37.4,mastery,15.263,82.053
b,8,Random,38,0,7,66.6,mastery,15.051,81.656
b,8,Random,39,0,8,55.4,mastery,14.875,81.0
b,8,Random,40,0,9,90.2,mastery,14.732,81.224
b,8,Random,41,0,12,78.6,mastery,14.667,81.162
b,8,Random,42,0,30,29.0,timeout,15.023,79.949
b,8,Random,43,0,30,-31.0,timeout,15.364,77.427
b,8,Random,44,0,5,85.0,mastery,15.133,77.596
b,8,Random,45,0,9,88.2,mastery,15.0,77.826
b,8,Random,46,0,23,99.4,mastery,15.17,78.285
b,8,Random,47,0,6,70.8,mastery,14.979,78.129
b,8,Random,48,0,7,97.6,mastery,14.816,78.527
b,8,Random,49,1,11,83.8,mastery,14.74,78.632
b,8,SARSA,0,0,13,55.4,mastery,13.0,55.4
b,8,SARSA,1,0,5,73.0,mastery,9.0,64.2
b,8,SARSA,2,0,11,77.8,mastery,9.667,68.733
b,8,SARSA,3,0,7,75.6,mastery,9.0,70.45
b,8,SARSA,4,0,5,80.0,mastery,8.2,72.36
b,8,SARSA,5,0,4,75.2,mastery,7.5,72.833
b,8,SARSA,6,0,6,70.8,mastery,7.286,72.543
b,8,SARSA,7,0,9,73.2,mastery,7.5,72.625
b,8,SARSA,8,0,7,68.6,mastery,7.444,72.178
b,8,SARSA,9,0,5,73.0,mastery,7.2,72.26
b,8,SARSA,10,0,6,70.8,mastery,7.091,72.127
b,8,SARSA,11,0,12,70.6,mastery,7.5,72.0
b,8,SARSA,12,0,13,73.4,mastery,7.923,72.108
b,8,SARSA,13,0,5,73.0,mastery,7.714,72.171
b,8,SARSA,14,0,6,70.8,mastery,7.6,72.08
b,8,SARSA,15,0,11,75.8,mastery,7.812,72.312
b,8,SARSA,16,0,8,73.4,mastery,7.824,72.376
b,8,SARSA,17,0,5,75.0,mastery,7.667,72.522
b,8,SARSA,18,0,5,73.0,mastery,7.526,72.547
b,8,SARSA,19,0,5,73.0,mastery,7.4,72.57
b,8,SARSA,20,0,30,275.0,mastery,8.476,82.21
b,8,SARSA,21,0,30,66.0,timeout,9.455,81.473
b,8,SARSA,22,0,6,82.8,mastery,9.304,81.53
b,8,SARSA,23,0,4,75.2,mastery,9.083,81.267
b,8,SARSA,24,0,6,70.8,mastery,8.96,80.848
b,8,SARSA,25,0,5,73.0,mastery,8.808,80.546
b,8,SARSA,26,0,30,40.0,timeout,9.593,79.044
b,8,SARSA,27,0,17,80.6,mastery,9.857,79.1
b,8,SARSA,28,0,7,57.6,mastery,9.759,78.359
b,8,SARSA,29,0,30,100.0,timeout,10.433,79.08
b,8,SARSA,30,0,14,146.2,mastery,10.548,81.245
b,8,SARSA,31,0,4,64.2,mastery,10.344,80.712
b,8,SARSA,32,0,10,74.0,mastery,10.333,80.509
b,8,SARSA,33,0,9,64.2,mastery,10.294,80.029
b,8,SARSA,34,0,5,73.0,mastery,10.143,79.829
b,8,SARSA,35,0,8,68.4,mastery,10.083,79.511
b,8,SARSA,36,0,7,68.6,mastery,10.0,79.216
b,8,SARSA,37,0,5,80.0,mastery,9.868,79.237
b,8,SARSA,38,0,30,59.0,timeout,10.385,78.718
b,8,SARSA,39,0,12,68.6,mastery,10.425,78.465
b,8,SARSA,40,0,7,68.6,mastery,10.341,78.224
b,8,SARSA,41,0,9,64.2,mastery,10.31,77.89
b,8,SARSA,42,0,6,70.8,mastery,10.209,77.726
b,8,SARSA,43,0,5,75.0,mastery,10.091,77.664
b,8,SARSA,44,0,10,69.0,mastery,10.089,77.471
b,8,SARSA,45,0,6,72.8,mastery,10.0,77.37
b,8,SARSA,46,0,6,79.8,mastery,9.915,77.421
b,8,SARSA,47,0,5,73.0,mastery,9.812,77.329
b,8,SARSA,48,0,5,73.0,mastery,9.714,77.241
b,8,SARSA,49,1,4,75.2,mastery,9.6,77.2
b,9,Random,0,0,17,187.6,mastery,17.0,187.6
b,9,Random,1,0,30,111.0,timeout,23.5,149.3
b,9,Random,2,0,8,71.4,mastery,18.333,123.333
b,9,Random,3,0,7,92.6,mastery,15.5,115.65
b,9,Random,4,0,30,152.0,timeout,18.4,122.92
b,9,Random,5,0,26,237.8,mastery,19.667,142.067
b,9,Random,6,0,17,169.6,mastery,19.286,146.0
b,9,Random,7,0,17,67.6,mastery,19.0,136.2
b,9,Random,8,0,7,81.6,mastery,17.667,130.133
b,9,Random,9,0,8,90.4,mastery,16.7,126.16
b,9,Random,10,0,5,85.0,mastery,15.636,122.418
b,9,Random,11,0,28,251.4,mastery,16.667,133.167
b,9,Random,12,0,12,129.6,mastery,16.308,132.892
b,9,Random,13,0,3,55.4,mastery,15.357,127.357
b,9,Random,14,0,8,74.4,mastery,14.867,123.827
b,9,Random,15,0,30,9.0,timeout,15.812,116.65
b,9,Random,16,0,30,32.0,timeout,16.647,111.671
b,9,Random,17,0,7,68.6,mastery,16.111,109.278
b,9,Random,18,0,7,80.6,mastery,15.632,107.768
b,9,Random,19,0,6,73.8,mastery,15.15,106.07
b,9,Random,20,0,30,-20.0,timeout,15.857,100.067
b,9,Random,21,0,30,34.0,timeout,16.5,97.064
b,9,Random,22,0,20,132.0,mastery,16.652,98.583
b,9,Random,23,0,21,154.8,mastery,16.833,100.925
b,9,Random,24,0,30,78.0,mastery,17.36,100.008
b,9,Random,25,0,27,190.6,mastery,17.731,103.492
