seed,algo,episode,is_final,steps_to_mastery,total_reward,done_reason,running_mean_steps,running_mean_reward
0,SARSA,32,0,15,70.0,mastery,17.97,78.982
0,SARSA,33,0,40,165.0,timeout,18.618,81.512
0,SARSA,34,0,40,168.0,timeout,19.229,83.983
0,SARSA,35,0,18,60.4,mastery,19.194,83.328
0,SARSA,36,0,40,152.0,timeout,19.757,85.184
0,SARSA,37,0,20,44.0,mastery,19.763,84.1
0,SARSA,38,0,14,77.2,mastery,19.615,83.923
0,SARSA,39,0,40,165.0,timeout,20.125,85.95
0,SARSA,40,0,40,182.0,timeout,20.61,88.293
0,SARSA,41,0,40,137.0,timeout,21.071,89.452
0,SARSA,42,0,40,169.0,timeout,21.512,91.302
0,SARSA,43,0,10,60.0,mastery,21.25,90.591
0,SARSA,44,0,40,186.0,timeout,21.667,92.711
0,SARSA,45,0,40,172.0,timeout,22.065,94.435
0,SARSA,46,0,40,173.0,timeout,22.447,96.106
0,SARSA,47,0,40,124.0,timeout,22.812,96.688
0,SARSA,48,0,40,186.0,timeout,23.163,98.51
0,SARSA,49,1,40,158.0,timeout,23.5,99.7
1,Random,0,0,14,112.2,mastery,14.0,112.2
1,Random,1,0,27,17.6,mastery,20.5,64.9
1,Random,2,0,35,101.0,mastery,25.333,76.933
1,Random,3,0,4,45.2,mastery,20.0,69.0
1,Random,4,0,6,57.8,mastery,17.2,66.76
1,Random,5,0,40,217.0,timeout,21.0,91.8
1,Random,6,0,20,26.0,mastery,20.857,82.4
1,Random,7,0,8,50.4,mastery,19.25,78.4
1,Random,8,0,20,160.0,mastery,19.333,87.467
1,Random,9,0,8,29.4,mastery,18.2,81.66
1,Random,10,0,7,38.6,mastery,17.182,77.745
1,Random,11,0,33,79.4,mastery,18.5,77.883
1,Random,12,0,13,44.4,mastery,18.077,75.308
1,Random,13,0,40,261.0,timeout,19.643,88.571
1,Random,14,0,7,60.6,mastery,18.8,86.707
1,Random,15,0,5,43.0,mastery,17.938,83.975
1,Random,16,0,9,37.2,mastery,17.412,81.224
1,Random,17,0,12,53.6,mastery,17.111,79.689
1,Random,18,0,10,68.0,mastery,16.737,79.074
1,Random,19,0,18,128.4,mastery,16.8,81.54
1,Random,20,0,9,65.2,mastery,16.429,80.762
1,Random,21,0,10,85.0,mastery,16.136,80.955
1,Random,22,0,4,34.2,mastery,15.609,78.922
1,Random,23,0,5,43.0,mastery,15.167,77.425
1,Random,24,0,8,60.4,mastery,14.88,76.744
1,Random,25,0,21,114.8,mastery,15.115,78.208
1,Random,26,0,6,52.8,mastery,14.778,77.267
1,Random,27,0,5,55.0,mastery,14.429,76.471
1,Random,28,0,12,70.6,mastery,14.345,76.269
1,Random,29,0,9,58.2,mastery,14.167,75.667
1,Random,30,0,17,105.6,mastery,14.258,76.632
1,Random,31,0,10,56.0,mastery,14.125,75.987
1,Random,32,0,28,131.4,mastery,14.545,77.667
1,Random,33,0,9,35.2,mastery,14.382,76.418
1,Random,34,0,11,105.8,mastery,14.286,77.257
1,Random,35,0,12,39.6,mastery,14.222,76.211
1,Random,36,0,8,48.4,mastery,14.054,75.459
1,Random,37,0,8,36.4,mastery,13.895,74.432
1,Random,38,0,8,48.4,mastery,13.744,73.764
1,Random,39,0,6,40.8,mastery,13.55,72.94
1,Random,40,0,16,51.8,mastery,13.61,72.424
1,Random,41,0,12,46.6,mastery,13.571,71.81
1,Random,42,0,6,57.8,mastery,13.395,71.484
1,Random,43,0,7,43.6,mastery,13.25,70.85
1,Random,44,0,9,82.2,mastery,13.156,71.102
1,Random,45,0,30,89.0,mastery,13.522,71.491
1,Random,46,0,5,36.0,mastery,13.34,70.736
1,Random,47,0,11,117.8,mastery,13.292,71.717
1,Random,48,0,24,5.2,mastery,13.51,70.359
1,Random,49,1,27,30.6,mastery,13.78,69.564
1,SARSA,0,0,40,188.0,timeout,40.0,188.0
1,SARSA,1,0,22,99.6,mastery,31.0,143.8
1,SARSA,2,0,40,82.0,timeout,34.0,123.2
1,SARSA,3,0,12,69.6,mastery,28.5,109.8
1,SARSA,4,0,40,231.0,timeout,30.8,134.04
1,SARSA,5,0,38,150.4,mastery,32.0,136.767
1,SARSA,6,0,40,165.0,timeout,33.143,140.8
1,SARSA,7,0,40,187.0,timeout,34.0,146.575
1,SARSA,8,0,40,133.0,timeout,34.667,145.067
1,SARSA,9,0,40,121.0,timeout,35.2,142.66
1,SARSA,10,0,21,41.8,mastery,33.909,133.491
1,SARSA,11,0,21,156.8,mastery,32.833,135.433
1,SARSA,12,0,12,101.6,mastery,31.231,132.831
1,SARSA,13,0,14,83.2,mastery,30.0,129.286
1,SARSA,14,0,40,150.0,timeout,30.667,130.667
1,SARSA,15,0,10,39.0,mastery,29.375,124.938
1,SARSA,16,0,40,217.0,timeout,30.0,130.353
1,SARSA,17,0,8,57.4,mastery,28.778,126.3
1,SARSA,18,0,8,52.4,mastery,27.684,122.411
1,SARSA,19,0,10,55.0,mastery,26.8,119.04
1,SARSA,20,0,17,94.6,mastery,26.333,117.876
1,SARSA,21,0,11,64.8,mastery,25.636,115.464
1,SARSA,22,0,18,144.4,mastery,25.304,116.722
1,SARSA,23,0,11,41.8,mastery,24.708,113.6
1,SARSA,24,0,40,222.0,timeout,25.32,117.936
1,SARSA,25,0,40,201.0,timeout,25.885,121.131
1,SARSA,26,0,40,125.0,timeout,26.407,121.274
1,SARSA,27,0,40,101.0,timeout,26.893,120.55
1,SARSA,28,0,40,133.0,timeout,27.345,120.979
1,SARSA,29,0,9,41.2,mastery,26.733,118.32
1,SARSA,30,0,40,130.0,timeout,27.161,118.697
1,SARSA,31,0,40,193.0,timeout,27.562,121.019
1,SARSA,32,0,40,165.0,timeout,27.939,122.352
1,SARSA,33,0,40,182.0,timeout,28.294,124.106
1,SARSA,34,0,9,77.2,mastery,27.743,122.766
1,SARSA,35,0,40,180.0,timeout,28.083,124.356
1,SARSA,36,0,40,204.0,timeout,28.405,126.508
1,SARSA,37,0,40,160.0,timeout,28.711,127.389
1,SARSA,38,0,13,96.4,mastery,28.308,126.595
1,SARSA,39,0,9,57.2,mastery,27.825,124.86
1,SARSA,40,0,8,60.4,mastery,27.341,123.288
1,SARSA,41,0,40,222.0,timeout,27.643,125.638
1,SARSA,42,0,40,286.0,timeout,27.93,129.367
1,SARSA,43,0,13,115.4,mastery,27.591,129.05
1,SARSA,44,0,6,40.8,mastery,27.111,127.089
1,SARSA,45,0,40,159.0,timeout,27.391,127.783
1,SARSA,46,0,32,150.6,mastery,27.489,128.268
1,SARSA,47,0,40,242.0,timeout,27.75,130.638
1,SARSA,48,0,40,192.0,timeout,28.0,131.89
1,SARSA,49,1,5,50.0,mastery,27.54,130.252
2,Random,0,0,11,31.8,mastery,11.0,31.8
2,Random,1,0,11,54.8,mastery,11.0,43.3
2,Random,2,0,9,48.2,mastery,10.333,44.933
2,Random,3,0,7,38.6,mastery,9.5,43.35
2,Random,4,0,32,28.6,mastery,14.0,40.4
2,Random,5,0,19,74.2,mastery,14.833,46.033
2,Random,6,0,26,44.8,mastery,16.429,45.857
2,Random,7,0,8,36.4,mastery,15.375,44.675
2,Random,8,0,11,64.8,mastery,14.889,46.911
2,Random,9,0,5,50.0,mastery,13.9,47.22
2,Random,10,0,13,61.4,mastery,13.818,48.509
2,Random,11,0,33,58.4,mastery,15.417,49.333
2,Random,12,0,6,29.8,mastery,14.692,47.831
2,Random,13,0,38,61.4,mastery,16.357,48.8
2,Random,14,0,8,67.4,mastery,15.8,50.04
2,Random,15,0,12,92.6,mastery,15.562,52.7
2,Random,16,0,20,54.0,mastery,15.824,52.776
2,Random,17,0,6,38.8,mastery,15.278,52.0
2,Random,18,0,13,75.4,mastery,15.158,53.232
2,Random,19,0,40,110.0,timeout,16.4,56.07
2,Random,20,0,40,23.0,mastery,17.524,54.495
2,Random,21,0,40,143.0,timeout,18.545,58.518
2,Random,22,0,22,63.6,mastery,18.696,58.739
2,Random,23,0,11,82.8,mastery,18.375,59.742
2,Random,24,0,20,57.0,mastery,18.44,59.632
2,Random,25,0,40,84.0,timeout,19.269,60.569
2,Random,26,0,9,46.2,mastery,18.889,60.037
2,Random,27,0,12,53.6,mastery,18.643,59.807
2,Random,28,0,8,53.4,mastery,18.276,59.586
2,Random,29,0,7,45.6,mastery,17.9,59.12
2,Random,30,0,5,48.0,mastery,17.484,58.761
2,Random,31,0,8,36.4,mastery,17.188,58.062
2,Random,32,0,17,54.6,mastery,17.182,57.958
2,Random,33,0,14,47.2,mastery,17.088,57.641
2,Random,34,0,10,32.0,mastery,16.886,56.909
2,Random,35,0,6,48.8,mastery,16.583,56.683
2,Random,36,0,6,47.8,mastery,16.297,56.443
2,Random,37,0,22,47.6,mastery,16.447,56.211
2,Random,38,0,11,77.8,mastery,16.308,56.764
2,Random,39,0,6,40.8,mastery,16.05,56.365
2,Random,40,0,13,56.4,mastery,15.976,56.366
2,Random,41,0,10,61.0,mastery,15.833,56.476
2,Random,42,0,14,46.2,mastery,15.791,56.237
2,Random,43,0,25,174.0,mastery,16.0,58.914
2,Random,44,0,11,58.8,mastery,15.889,58.911
2,Random,45,0,40,-1.0,timeout,16.413,57.609
2,Random,46,0,12,128.6,mastery,16.319,59.119
2,Random,47,0,19,26.2,mastery,16.375,58.433
2,Random,48,0,23,45.4,mastery,16.51,58.167
2,Random,49,1,39,28.2,mastery,16.96,57.568
2,SARSA,0,0,35,193.0,mastery,35.0,193.0
2,SARSA,1,0,40,129.0,timeout,37.5,161.0
2,SARSA,2,0,36,115.8,mastery,37.0,145.933
2,SARSA,3,0,40,163.0,timeout,37.75,150.2
2,SARSA,4,0,39,191.2,mastery,38.0,158.4
2,SARSA,5,0,19,105.2,mastery,34.833,149.533
2,SARSA,6,0,40,229.0,timeout,35.571,160.886
2,SARSA,7,0,15,46.0,mastery,33.0,146.525
2,SARSA,8,0,40,177.0,timeout,33.778,149.911
2,SARSA,9,0,40,217.0,timeout,34.4,156.62
2,SARSA,10,0,40,172.0,timeout,34.909,158.018
2,SARSA,11,0,40,181.0,timeout,35.333,159.933
2,SARSA,12,0,40,200.0,timeout,35.692,163.015
2,SARSA,13,0,22,129.6,mastery,34.714,160.629
2,SARSA,14,0,40,229.0,timeout,35.067,165.187
2,SARSA,15,0,40,222.0,timeout,35.375,168.738
2,SARSA,16,0,17,86.6,mastery,34.294,163.906
2,SARSA,17,0,40,173.0,timeout,34.611,164.411
2,SARSA,18,0,40,173.0,timeout,34.895,164.863
2,SARSA,19,0,40,210.0,timeout,35.15,167.12
2,SARSA,20,0,15,116.0,mastery,34.19,164.686
2,SARSA,21,0,40,91.0,timeout,34.455,161.336
2,SARSA,22,0,40,186.0,timeout,34.696,162.409
2,SARSA,23,0,27,148.6,mastery,34.375,161.833
2,SARSA,24,0,40,204.0,timeout,34.6,163.52
2,SARSA,25,0,40,202.0,timeout,34.808,165.0
2,SARSA,26,0,40,215.0,timeout,35.0,166.852
2,SARSA,27,0,40,111.0,timeout,35.179,164.857
2,SARSA,28,0,19,84.2,mastery,34.621,162.076
2,SARSA,29,0,10,46.0,mastery,33.8,158.207
2,SARSA,30,0,11,50.8,mastery,33.065,154.742
2,SARSA,31,0,40,240.0,timeout,33.281,157.406
2,SARSA,32,0,40,172.0,timeout,33.485,157.848
2,SARSA,33,0,40,170.0,timeout,33.676,158.206
2,SARSA,34,0,4,45.2,mastery,32.829,154.977
2,SARSA,35,0,40,133.0,timeout,33.028,154.367
2,SARSA,36,0,40,179.0,timeout,33.216,155.032
2,SARSA,37,0,40,171.0,timeout,33.395,155.453
2,SARSA,38,0,40,179.0,timeout,33.564,156.056
2,SARSA,39,0,40,178.0,timeout,33.725,156.605
2,SARSA,40,0,6,40.8,mastery,33.049,153.78
2,SARSA,41,0,40,116.0,timeout,33.214,152.881
2,SARSA,42,0,40,172.0,timeout,33.372,153.326
2,SARSA,43,0,40,224.0,timeout,33.523,154.932
2,SARSA,44,0,40,187.0,timeout,33.667,155.644
2,SARSA,45,0,40,128.0,timeout,33.804,155.043
2,SARSA,46,0,40,158.0,timeout,33.936,155.106
2,SARSA,47,0,34,179.2,mastery,33.938,155.608
2,SARSA,48,0,40,196.0,timeout,34.061,156.433
2,SARSA,49,1,40,136.0,timeout,34.18,156.024
3,Random,0,0,11,57.8,mastery,11.0,57.8
3,Random,1,0,9,30.2,mastery,10.0,44.0
3,Random,2,0,27,29.6,mastery,15.667,39.2
3,Random,3,0,25,87.0,mastery,18.0,51.15
3,Random,4,0,9,63.2,mastery,16.2,53.56
3,Random,5,0,12,104.6,mastery,15.5,62.067
3,Random,6,0,31,163.8,mastery,17.714,76.6
3,Random,7,0,7,55.6,mastery,16.375,73.975
3,Random,8,0,5,36.0,mastery,15.111,69.756
3,Random,9,0,6,29.8,mastery,14.2,65.76
3,Random,10,0,10,60.0,mastery,13.818,65.236
3,Random,11,0,26,68.8,mastery,14.833,65.533
3,Random,12,0,10,51.0,mastery,14.462,64.415
3,Random,13,0,6,52.8,mastery,13.857,63.586
3,Random,14,0,40,59.0,timeout,15.6,63.28
3,Random,15,0,21,54.8,mastery,15.938,62.75
3,Random,16,0,40,69.0,mastery,17.353,63.118
3,Random,17,0,21,56.8,mastery,17.556,62.767
3,Random,18,0,6,57.8,mastery,16.947,62.505
3,Random,19,0,11,50.8,mastery,16.65,61.92
3,Random,20,0,7,43.6,mastery,16.19,61.048
3,Random,21,0,20,52.0,mastery,16.364,60.636
3,Random,22,0,7,38.6,mastery,15.957,59.678
3,Random,23,0,5,36.0,mastery,15.5,58.692
3,Random,24,0,11,53.8,mastery,15.32,58.496
3,Random,25,0,16,158.8,mastery,15.346,62.354
3,Random,26,0,10,44.0,mastery,15.148,61.674
3,Random,27,0,10,32.0,mastery,14.964,60.614
3,Random,28,0,26,71.8,mastery,15.345,61.0
3,Random,29,0,18,35.4,mastery,15.433,60.147
3,Random,30,0,7,50.6,mastery,15.161,59.839
3,Random,31,0,19,83.2,mastery,15.281,60.569
3,Random,32,0,7,67.6,mastery,15.03,60.782
3,Random,33,0,6,57.8,mastery,14.765,60.694
3,Random,34,0,19,153.2,mastery,14.886,63.337
3,Random,35,0,18,61.4,mastery,14.972,63.283
3,Random,36,0,9,34.2,mastery,14.811,62.497
3,Random,37,0,11,41.8,mastery,14.711,61.953
3,Random,38,0,7,38.6,mastery,14.513,61.354
3,Random,39,0,7,50.6,mastery,14.325,61.085
3,Random,40,0,8,32.4,mastery,14.171,60.385
3,Random,41,0,18,54.4,mastery,14.262,60.243
3,Random,42,0,14,140.2,mastery,14.256,62.102
3,Random,43,0,17,56.6,mastery,14.318,61.977
3,Random,44,0,7,72.6,mastery,14.156,62.213
3,Random,45,0,17,49.6,mastery,14.217,61.939
3,Random,46,0,13,61.4,mastery,14.191,61.928
3,Random,47,0,37,252.6,mastery,14.667,65.9
3,Random,48,0,4,27.2,mastery,14.449,65.11
3,Random,49,1,22,55.6,mastery,14.6,64.92
3,SARSA,0,0,40,166.0,timeout,40.0,166.0
3,SARSA,1,0,40,187.0,timeout,40.0,176.5
3,SARSA,2,0,40,271.0,timeout,40.0,208.0
3,SARSA,3,0,40,168.0,timeout,40.0,198.0
3,SARSA,4,0,40,70.0,timeout,40.0,172.4
3,SARSA,5,0,40,177.0,timeout,40.0,173.167
3,SARSA,6,0,40,167.0,timeout,40.0,172.286
3,SARSA,7,0,40,218.0,timeout,40.0,178.0
3,SARSA,8,0,40,181.0,timeout,40.0,178.333
3,SARSA,9,0,40,225.0,timeout,40.0,183.0
3,SARSA,10,0,10,56.0,mastery,37.273,171.455
3,SARSA,11,0,40,188.0,timeout,37.5,172.833
3,SARSA,12,0,40,237.0,timeout,37.692,177.769
3,SARSA,13,0,24,138.2,mastery,36.714,174.943
3,SARSA,14,0,40,176.0,timeout,36.933,175.013
3,SARSA,15,0,23,117.4,mastery,36.062,171.413
3,SARSA,16,0,40,186.0,timeout,36.294,172.271
3,SARSA,17,0,40,219.0,timeout,36.5,174.867
3,SARSA,18,0,40,189.0,timeout,36.684,175.611
3,SARSA,19,0,14,87.2,mastery,35.55,171.19
3,SARSA,20,0,14,65.2,mastery,34.524,166.143
3,SARSA,21,0,40,145.0,timeout,34.773,165.182
3,SARSA,22,0,40,114.0,timeout,35.0,162.957
3,SARSA,23,0,40,79.0,timeout,35.208,159.458
3,SARSA,24,0,40,153.0,timeout,35.4,159.2
3,SARSA,25,0,40,159.0,timeout,35.577,159.192
3,SARSA,26,0,7,52.6,mastery,34.519,155.244
3,SARSA,27,0,14,86.2,mastery,33.786,152.779
3,SARSA,28,0,40,122.0,timeout,34.0,151.717
3,SARSA,29,0,40,171.0,timeout,34.2,152.36
3,SARSA,30,0,13,83.4,mastery,33.516,150.135
3,SARSA,31,0,40,256.0,mastery,33.719,153.444
3,SARSA,32,0,35,226.0,mastery,33.758,155.642
3,SARSA,33,0,40,224.0,timeout,33.941,157.653
3,SARSA,34,0,12,60.6,mastery,33.314,154.88
3,SARSA,35,0,40,186.0,timeout,33.5,155.744
3,SARSA,36,0,40,209.0,timeout,33.676,157.184
3,SARSA,37,0,40,215.0,timeout,33.842,158.705
3,SARSA,38,0,40,254.0,timeout,34.0,161.149
3,SARSA,39,0,12,98.6,mastery,33.45,159.585
3,SARSA,40,0,40,249.0,timeout,33.61,161.766
3,SARSA,41,0,40,196.0,timeout,33.762,162.581
3,SARSA,42,0,40,127.0,timeout,33.907,161.753
3,SARSA,43,0,40,200.0,timeout,34.045,162.623
3,SARSA,44,0,40,153.0,timeout,34.178,162.409
3,SARSA,45,0,40,172.0,timeout,34.304,162.617
3,SARSA,46,0,40,205.0,timeout,34.426,163.519
3,SARSA,47,0,10,60.0,mastery,33.917,161.363
3,SARSA,48,0,4,45.2,mastery,33.306,158.992
3,SARSA,49,1,40,206.0,timeout,33.44,159.932
4,Random,0,0,13,97.4,mastery,13.0,97.4
4,Random,1,0,5,43.0,mastery,9.0,70.2
4,Random,2,0,13,85.4,mastery,10.333,75.267
4,Random,3,0,11,41.8,mastery,10.5,66.9
4,Random,4,0,12,89.6,mastery,10.8,71.44
4,Random,5,0,13,42.4,mastery,11.167,66.6
4,Random,6,0,10,40.0,mastery,11.0,62.8
4,Random,7,0,27,150.6,mastery,13.0,73.775
4,Random,8,0,37,242.6,mastery,15.667,92.533
4,Random,9,0,11,63.8,mastery,15.2,89.66
4,Random,10,0,22,28.6,mastery,15.818,84.109
4,Random,11,0,11,46.8,mastery,15.417,81.0
4,Random,12,0,8,30.4,mastery,14.846,77.108
4,Random,13,0,16,99.8,mastery,14.929,78.729
4,Random,14,0,6,52.8,mastery,14.333,77.0
4,Random,15,0,18,48.4,mastery,14.562,75.212
4,Random,16,0,24,55.2,mastery,15.118,74.035
4,Random,17,0,5,48.0,mastery,14.556,72.589
4,Random,18,0,27,251.6,mastery,15.211,82.011
4,Random,19,0,8,72.4,mastery,14.85,81.53
4,Random,20,0,15,129.0,mastery,14.857,83.79
4,Random,21,0,11,41.8,mastery,14.682,81.882
4,Random,22,0,9,82.2,mastery,14.435,81.896
4,Random,23,0,18,42.4,mastery,14.583,80.25
4,Random,24,0,37,41.6,mastery,15.48,78.704
4,Random,25,0,12,53.6,mastery,15.346,77.738
4,Random,26,0,37,126.6,mastery,16.148,79.548
4,Random,27,0,14,71.2,mastery,16.071,79.25
4,Random,28,0,8,43.4,mastery,15.793,78.014
4,Random,29,0,13,61.4,mastery,15.7,77.46
4,Random,30,0,40,219.0,timeout,16.484,82.026
4,Random,31,0,19,103.2,mastery,16.562,82.688
4,Random,32,0,20,91.0,mastery,16.667,82.939
4,Random,33,0,20,126.0,mastery,16.765,84.206
4,Random,34,0,18,64.4,mastery,16.8,83.64
4,Random,35,0,7,62.6,mastery,16.528,83.056
4,Random,36,0,32,101.6,mastery,16.946,83.557
4,Random,37,0,8,43.4,mastery,16.711,82.5
4,Random,38,0,19,47.2,mastery,16.769,81.595
4,Random,39,0,36,86.8,mastery,17.25,81.725
4,Random,40,0,31,155.8,mastery,17.585,83.532
4,Random,41,0,21,36.8,mastery,17.667,82.419
4,Random,42,0,13,84.4,mastery,17.558,82.465
4,Random,43,0,34,211.2,mastery,17.932,85.391
4,Random,44,0,40,170.0,timeout,18.422,87.271
4,Random,45,0,10,96.0,mastery,18.239,87.461
4,Random,46,0,8,36.4,mastery,18.021,86.374
4,Random,47,0,5,32.0,mastery,17.75,85.242
4,Random,48,0,13,85.4,mastery,17.653,85.245
4,Random,49,1,11,41.8,mastery,17.52,84.376
4,SARSA,0,0,40,191.0,timeout,40.0,191.0
4,SARSA,1,0,7,45.6,mastery,23.5,118.3
4,SARSA,2,0,40,201.0,timeout,29.0,145.867
4,SARSA,3,0,40,192.0,timeout,31.75,157.4
4,SARSA,4,0,40,313.0,timeout,33.4,188.52
4,SARSA,5,0,40,111.0,timeout,34.5,175.6
4,SARSA,6,0,40,151.0,timeout,35.286,172.086
4,SARSA,7,0,17,95.6,mastery,33.0,162.525
4,SARSA,8,0,40,217.0,mastery,33.778,168.578
4,SARSA,9,0,40,154.0,timeout,34.4,167.12
4,SARSA,10,0,40,198.0,timeout,34.909,169.927
4,SARSA,11,0,5,43.0,mastery,32.417,159.35
4,SARSA,12,0,40,208.0,timeout,33.0,163.092
4,SARSA,13,0,40,136.0,timeout,33.5,161.157
4,SARSA,14,0,40,158.0,timeout,33.933,160.947
4,SARSA,15,0,40,200.0,timeout,34.312,163.388
4,SARSA,16,0,40,191.0,timeout,34.647,165.012
4,SARSA,17,0,40,149.0,timeout,34.944,164.122
4,SARSA,18,0,40,152.0,timeout,35.211,163.484
4,SARSA,19,0,22,72.6,mastery,34.55,158.94
4,SARSA,20,0,32,194.6,mastery,34.429,160.638
4,SARSA,21,0,5,43.0,mastery,33.091,155.291
4,SARSA,22,0,40,109.0,timeout,33.391,153.278
4,SARSA,23,0,40,209.0,timeout,33.667,155.6
4,SARSA,24,0,40,199.0,timeout,33.92,157.336
4,SARSA,25,0,26,154.8,mastery,33.615,157.238
4,SARSA,26,0,40,177.0,timeout,33.852,157.97
4,SARSA,27,0,8,64.4,mastery,32.929,154.629
4,SARSA,28,0,9,62.2,mastery,32.103,151.441
4,SARSA,29,0,29,132.2,mastery,32.0,150.8
4,SARSA,30,0,19,91.2,mastery,31.581,148.877
4,SARSA,31,0,16,104.8,mastery,31.094,147.5
4,SARSA,32,0,40,112.0,timeout,31.364,146.424
4,SARSA,33,0,40,146.0,timeout,31.618,146.412
4,SARSA,34,0,5,43.0,mastery,30.857,143.457
4,SARSA,35,0,38,218.4,mastery,31.056,145.539
4,SARSA,36,0,6,47.8,mastery,30.378,142.897
4,SARSA,37,0,40,166.0,timeout,30.632,143.505
4,SARSA,38,0,30,114.0,mastery,30.615,142.749
4,SARSA,39,0,19,125.2,mastery,30.325,142.31
4,SARSA,40,0,34,165.2,mastery,30.415,142.868
4,SARSA,41,0,19,94.2,mastery,30.143,141.71
4,SARSA,42,0,40,216.0,timeout,30.372,143.437
4,SARSA,43,0,40,176.0,timeout,30.591,144.177
4,SARSA,44,0,40,171.0,timeout,30.8,144.773
4,SARSA,45,0,40,162.0,timeout,31.0,145.148
